installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,zip_code,city,state,lzip_code_id,zip_code_id,lzip_income,zip_income
4/18/2016 0:00,0.326335861,2.12,3.685369,4845.84,3.130977,1352,92407,San Bernardino,CA,4.404097871,25357,6.110959545,1291099
########,0.326335861,2.12,3.685369,4845.84,2.922206,836,91752,Jurupa Valley,CA,4.374363358,23679,5.951845841,895047
6/30/2016 0:00,0.645422269,4.42,3.68842,4880,0,1,91942,LA MESA,CA,4.402433346,25260,6.098615349,1254918
4/16/2020 0:00,0.591064607,3.9,3.689859,4896.2,0,1,90710,HARBOR CITY,CA,4.348908172,22331,5.83528906,684367
6/24/2015 0:00,0.096910013,1.25,3.690196,4900,3.026125,1062,93619,Clovis,CA,4.430977553,26976,6.340697677,2191279
########,0.10720997,1.28,3.690196,4900,0,1,94954,PETALUMA,CA,4.417355423,26143,6.19917381,1581881
########,0.113943352,1.3,3.690196,4900,3.044932,1109,93730,Fresno,CA,4.382359298,24119,5.989292268,975646
11/9/2016 0:00,0.5289167,3.38,3.691789,4918,0,1,92118,CORONADO,CA,4.396129575,24896,6.063244013,1156762
########,0.653212514,4.5,3.693407,4936.36,0,1,90278,REDONDO BEACH,CA,4.433241641,27117,6.377560669,2385397
9/1/2015 0:00,0.591064607,3.9,3.696094,4967,0,1,92571,PERRIS,CA,4.381241468,24057,5.983938254,963692
1/5/2016 0:00,0.607455023,4.05,3.698418,4993.65,0,1,95219,STOCKTON,CA,4.404867912,25402,6.115483699,1304619
1/12/2015 0:00,0.096910013,1.25,3.69897,5000,3.227887,1690,93619,Clovis,CA,4.430977553,26976,6.340697677,2191279
########,0.122215878,1.325,3.69897,5000,3.050766,1124,93730,Fresno,CA,4.382359298,24119,5.989292268,975646
2/3/2016 0:00,0.315970345,2.07,3.69897,5000,3.246006,1762,95037,Morgan Hill,CA,4.437544462,27387,6.485727103,3060040
4/26/2016 0:00,0.389166084,2.45,3.69897,5000,0,1,96080,RED BLUFF,CA,4.342837037,22021,5.807986676,642668
1/7/2019 0:00,0.485721426,3.06,3.69897,5000,0,1,92084,VISTA,CA,4.413215915,25895,6.167239332,1469736
4/8/2016 0:00,0.702430536,5.04,3.69897,5000,0,1,92010,CARLSBAD,CA,4.369939079,23439,5.930387599,851898
12/9/2016 0:00,0.526339277,3.36,3.702431,5040,0,1,92114,SAN DIEGO,CA,4.410726633,25747,6.150675712,1414737
4/26/2016 0:00,0.693726949,4.94,3.702689,5043,0,1,95677,ROCKLIN,CA,4.393171429,24727,6.046323051,1112559
7/20/2016 0:00,0.139879086,1.38,3.703205,5049,2.757396,572,92507,Riverside,CA,4.387567779,24410,6.014496177,1033942
########,0.139879086,1.38,3.703205,5049,3.082067,1208,92507,Riverside,CA,4.387567779,24410,6.014496177,1033942
7/20/2016 0:00,0.139879086,1.38,3.703205,5049,2.781755,605,92507,Riverside,CA,4.387567779,24410,6.014496177,1033942
########,0.176091259,1.5,3.703205,5049,2.862728,729,92507,Riverside,CA,4.387567779,24410,6.014496177,1033942
7/8/2016 0:00,0.176091259,1.5,3.703205,5049,2.823474,666,92507,Riverside,CA,4.387567779,24410,6.014496177,1033942
6/26/2015 0:00,0.139879086,1.38,3.703635,5054,3.217221,1649,93551,Palmdale,CA,4.421949251,26421,6.241157832,1742440
7/17/2015 0:00,0.139879086,1.38,3.703635,5054,3.151063,1416,93551,Palmdale,CA,4.421949251,26421,6.241157832,1742440
########,0.329397879,2.135,3.703951,5057.68,1.954243,90,91354,Santa Clarita,CA,4.416723698,26105,6.194046495,1563315
########,0.329397879,2.135,3.703951,5057.68,1.944483,88,92584,Menifee,CA,4.41140082,25787,6.153885565,1425232
12/3/2019 0:00,0.329397879,2.135,3.703951,5057.68,1.380211,24,92883,Corona,CA,4.401745082,25220,6.093997444,1241645
########,0.651278014,4.48,3.704322,5062,0,1,94531,ANTIOCH,CA,4.409442787,25671,6.142767276,1389208
########,0.878521796,7.56,3.705008,5070,0,1,94582,SAN RAMON,CA,4.438700533,27460,6.537050785,3443902
########,0.878521796,7.56,3.705008,5070,0,1,94002,BELMONT,CA,4.434345313,27186,6.401655356,2521479
11/5/2019 0:00,0.350248018,2.24,3.705265,5073,0,1,92394,VICTORVILLE,CA,4.324364778,21104,5.724537187,530319
########,0.707570176,5.1,3.70757,5100,0,1,92027,ESCONDIDO,CA,4.4142043,25954,6.174979491,1496165
########,0.610660163,4.08,3.715147,5189.76,0,1,91706,BALDWIN PARK,CA,4.406642355,25506,6.125890643,1336259
12/7/2015 0:00,0.139879086,1.38,3.718917,5235,3.082067,1208,91730,Rancho Cucamonga,CA,4.423475252,26514,6.254251679,1795774
7/27/2016 0:00,0.176091259,1.5,3.718917,5235,3.124178,1331,92563,Murrieta,CA,4.427534794,26763,6.294749638,1971286
########,0.910891089,8.145,3.719029,5236.36,0,1,93065,SIMI VALLEY,CA,4.437004965,27353,6.470119884,2952024
1/28/2016 0:00,0.139879086,1.38,3.719663,5244,3.178689,1509,92563,Murrieta,CA,4.427534794,26763,6.294749638,1971286
########,0.139879086,1.38,3.719663,5244,3.079543,1201,92563,Murrieta,CA,4.427534794,26763,6.294749638,1971286
6/22/2016 0:00,0.139879086,1.38,3.719663,5244,3.125481,1335,91730,Rancho Cucamonga,CA,4.423475252,26514,6.254251679,1795774
1/25/2016 0:00,0.139879086,1.38,3.719663,5244,3.202488,1594,91350,Santa Clarita,CA,4.420681718,26344,6.229611971,1696727
12/8/2015 0:00,0.139879086,1.38,3.719663,5244,3.25358,1793,91766,Pomona,CA,4.403532305,25324,6.105615765,1275310
8/7/2015 0:00,0.138302698,1.375,3.720159,5250,0,1,85747,-1,AZ,4.364475949,23146,5.906052605,805476
########,0.146128036,1.4,3.720159,5250,0,1,85747,-1,AZ,4.364475949,23146,5.906052605,805476
6/25/2015 0:00,0.176091259,1.5,3.720159,5250,3.219585,1658,95035,Milpitas,CA,4.43966421,27521,6.593667348,3923443
########,0.176091259,1.5,3.720159,5250,2.814248,652,95035,Milpitas,CA,4.43966421,27521,6.593667348,3923443
6/5/2015 0:00,0.176091259,1.5,3.720159,5250,3.219585,1658,95035,Milpitas,CA,4.43966421,27521,6.593667348,3923443
12/2/2020 0:00,1.020692679,10.488,3.721398,5265,0,1,85749,-1,AZ,4.38795902,24432,6.016608024,1038982
1/24/2015 0:00,0.139879086,1.38,3.721481,5266,3.125481,1335,92530,Lake Elsinore,CA,4.3925035,24689,6.04326401,1104750
########,0.644438589,4.41,3.723267,5287.7,0,1,91763,MONTCLAIR,CA,4.359418056,22878,5.88219485,762421
4/25/2019 0:00,0.350248018,2.24,3.723948,5296,1.414973,26,92618,Irvine,CA,4.436401205,27315,6.456929188,2863711
7/10/2020 0:00,0.350248018,2.24,3.723948,5296,2.206826,161,92584,Menifee,CA,4.41140082,25787,6.153885565,1425232
4/17/2020 0:00,0.350248018,2.24,3.723948,5296,2.187521,154,92584,Menifee,CA,4.41140082,25787,6.153885565,1425232
10/8/2019 0:00,0.350248018,2.24,3.723948,5296,1.973128,94,92591,Temecula,CA,4.4066083,25504,6.125765497,1335874
1/22/2019 0:00,0.350248018,2.24,3.723948,5296,2.206826,161,92407,San Bernardino,CA,4.404097871,25357,6.110959545,1291099
4/20/2016 0:00,0.829946696,6.76,3.725585,5316,0,1,92879,CORONA,CA,4.395588464,24865,6.059922594,1147949
2/1/2016 0:00,0.610660163,4.08,3.732394,5400,0,1,93654,REEDLEY,CA,4.334694959,21612,5.77120225,590476
########,1.097777735,12.525,3.732394,5400,0,1,92260,PALM DESERT,CA,4.391235126,24617,6.036193584,1086910
4/16/2020 0:00,0.612253906,4.095,3.733912,5418.91,0,1,90620,BUENA PARK,CA,4.410000713,25704,6.145415208,1397704
7/1/2020 0:00,0.712649702,5.16,3.736317,5449,0,1,84065,Herriman,UT,4.416939918,26118,6.195252154,1567661
7/2/2015 0:00,0.582631439,3.825,3.736447,5450.63,0,1,92551,MORENO VALLEY,CA,4.330413773,21400,5.752132224,565109
########,0.377488383,2.385,3.736785,5454.88,3.177825,1506,94568,Dublin,CA,4.439900853,27536,6.613241849,4104326
########,0.728461084,5.351322,3.73736,5462.1,0,1,93304,BAKERSFIELD,CA,4.334433644,21599,5.770037867,588895
6/30/2015 0:00,0.67669361,4.75,3.740345,5499.77,0,1,91010,DUARTE,CA,4.350926074,22435,5.843272654,697064
6/9/2015 0:00,0.139879086,1.38,3.740363,5500,3.113275,1298,94513,Brentwood,CA,4.436146739,27299,6.44719541,2800241
3/3/2015 0:00,0.176091259,1.5,3.740363,5500,3.041787,1101,91780,Temple City,CA,4.391764065,24647,6.038627711,1093019
########,0.217483944,1.65,3.740363,5500,2.732394,540,91755,Monterey Park,CA,4.349024844,22337,5.835934595,685385
########,0.217483944,1.65,3.740363,5500,2.79379,622,91755,Monterey Park,CA,4.349024844,22337,5.835934595,685385
1/9/2020 0:00,0.322219295,2.1,3.740363,5500,0,1,90706,BELLFLOWER,CA,4.419790586,26290,6.22213798,1667777
1/10/2020 0:00,0.329553669,2.135766,3.740363,5500,0,1,94544,HAYWARD,CA,4.430671559,26957,6.333942753,2157460
########,0.329553669,2.135766,3.740363,5500,0,1,94544,HAYWARD,CA,4.430671559,26957,6.333942753,2157460
7/27/2015 0:00,0.139879086,1.38,3.741939,5520,3.082067,1208,92530,Lake Elsinore,CA,4.3925035,24689,6.04326401,1104750
########,0.630936119,4.275,3.743431,5539,0,1,91945,LEMON GROVE,CA,4.338057875,21780,5.787699165,613337
########,0.139879086,1.38,3.74398,5546,3.257918,1811,91730,Rancho Cucamonga,CA,4.423475252,26514,6.254251679,1795774
########,0.139879086,1.38,3.74398,5546,3.257918,1811,91730,Rancho Cucamonga,CA,4.423475252,26514,6.254251679,1795774
########,0.139879086,1.38,3.74398,5546,3.257918,1811,91730,Rancho Cucamonga,CA,4.423475252,26514,6.254251679,1795774
12/9/2019 0:00,0.416640507,2.61,3.745075,5560,0,1,93455,SANTA MARIA,CA,4.414120626,25949,6.174758828,1495405
########,0.350248018,2.24,3.745621,5567,3.572291,3735,95945,Grass Valley,CA,4.350306179,22403,5.840773967,693065
3/4/2016 0:00,0.352182518,2.25,3.745855,5570,0,1,84780,-1,UT,4.354050786,22597,5.858943632,722676
2/7/2015 0:00,0.139879086,1.38,3.747334,5589,3.27738,1894,92646,Huntington Beach,CA,4.43611492,27297,6.446635944,2796636
########,0.139879086,1.38,3.747334,5589,2.986324,969,93536,Lancaster,CA,4.427193884,26742,6.291340874,1955874
########,0.636989102,4.335,3.74759,5592.3,0,1,93257,PORTERVILLE,CA,4.396181905,24899,6.063333359,1157000
########,0.350248018,2.24,3.74811,5599,0,1,95961,PLUMAS LAKE,CA,4.319605679,20874,5.703693667,505468
12/9/2020 0:00,0.350248018,2.24,3.74811,5599,0,1,95961,PLUMAS LAKE,CA,4.319605679,20874,5.703693667,505468
########,0.176091259,1.5,3.748963,5610,2.956649,905,93551,Palmdale,CA,4.421949251,26421,6.241157832,1742440
4/5/2016 0:00,0.326335861,2.12,3.749254,5613.76,3.126781,1339,95762,El Dorado Hills,CA,4.439158941,27489,6.558879375,3621424
########,0.326335861,2.12,3.749254,5613.76,2.903633,801,92407,San Bernardino,CA,4.404097871,25357,6.110959545,1291099
########,0.139879086,1.38,3.750123,5625,3.081347,1206,91730,Rancho Cucamonga,CA,4.423475252,26514,6.254251679,1795774
4/27/2015 0:00,0.096910013,1.25,3.750508,5630,0,1,85747,-1,AZ,4.364475949,23146,5.906052605,805476
12/8/2016 0:00,0.670245853,4.68,3.751279,5640,0,1,91977,SPRING VALLEY,CA,4.412258894,25838,6.160805151,1448122
########,0.660391098,4.575,3.753463,5668.43,0,1,90249,GARDENA,CA,4.348849823,22328,5.834936083,683811
1/31/2015 0:00,0.176091259,1.5,3.755646,5697,3.292699,1962,92591,Temecula,CA,4.4066083,25504,6.125765497,1335874
1/16/2015 0:00,0.176091259,1.5,3.755875,5700,3.210586,1624,91750,La Verne,CA,4.415791056,26049,6.187133631,1538628
########,0.176091259,1.5,3.755875,5700,3.233504,1712,92260,Palm Desert,CA,4.391235126,24617,6.036193584,1086910
########,0.322219295,2.1,3.756788,5712,0,1,90249,GARDENA,CA,4.348849823,22328,5.834936083,683811
########,0.661812686,4.59,3.756993,5714.7,0,1,90713,LAKEWOOD,CA,4.392169149,24670,6.041275805,1099704
########,0.716003344,5.2,3.761326,5772,0,1,93312,BAKERSFIELD,CA,4.428458774,26820,6.305969691,2022878
6/10/2019 0:00,0.387389826,2.44,3.761374,5772.64,2.451786,283,93722,Fresno,CA,4.420582793,26338,6.228772122,1693449
1/29/2020 0:00,0.387389826,2.44,3.761374,5772.64,2.465383,292,91354,Santa Clarita,CA,4.416723698,26105,6.194046495,1563315
4/9/2020 0:00,0.387389826,2.44,3.761374,5772.64,2.469822,295,92335,Fontana,CA,4.411788005,25810,6.157863672,1438347
########,0.387389826,2.44,3.761374,5772.64,2.469822,295,92335,Fontana,CA,4.411788005,25810,6.157863672,1438347
########,0.387389826,2.44,3.761374,5772.64,2.469822,295,92407,San Bernardino,CA,4.404097871,25357,6.110959545,1291099
7/10/2019 0:00,0.387389826,2.44,3.761374,5772.64,2.451786,283,93703,Fresno,CA,4.28860689,19436,5.567086386,369051
########,0.742332282,5.525,3.761853,5779,0,1,92530,LAKE ELSINORE,CA,4.3925035,24689,6.04326401,1104750
7/11/2016 0:00,0.176091259,1.5,3.763653,5803,2.999131,998,92029,Escondido,CA,4.385856412,24314,6.005362003,1012423
7/15/2016 0:00,0.610660163,4.08,3.768135,5863.2,0,1,91321,NEWHALL,CA,4.387354227,24398,6.013393861,1031321
########,0.619093331,4.16,3.768312,5865.6,0,1,90640,MONTEBELLO,CA,4.410827828,25753,6.151362494,1416976
########,0.694605199,4.95,3.768324,5865.75,0,1,92372,PINON HILLS,CA,4.143826391,13926,5.043374069,110503
########,0.139879086,1.38,3.768638,5870,3.077368,1195,91354,Valencia,CA,4.416723698,26105,6.194046495,1563315
########,0.593728999,3.924,3.76982,5886,0,1,93065,SIMI VALLEY,CA,4.437004965,27353,6.470119884,2952024
########,0.303196057,2.01,3.770263,5892,0,1,92127,SAN DIEGO,CA,4.438526527,27449,6.525852491,3356236
########,0.693726949,4.94,3.77122,5905,0,1,92154,SAN DIEGO,CA,4.427340021,26751,6.292398523,1960643
########,0.51851394,3.3,3.771367,5907,3.296665,1980,10312,Staten Island,NY,4.434153571,27174,6.396785511,2493363
4/27/2016 0:00,0.40654018,2.55,3.771661,5911,0,1,93611,CLOVIS,CA,4.418914175,26237,6.214237531,1637712
########,0.380211242,2.4,3.774517,5950,0,1,95376,TRACY,CA,4.411518696,25794,6.154776865,1428160
5/3/2019 0:00,1.069668097,11.74,3.776846,5982,0,1,92234,CATHEDRAL CITY,CA,4.384998193,24266,6.002000091,1004616
########,0.628491105,4.251,3.777644,5993,0,1,91902,BONITA,CA,4.374418377,23682,5.952285713,895954
8/1/2016 0:00,0.628491105,4.251,3.777695,5993.7,0,1,93257,PORTERVILLE,CA,4.396181905,24899,6.063333359,1157000
12/2/2015 0:00,0.23299611,1.71,3.778151,6000,0,1,92065,RAMONA,CA,4.407067826,25531,6.128158143,1343254
########,0.414821987,2.599094,3.778151,6000,0,1,95682,SHINGLE SPRINGS,CA,4.404594276,25386,6.113746539,1299411
1/9/2019 0:00,0.556302501,3.6,3.778151,6000,0,1,92617,IRVINE,CA,4.301420685,20018,5.620166257,417029
12/7/2015 0:00,0.776701184,5.98,3.778151,6000,0,1,92399,YUCAIPA,CA,4.418085748,26187,6.20776897,1613500
12/4/2015 0:00,0.815577748,6.54,3.778151,6000,0,1,93727,FRESNO,CA,4.412662107,25862,6.163666962,1457696
12/1/2015 0:00,0.836767047,6.867,3.778151,6000,0,1,93307,BAKERSFIELD,CA,4.383510176,24183,5.995690026,990125
2/3/2016 0:00,0.645422269,4.42,3.779596,6020,0,1,92154,SAN DIEGO,CA,4.427340021,26751,6.292398523,1960643
7/1/2015 0:00,0.176091259,1.5,3.780821,6037,0,1,84738,-1,UT,4.248610745,17726,5.406327239,254875
9/3/2020 0:00,0.408239965,2.56,3.780853,6037.44,2.488551,308,92335,Fontana,CA,4.411788005,25810,6.157863672,1438347
4/24/2020 0:00,0.408239965,2.56,3.780853,6037.44,2.488551,308,92335,Fontana,CA,4.411788005,25810,6.157863672,1438347
########,0.408239965,2.56,3.780853,6037.44,2.556303,360,93263,Shafter,CA,4.286164447,19327,5.557968921,361384
########,0.423245874,2.65,3.780853,6037.44,3.469969,2951,95123,San Jose,CA,4.437893191,27409,6.501446119,3172825
6/11/2015 0:00,0.423245874,2.65,3.780853,6037.44,3.376212,2378,95123,San Jose,CA,4.437893191,27409,6.501446119,3172825
########,0.748188027,5.6,3.781612,6048,0,1,95901,MARYSVILLE,CA,4.339451441,21850,5.792984587,620847
