installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,zip_code,city,state,lzip_code_id,zip_code_id,lzip_income,zip_income
10/9/2020 0:00,0.86,7.245,4.548491,35358.28,0,1,1001,Agawam,MA,4.32518715,21144,5.729065117,535877
########,1.08,12.095,4.621682,41848.7,0,1,1001,Agawam,MA,4.32518715,21144,5.729065117,535877
########,1.13,13.5,4.66941,46710,0,1,1001,Agawam,MA,4.32518715,21144,5.729065117,535877
########,0.95,8.88,4.471966,29646,0,1,1002,Amherst,MA,4.372119982,23557,5.940974444,872920
########,0.85,7.035,4.489171,30844,0,1,1002,Amherst,MA,4.372119982,23557,5.940974444,872920
########,1.00,10.05,4.598506,39674,0,1,1002,Pelham,MA,4.372119982,23557,5.940974444,872920
########,0.74,5.525,4.281408,19116.5,0,1,1005,Barre,MA,4.180555941,15155,5.158039667,143893
########,0.76,5.76,4.299499,19929.6,0,1,1007,Belchertown,MA,4.331973617,21477,5.758596271,573583
########,1.07,11.88,4.367412,23303,0,1,1007,Belchertown,MA,4.331973617,21477,5.758596271,573583
7/30/2020 0:00,0.89,7.705,4.409967,25702,0,1,1007,Belchertown,MA,4.331973617,21477,5.758596271,573583
########,1.14,13.76,4.50199,31768,0,1,1007,Belchertown,MA,4.331973617,21477,5.758596271,573583
########,0.96,9.1,4.606424,40404,0,1,1007,Belchertown,MA,4.331973617,21477,5.758596271,573583
########,0.41,2.56,3.947316,8857.6,0,1,1010,Brimfield,MA,4.188591037,15438,5.186082916,153491
4/13/2020 0:00,0.75,5.67,4.348117,22290.37,0,1,1027,Easthampton,MA,4.338356873,21795,5.788347993,614254
1/14/2020 0:00,0.88,7.56,4.417598,26157.6,0,1,1028,East Longmeadow,MA,4.36253902,23043,5.896589593,788115
########,1.10,12.685,4.642367,43890.1,0,1,1030,Agawam,MA,4.297015994,19816,5.601720023,399687
########,0.99,9.75,4.528081,33735,0,1,1036,Hampden,MA,4.238322156,17311,5.364393383,231416
########,0.86,7.245,4.384568,24242,0,1,1053,Northampton,MA,4.059979717,11481,4.834725811,68348
8/5/2019 0:00,0.73,5.355,4.302785,20081,0,1,1060,Northampton,MA,4.332801903,21518,5.76246549,578716
1/7/2020 0:00,0.95,8.88,4.453318,28400,0,1,1069,Palmer,MA,4.244722323,17568,5.388248666,244483
11/4/2019 0:00,1.00,9.92,4.511823,32495.51,0,1,1077,Southwick,MA,4.29378228,19669,5.588260499,387490
10/8/2019 0:00,1.02,10.36,4.554436,35845.6,0,1,1077,Southwick,MA,4.29378228,19669,5.588260499,387490
########,0.68,4.8,4.220317,16608,0,1,1080,Palmer,MA,4.000824377,10019,4.716679314,52081
########,0.51,3.25,4.050959,11245,0,1,1089,West Springfield,MA,4.369178737,23398,5.927514077,846280
########,0.73,5.355,4.267836,18528.3,0,1,1089,West Springfield,MA,4.369178737,23398,5.927514077,846280
########,0.74,5.525,4.281408,19116.5,0,1,1089,West Springfield,MA,4.369178737,23398,5.927514077,846280
########,1.09,12.4,4.700323,50156,0,1,1089,West Springfield,MA,4.369178737,23398,5.927514077,846280
########,1.23,17.1,4.772072,59166,0,1,1089,West Springfield,MA,4.369178737,23398,5.927514077,846280
7/31/2019 0:00,0.81,6.48,4.426885,26723,0,1,1096,Williamsburg,MA,4.129915358,13487,5.002684313,100620
6/15/2020 0:00,0.82,6.615,4.463415,29068,0,1,1096,Williamsburg,MA,4.129915358,13487,5.002684313,100620
########,0.87,7.36,4.405954,25465.6,0,1,1104,Springfield,MA,4.288629235,19437,5.567312271,369243
########,0.80,6.27,4.439138,27487.68,0,1,1104,Springfield,MA,4.288629235,19437,5.567312271,369243
########,1.05,11.1,4.584399,38406,0,1,1104,Springfield,MA,4.288629235,19437,5.567312271,369243
########,0.58,3.835,4.122841,13269.1,0,1,1106,Longmeadow,MA,4.404303348,25369,6.111875203,1293824
11/7/2019 0:00,0.88,7.56,4.417598,26157.6,0,1,1106,Longmeadow,MA,4.404303348,25369,6.111875203,1293824
1/3/2020 0:00,1.00,9.92,4.470728,29561.6,0,1,1106,Longmeadow,MA,4.404303348,25369,6.111875203,1293824
########,0.84,6.93,4.45527,28527.94,0,1,1108,Springfield,MA,4.304813543,20175,5.635682753,432198
7/19/2019 0:00,0.58,3.78,4.078779,11988.9,0,1,1109,Springfield,MA,4.292455447,19609,5.582207725,382127
########,0.71,5.12,4.248346,17715.2,0,1,1109,Springfield,MA,4.292455447,19609,5.582207725,382127
4/30/2020 0:00,0.80,6.3,4.357996,22803.19,0,1,1109,Springfield,MA,4.292455447,19609,5.582207725,382127
9/8/2020 0:00,0.89,7.82,4.533454,34154.94,0,1,1109,Springfield,MA,4.292455447,19609,5.582207725,382127
########,0.79,6.175,4.329713,21365.5,0,1,1118,Springfield,MA,4.293008787,19634,5.585106381,384686
########,1.15,14.1,4.811977,64860,0,1,1118,Springfield,MA,4.293008787,19634,5.585106381,384686
6/24/2020 0:00,0.58,3.84,4.123407,13286.4,0,1,1119,Springfield,MA,4.254257967,17958,5.427479617,267596
10/9/2020 0:00,1.02,10.37,4.351506,22465,0,1,1119,Springfield,MA,4.254257967,17958,5.427479617,267596
########,0.89,7.84,4.463355,29064,0,1,1128,Springfield,MA,4.105952769,12763,4.939733851,87043
1/6/2020 0:00,0.80,6.3,4.338417,21798,0,1,1151,Springfield,MA,4.1771612,15037,5.14523371,139712
1/6/2020 0:00,1.12,13.23,4.612428,40966.4,0,1,1151,Springfield,MA,4.1771612,15037,5.14523371,139712
########,0.64,4.41,4.183515,15258.6,0,1,1201,Pittsfield,MA,4.401607298,25212,6.093317302,1239702
########,0.70,5.015,4.246646,17646,0,1,1201,Pittsfield,MA,4.401607298,25212,6.093317302,1239702
