data_provider_1,data_provider_2,system_ID_1,system_ID_2,installation_date,PV_system_size_DC,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,TTS_link_ID,new_construction,tracking,ground_mounted,zip_code,city,state,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,BIPV_module_1,BIPV_module_2,BIPV_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,DC_optimizer,inverter_loading_ratio,battery_manufacturer,battery_model,battery_rated_capacity_kW,battery_rated_capacity_kWh,battery_price,technology_type,extensions_multiphase_id
California Public Utilities Commission,-1,PGE-INT-113568470,-1,05-Dec-2016,6.16,20500.0,0.0,RES,0,0,-1,-1,0,0,95249,SAN ANDREAS,CA,Pacific Gas and Electric,0,Enable Energy,0,178.0,-1.0,-1.0,18.0,-1,-1,Hanwha Q CELLS,Q.PEAK-G3 280,22,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,280.0,-1.0,-1.0,0.169386735324757,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600A-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.625,-1.0,-1.0,1,0.807868852459016,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Connecticut Green Bank,-1,RPV-59264,-1,13-Dec-2021,5.28,22500.0,0.0,RES,0,0,-1,-1,0,0,06779,Oakville,CT,Eversource,1,PosiGen,0,201.0,201.0,-1.0,28.0,11,-1,Silfab Solar Inc.,SIL-330NL,13,Silfab Solar Inc.,SIL-330NL,3,-1,-1,-1,0,Monocrystalline,Monocrystalline,-1,0,0,-1,0,0,-1,330.0,330.0,-1.0,0.202394883457346,0.202394883457346,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,0.87330466424082,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-115651393,-1,16-Jan-2019,2.3963442498096,11000.0,0.0,RES,1,1,tts_extension_id_56659,-1,0,0,94561,OAKLEY,CA,Pacific Gas and Electric,0,High Definition Solar,0,160.0,-1.0,-1.0,20.0,-1,-1,-1,-1,8,Silfab Solar Inc.,SIL300ML,8,-1,-1,-1,0,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1.0,300.0,-1.0,-1.0,0.184049079754601,-1.0,Enphase Energy Inc.,IQ6-60-2-US [240V],8.0,Enphase Energy Inc.,IQ6-60-2-US [240V],8,Enphase Energy Inc.,IQ6-60-2-US [240V],-1,0,1,1,1,0,0,0,0.23,0.23,0.23,0,0.651180502665652,-1,-1,-1.0,-1.0,-1.0,pv-only,00000001230C65BA
Xcel Energy,-1,OID3038797,-1,21-Jul-2017,1.375,23000.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,MN,Xcel Energy,-1,redacted,-1,0.0,-1.0,-1.0,20.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.14583333333333,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,California Energy Commission,SCE-INT-NST-50422,NS005VXR,14-Nov-2018,3.6,7597.75,919.0,RES,0,0,-1,1,0,0,92223,Beaumont,CA,Southern California Edison,0,Leonard Roofing,0,180.0,-1.0,-1.0,22.0,-1,-1,DuCal Solar Technology LLC,DST300M-60,12,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,300.0,-1.0,-1.0,0.184411113843128,-1.0,-1.0,Enphase Energy Inc.,IQ6-60-ACM-US [240V],12.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.23,-1.0,-1.0,0,1.30434782608696,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Illinois Power Agency,-1,6356,NON244924,23-Aug-2019,24.65,-1.0,0.0,RES,0,0,-1,-1,0,0,60051,McHenry,IL,ComEd,1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.08114035087719,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-121374768,-1,03-Aug-2021,4.095,16499.98,0.0,RES,0,0,-1,-1,0,0,95648,LINCOLN,CA,Pacific Gas and Electric,0,Sunrun Inc.,0,175.0,-1.0,-1.0,23.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 315,13,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,315.0,-1.0,-1.0,0.194444444444444,-1.0,-1.0,SolarEdge Technologies Ltd.,SE3800H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.747,-1.0,-1.0,1,1.09287429943955,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Green Mountain Power,VT Public Utilities Commission,38808_2941030857,18-2926-NMR,17-Oct-2018,5.8,-1.0,-1.0,RES,0,0,-1,-1,0,0,05201,BENNINGTON,VT,Green Mountain Power,1,Sunrun Inc.,0,-1.0,-1.0,-1.0,-1.0,-1,-1,REC Solar,REC290TP2 BLK,20,-1,-1,-1,-1,-1,-1,-1,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,290.0,-1.0,-1.0,0.179012345679012,-1.0,-1.0,SolarEdge Technologies Ltd.,SE5000H-US [208V],-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,4.979,-1.0,-1.0,1,1.16,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-313088,-1,25-Jul-2022,4.97,17295.6,0.0,RES,0,0,-1,-1,0,0,93221,EXETER,CA,Southern California Edison,1,Bright Planet Solar,0,153.0,-1.0,-1.0,14.0,-1,-1,"LONGi Green Energy Technology Co., Ltd.",LR4-60HPB-355M,14,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,355.0,-1.0,-1.0,0.200564971751412,-1.0,-1.0,SolarEdge Technologies Ltd.,SE3800H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,3.747,-1.0,-1.0,1,1.32639444889245,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Arizona Public Service,-1,8125,-1,12-Oct-2011,4.945,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,85351,Sun City,AZ,Arizona Public Service,0,American Solar Elec,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Kyocera Solar,KD215GX-LPU,-1,-1,-1,-1,-1,-1,-1,-1,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,215.0,-1.0,-1.0,0.144781144781145,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0.989,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Arizona Public Service,-1,33510,-1,13-May-2015,7.02,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,85379,Surprise,AZ,Arizona Public Service,1,Titan Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Hanwha Q CELLS,Q.PRO-G3 260,-1,-1,-1,-1,-1,-1,-1,-1,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,260.0,-1.0,-1.0,0.15728768280156,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,1.00285714285714,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-163542,-1,19-Oct-2020,4.16,15807.94,0.0,RES,0,0,-1,-1,0,0,92395,VICTORVILLE,CA,Southern California Edison,0,Energy Service Partners,0,180.0,-1.0,-1.0,18.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,13,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,320.0,-1.0,-1.0,0.197530864197531,-1.0,-1.0,Enphase Energy Inc.,IQ7-60-2-US [240V],13.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.33333333333333,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Texas Public Utilities Commission,-1,Oncor_DRG-26342,-1,21-Feb-2020,5.85352065,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Oncor,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.159113,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-220903,-1,16-Nov-2021,8.23,13500.0,0.0,RES,1,1,tts_extension_id_125254,-1,0,0,92586,SUN CITY,CA,Southern California Edison,0,Renewable Energy Partners,0,180.0,-1.0,-1.0,18.0,-1,-1,"Suzhou Talesun Solar Technologies Co., Ltd.",TP6H72M-400,12,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,400.0,-1.0,-1.0,0.198807157057654,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],12.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,2.36494252873563,-1,-1,-1.0,-1.0,-1.0,pv-only,000000023F43DF05
Los Angeles Department of Water & Power,-1,LADWP-02219-Legacy,-1,12-Apr-2010,3.68,-1.0,10488.96,RES,0,1,tts_extension_id_63707,-1,-1,-1,90068,Los Angeles,CA,Los Angeles Department of Water  Power,0,Acro Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,000000013FDEB273
Texas Public Utilities Commission,-1,Oncor_DRG-32503,-1,07-Aug-2020,7.01263365,-1.0,-1.0,-1,0,0,-1,-1,-1,-1,-1,-1,TX,Oncor,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.159113,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New Jersey Board of Public Utilities,-1,NJADRE1548164698,-1,10-Mar-2022,9.38,-1.0,0.0,RES,0,0,-1,-1,-1,-1,07002,Bayonne,NJ,PSEG,0,Infinity Solar Systems,0,-1.0,-1.0,-1.0,-1.0,-1,-1,redacted,redacted,-1,redacted,redacted,-1,redacted,redacted,-1,-1,redacted,redacted,redacted,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,redacted,redacted,-1.0,redacted,redacted,-1,redacted,redacted,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,redacted,redacted,-1.0,-1.0,-1.0,redacted,-1
California Public Utilities Commission,-1,SCE-INT-NST-189495,-1,20-May-2021,4.16,16598.0,0.0,RES,0,0,-1,-1,0,0,92882,CORONA,CA,Southern California Edison,1,Sunstreet Energy Group LLC,0,120.0,-1.0,-1.0,18.0,-1,-1,LG Electronics Inc.,LG320N1K-V5,13,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,320.0,-1.0,-1.0,0.193939393939394,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],13.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.10344827586207,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113468853,-1,20-Jul-2015,14.535,66715.65,0.0,RES,0,0,-1,-1,0,0,93306,BAKERSFIELD,CA,Pacific Gas and Electric,1,Sunrun Inc.,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Yingli Energy (China),YL255P-29b,57,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,255.0,-1.0,-1.0,0.156106519742883,-1.0,-1.0,SolarEdge Technologies Ltd.,SE11400A-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,11.39,-1.0,-1.0,1,1.27611940298507,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-298302,-1,06-Jun-2022,6.39,28042.52,0.0,RES,0,0,-1,-1,0,0,92691,MISSION VIEJO,CA,Southern California Edison,1,Sunrun Inc.,0,270.0,-1.0,-1.0,18.0,-1,-1,"LONGi Green Energy Technology Co., Ltd.",LR4-60HPB-355M,18,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,355.0,-1.0,-1.0,0.200564971751412,-1.0,-1.0,SolarEdge Technologies Ltd.,SE6000H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,6.046,-1.0,-1.0,1,1.05689712206417,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Utah Office of Energy Development,-1,-1,-1,01-Jul-2020,6.45,6765.0,0.0,RES,0,0,-1,-1,-1,-1,84065,Herriman,UT,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,0000000231093CFC
Tucson Electric Power,-1,RTEP-RPV_105800,-1,10-Mar-2015,8.5,37400.0,0.0,RES,0,0,-1,-1,-1,-1,85743,-1,AZ,Tucson Electric Power,-1,Tesla Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-115048450,-1,15-Oct-2018,8.12,29249.86,0.0,RES,0,0,-1,-1,0,0,93312,BAKERSFIELD,CA,Pacific Gas and Electric,0,Sunrun Inc.,0,91.0,-1.0,-1.0,20.0,-1,-1,REC Solar,REC290TP2 BLK,28,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,290.0,-1.0,-1.0,0.179012345679012,-1.0,-1.0,-1,-1,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,-1.0,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-121187860,-1,07-Sep-2021,37.44,114192.0,0.0,RES,0,0,-1,-1,0,0,93311,BAKERSFIELD,CA,Pacific Gas and Electric,0,Sun Solar Energy Solutions,0,190.0,-1.0,-1.0,24.0,-1,-1,SunPower,SPR-X22-360-E-AC,104,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,360.0,-1.0,-1.0,0.220858895705522,-1.0,-1.0,Enphase Energy Inc.,IQ7XS-96-E-ACM-US [240V],104.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.315,-1.0,-1.0,0,1.14285714285714,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-113374327,-1,15-Nov-2013,8.085,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,94518,CONCORD,CA,Pacific Gas and Electric,0,Sunrun Inc.,0,-1.0,-1.0,-1.0,-1.0,-1,-1,Yingli Energy (China),YL245P-29B,33,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,245.0,-1.0,-1.0,0.149984695439241,-1.0,-1.0,Enphase Energy,M215-60-2LL-S2x-NA [240V],33.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.215,-1.0,-1.0,0,1.13953488372093,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New Jersey Board of Public Utilities,-1,NJADRE1550107223,-1,06-Sep-2022,14.4,-1.0,0.0,RES,0,0,-1,-1,-1,-1,08701,Lakewood,NJ,JCPL,0,Green Revoluton Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,redacted,redacted,-1,redacted,redacted,-1,redacted,redacted,-1,-1,redacted,redacted,redacted,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,redacted,redacted,-1.0,redacted,redacted,-1,redacted,redacted,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,-1.0,redacted,redacted,-1.0,-1.0,-1.0,redacted,-1
California Public Utilities Commission,-1,PGE-INT-118241673,-1,31-Jan-2020,5.12,10000.0,0.0,RES,0,0,-1,-1,0,0,94945,NOVATO,CA,Pacific Gas and Electric,0,Sonomarin Solar,0,165.0,-1.0,-1.0,9.0,-1,-1,LG Electronics Inc.,LG320N1K-V5,16,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,320.0,-1.0,-1.0,0.193939393939394,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.616,-1.0,-1.0,1,0.672268907563025,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-103250,-1,14-Aug-2019,13.2,49980.0,0.0,RES,0,0,-1,-1,0,0,92692,MISSION VIEJO,CA,Southern California Edison,0,Stellar Solar,0,215.0,-1.0,-1.0,21.0,-1,-1,SunPower,SPR-A400-G-AC,33,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,400.0,-1.0,-1.0,0.213903743315508,-1.0,-1.0,SunPower,SPR-A400-G-AC [240V],33.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.349,-1.0,-1.0,0,1.14613180515759,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
MA DOER,-1,SMANG_34521,-1,13-Dec-2021,8.84,28031.0,0.0,RES,0,0,-1,-1,0,-1,02777,Swansea,MA,National Grid Massachusetts Electric,0,Nuwatt Energy LLC,0,185.0,-1.0,-1.0,30.0,-1,-1,Panasonic,VBHN335KJ01,26,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,335.0,-1.0,-1.0,0.20059880239521,-1.0,-1.0,Enphase Energy Inc.,IQ7X-96-2-US [240V],26.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.315,-1.0,-1.0,0,1.07936507936508,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Arizona Public Service,-1,35019,-1,15-Jul-2015,5.886,-1.0,-1.0,RES,0,0,-1,-1,-1,-1,85296,Gilbert,AZ,Arizona Public Service,0,Harmon Electric,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SunPower,SPR-327NE-WHT-D,-1,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,327.0,-1.0,-1.0,0.200525659312424,-1.0,-1.0,SMA America,SB5.0-1SP-US-40 [240V],-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,5.0,-1.0,-1.0,0,1.1772,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
"New Mexico Energy, Minerals and Natural Resources Department",-1,2151089,-1,13-Nov-2015,4.578,22945.6,-1.0,RES,0,0,-1,0,0,-1,88352,Tularosa,NM,Otero County Electric Cooperative,0,Consolidated Solar Tech LLC,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SunPower,SPR-E20-327,14,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,327.0,-1.0,-1.0,0.200613496932515,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0.9156,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Illinois Power Agency,-1,60493,NON355946,30-Jun-2022,11.16,-1.0,0.0,RES,0,0,-1,-1,0,0,60423,Frankfort,IL,ComEd,1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1.5,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-119786528,-1,28-Sep-2020,7.92,41779.2,0.0,RES,0,0,-1,-1,0,0,95746,GRANITE BAY,CA,Pacific Gas and Electric,0,Tesla Energy,0,180.0,-1.0,-1.0,25.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO-G6 330,24,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,330.0,-1.0,-1.0,0.189873417721519,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600H-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.616,-1.0,-1.0,1,1.03991596638655,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
Massachusetts Clean Energy Center,Massachusetts Department of Energy Resources,NFG-SR25630-57981,-1,24-Mar-2016,8.48,43672.0,0.0,RES,0,0,-1,-1,0,0,02324,Bridgewater,MA,National Grid,1,Tesla Energy,0,246.0,-1.0,-1.0,23.0,-1,-1,Hanwha Q CELLS,Q.PRO-G3 265,32,-1,-1,-1,-1,-1,-1,0,Polycrystalline,-1,-1,0,-1,-1,0,-1,-1,265.0,-1.0,-1.0,0.160312445932359,-1.0,-1.0,SolarEdge Technologies Ltd.,SE7600A-US [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,7.625,-1.0,-1.0,1,1.11213114754098,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,PGE-INT-121687450,-1,19-Jul-2021,8.16,18715.0,0.0,RES,0,0,-1,-1,0,0,94568,DUBLIN,CA,Pacific Gas and Electric,0,Tesla Energy,0,180.0,-1.0,-1.0,20.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,24,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,340.0,-1.0,-1.0,0.196078431372549,-1.0,-1.0,Tesla Inc.,1538000-xx-y [240V],1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,7.575,-1.0,-1.0,0,1.07722772277228,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SCE-INT-NST-152413,-1,23-Jul-2020,3.465,32421.95,0.0,RES,0,0,-1,-1,0,0,92544,HEMET,CA,Southern California Edison,1,Energy Service Partners,0,180.0,-1.0,-1.0,18.0,-1,-1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 315,11,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,315.0,-1.0,-1.0,0.194444444444444,-1.0,-1.0,Enphase Energy Inc.,IQ7-60-2-US [240V],11.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.3125,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
New York State Energy Research and Development Authority,-1,229095,-1,20-Mar-2020,6.3,23020.2,1890.0,RES,0,0,-1,-1,-1,-1,11422,Rosedale,NY,Consolidated Edison,1,IGS Energy,0,-1.0,-1.0,-1.0,-1.0,-1,-1,LG Electronics Inc.,LG350N1C-V5,18,-1,-1,-1,-1,-1,-1,-1,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,350.0,-1.0,-1.0,0.212287954660145,-1.0,-1.0,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],18.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0.29,-1.0,-1.0,0,1.20689655172414,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
California Public Utilities Commission,-1,SDGE-INT-73244,-1,30-Mar-2015,5.04,-1.0,0.0,RES,0,0,-1,-1,-1,-1,92064,POWAY,CA,San Diego Gas and Electric,-1,Sunfusion Solar,0,-1.0,-1.0,-1.0,-1.0,-1,-1,SolarWorld,SW 280 MONO,18,-1,-1,-1,-1,-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,280.0,-1.0,-1.0,0.166666666666667,-1.0,-1.0,Enphase Energy,M250-60-2LL-S2x (-ZC) (-NA) [240V],18.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,0.24,-1.0,-1.0,0,1.16666666666667,-1,-1,-1.0,-1.0,-1.0,pv-only,-1
