installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,zip_code,city,state,third_party_owned,self_installed,azimuth_1,module_quantity_1,additional_modules,BIPV_module_1,bifacial_module_1,lnameplate_capacity_module_1,nameplate_capacity_module_1,efficiency_module_1,inverter_quantity_1,additional_inverters,micro_inverter_1,built_in_meter_inverter_1,output_capacity_inverter_1,DC_optimizer,inverter_loading_ratio,state_id,lzip_code_id,zip_code_id,lzip_income,zip_income
21-Sep-17,0.94,8.68,4.176091259,15000,0,1,RES,0,0,95121,SAN JOSE,CA,0,1,180,31,0,0,0,2.447158031,280,0.166997182,1,0,0,1,7.625,1,1.138360656,,4.407781679,25573,6.132635531,1357174
6-Jul-18,0.51,3.24,4.216429831,16460,0,1,RES,0,0,95121,SAN JOSE,CA,1,0,231,9,0,0,0,2.556302501,360,0.220723483,9,0,1,0,0.32,0,1.125,,4.407781679,25573,6.132635531,1357174
17-Mar-17,0.85,7.02,4.471643699,29624,0,1,RES,0,0,95121,SAN JOSE,CA,0,0,70,27,0,0,0,2.414973348,260,0.163846924,1,0,0,1,6.6,0,1.063636364,,4.407781679,25573,6.132635531,1357174
9-Jan-17,0.64,4.41,4.35370855,22579.2,0,1,RES,0,0,93401,SAN LUIS OBISPO,CA,0,0,324,14,0,0,0,2.498310554,315,0.182555781,1,0,0,1,3.6,0,1.225,,4.40761182,25563,6.131322833,1353078
31-Jul-18,0.63,4.276626094,4.366423331,23250.02,0,1,RES,0,0,93401,SAN LUIS OBISPO,CA,0,0,298,15,0,0,0,2.45484486,285,0.180379747,1,0,0,1,7.625,1,0.560868996,,4.40761182,25563,6.131322833,1353078
30-Aug-18,0.87,7.41,4.413748918,25926.8,0,1,RES,0,0,11795,West Islip,NY,0,0,-1,26,-1,0,0,2.45484486,285,0.174128745,1,-1,0,1,6.046,1,1.225603705,,4.407543858,25559,6.130991468,1352046
22-Aug-17,0.62,4.16,4.367281358,23296,2.920123326,832,RES,0,0,11003,Elmont,NY,1,0,-1,16,-1,0,0,2.414973348,260,0.162638344,1,-1,0,1,3,0,1.386666667,,4.407526866,25558,6.130976049,1351998
18-Apr-17,0.62,4.2,4.203032887,15960,0,1,RES,0,0,93033,OXNARD,CA,0,0,180,15,0,0,0,2.447158031,280,0.171898943,15,0,1,0,0.215,0,1.302325581,,4.40745889,25554,6.130434449,1350313
7-Nov-18,0.74,5.51,4.386677284,24360,3.28510703,1928,RES,0,0,14120,North Tonawanda,NY,0,0,-1,19,-1,0,0,2.462397998,290,0.172961367,1,-1,0,1,3.747,1,1.470509741,,4.407407902,25551,6.130061525,1349154
11-Jul-18,0.86,7.32,4.354895605,22641,0,1,RES,0,0,92107,SAN DIEGO,CA,1,0,125,24,0,0,0,2.484299839,305,0.182634731,1,0,0,1,7.616,1,0.961134454,,4.407305907,25545,6.129658318,1347902
6-Feb-18,0.55,3.575,4.262546007,18304,0,1,RES,0,0,91748,ROWLAND HEIGHTS,CA,0,0,257,11,0,0,0,2.511883361,325,0.19411445,1,0,0,1,3.01,1,1.187707641,,4.407288906,25544,6.129555201,1347582
22-Oct-18,0.77,5.94,4.380193146,23999,0,1,RES,0,0,91748,ROWLAND HEIGHTS,CA,0,0,165,5,0,0,0,2.525044807,335,0.200598802,1,0,0,1,7.625,1,0.779016393,,4.407288906,25544,6.129555201,1347582
27-Nov-18,0.91,8.04,4.499851973,31612,0,1,RES,0,0,95618,DAVIS,CA,0,0,283,24,0,0,0,2.525044807,335,0.203189899,1,0,0,1,7.625,1,1.05442623,,4.407237897,25541,6.129068613,1346073
14-May-18,1.04,10.98,4.510410948,32390,0,1,RES,0,0,95618,DAVIS,CA,0,0,180,36,0,0,0,2.484299839,305,0.182634731,1,0,0,1,7.616,1,1.441701681,,4.407237897,25541,6.129068613,1346073
2-Mar-17,0.96,9.045,4.609861093,40725,0,1,RES,0,0,95618,DAVIS,CA,0,0,185,27,0,0,0,2.525044807,335,0.205431486,27,0,1,0,0.32,0,1.046875,,4.407237897,25541,6.129068613,1346073
17-Jul-18,0.92,8.28,4.615487118,41256,0,1,RES,1,0,95618,DAVIS,CA,0,0,180,24,0,0,0,2.537819095,345,0.173019057,1,0,0,1,7.6,0,1.089473684,,4.407237897,25541,6.129068613,1346073
9-Feb-18,1.06,11.55,4.676698455,47500.53,0,1,RES,0,0,95618,DAVIS,CA,1,0,271,35,0,0,0,2.51851394,330,0.200157214,1,0,0,0,6,0,1.203125,,4.407237897,25541,6.129068613,1346073
31-Aug-17,0.89,7.695,3.431363764,2700,0,1,RES,0,0,92376,RIALTO,CA,1,0,180,27,0,0,0,2.45484486,285,0.174862074,27,0,1,0,0.24,0,1.1875,,4.407169876,25537,6.128736814,1345045
7-Dec-18,0.79,6.16,4.374928623,23709.84,0,1,RES,0,0,92376,RIALTO,CA,1,0,180,22,0,0,0,2.447158031,280,0.171794318,1,0,0,1,6.046,1,1.018855442,,4.407169876,25537,6.128736814,1345045
9-Feb-17,0.65,4.48,4.505149978,32000,0,1,RES,0,0,92376,RIALTO,CA,0,0,150,14,0,0,0,2.505149978,320,0.168310499,1,0,0,1,3.8,0,1.178947368,,4.407169876,25537,6.128736814,1345045
3-Jul-17,0.87,7.406,4.512406871,32539.2,0,1,RES,0,0,92376,RIALTO,CA,0,0,165,23,0,0,0,2.447158031,280,0.172734586,1,0,0,1,5.052,1,1.465954078,,4.407169876,25537,6.128736814,1345045
25-May-17,0.89,7.83,4.532546734,34083.7,0,1,RES,0,0,92376,RIALTO,CA,1,0,270,9,0,0,0,2.462397998,290,0.179012346,27,0,1,0,0.24,0,1.208333333,,4.407169876,25537,6.128736814,1345045
16-Feb-17,0.5,3.18,4.156609718,14342,0,1,RES,0,0,92065,RAMONA,CA,1,0,70,12,0,0,0,2.423245874,265,0.172105191,1,0,0,1,3.79,1,0.839050132,,4.407067826,25531,6.128158143,1343254
15-Nov-18,0.82,6.6,4.272862276,18744,0,1,RES,0,0,92065,RAMONA,CA,0,0,270,20,0,0,0,2.51851394,330,0.20625,20,0,1,0,0.315,0,1.047619048,,4.407067826,25531,6.128158143,1343254
14-Nov-17,0.86,7.2,4.401400541,25200,0,1,RES,0,0,92065,RAMONA,CA,0,0,175,24,0,0,0,2.477121255,300,0.181961104,1,0,0,1,7.625,1,0.944262295,,4.407067826,25531,6.128158143,1343254
17-Sep-18,0.88,7.5,4.414973348,26000,0,1,RES,0,0,92065,RAMONA,CA,0,0,180,25,0,0,0,2.477121255,300,0.189873418,25,0,1,0,0.24,0,1.25,,4.407067826,25531,6.128158143,1343254
4-Oct-17,0.96,9.1,4.431363764,27000,0,1,RES,0,0,92065,RAMONA,CA,0,0,180,28,0,0,0,2.511883361,325,0.177063856,1,0,0,1,7.76,0,1.172680412,,4.407067826,25531,6.128158143,1343254
26-Dec-17,0.75,5.6,4.470763194,29564,0,1,RES,0,0,92065,RAMONA,CA,0,0,145,20,0,0,0,2.447158031,280,0.171073855,20,0,1,0,0.23,0,1.217391304,,4.407067826,25531,6.128158143,1343254
7-Feb-18,0.82,6.67,4.483087821,30415,0,1,RES,0,0,92065,RAMONA,CA,1,0,213,23,0,0,0,2.462397998,290,0.188341529,1,0,0,1,7.625,1,0.874754098,,4.407067826,25531,6.128158143,1343254
6-Mar-18,1,10.08,4.559763033,36288,0,1,RES,0,0,92065,RAMONA,CA,0,0,180,28,0,0,0,2.556302501,360,0.215146299,2,0,0,1,5.052,1,0.997624703,,4.407067826,25531,6.128158143,1343254
28-Nov-17,0.8,6.3,4.452553063,28350,3.29578694,1976,RES,0,0,90501,Torrance,CA,0,0,180,20,0,0,0,2.498310554,315,0.165680648,1,0,0,1,6.046,1,1.042011247,,4.406982765,25526,6.127730509,1341932
11-May-18,1.08,12.095,3.979548375,9540,0,1,RES,1,0,95336,MANTECA,CA,1,0,210,41,0,0,0,2.469822016,295,0.176646707,1,0,0,1,11.39,1,1.0618964,,4.406965751,25525,6.127665778,1341732
2-Aug-18,0.6,4.02,4.173565018,14913,0,1,RES,0,0,95336,MANTECA,CA,0,0,127,12,0,0,0,2.525044807,335,0.205395463,12,0,1,0,0.32,0,1.046875,,4.406965751,25525,6.127665778,1341732
30-Jun-17,0.56,3.6,4.265572462,18432,0,1,RES,0,0,95336,MANTECA,CA,0,0,180,12,0,0,0,2.477121255,300,0.183284457,1,0,0,1,3,0,1.2,,4.406965751,25525,6.127665778,1341732
7-May-18,0.67,4.675,4.361727836,23000,0,1,RES,0,0,95336,MANTECA,CA,0,0,180,17,0,0,0,2.439332694,275,0.16965004,1,0,0,1,3.747,1,1.247664799,,4.406965751,25525,6.127665778,1341732
7-Dec-17,0.77,5.85,4.476425827,29952,0,1,RES,0,0,95336,MANTECA,CA,0,0,257,18,0,0,0,2.511883361,325,0.19411445,1,0,0,1,4.99,1,1.172344689,,4.406965751,25525,6.127665778,1341732
24-Jul-18,0.91,8.05,4.498305728,31499.65,0,1,RES,0,0,95336,MANTECA,CA,0,0,162,23,0,0,0,2.544068044,350,0.209170013,1,0,0,0,7.6,0,1.059210526,,4.406965751,25525,6.127665778,1341732
26-Jan-17,0.8,6.24,4.504454551,31948.8,0,1,RES,0,0,95336,MANTECA,CA,1,0,268,24,0,0,0,2.414973348,260,0.163846924,1,0,0,1,5,0,1.248,,4.406965751,25525,6.127665778,1341732
30-Nov-17,0.8,6.3,4.50861051,32256,0,1,RES,0,0,95336,MANTECA,CA,0,0,87,21,0,0,0,2.477121255,300,0.183284457,1,0,0,1,5.2,0,1.211538462,,4.406965751,25525,6.127665778,1341732
15-Mar-17,0.95,8.84,4.623145875,41990,0,1,RES,0,0,95336,MANTECA,CA,0,0,217,34,0,0,0,2.414973348,260,0.159167432,34,0,1,0,0.24,0,1.083333333,,4.406965751,25525,6.127665778,1341732
23-Aug-17,0.94,8.7,4.675732528,47395,0,1,RES,0,0,95336,MANTECA,CA,0,0,180,29,0,0,0,2.477121255,300,0.179640719,1,0,0,1,7.625,1,1.140983607,,4.406965751,25525,6.127665778,1341732
1-Aug-17,0.65,4.48,4.079181246,12000,0,1,RES,0,0,90660,PICO RIVERA,CA,0,0,204,16,0,0,0,2.447158031,280,0.17245627,16,0,1,0,0.24,0,1.166666667,,4.406846633,25518,6.126596311,1338432
27-Jun-18,0.82,6.555,4.439821986,27531,0,1,RES,0,0,90660,PICO RIVERA,CA,1,0,185,23,0,0,0,2.45484486,285,0.180379747,23,0,1,0,0.23,0,1.239130435,,4.406846633,25518,6.126596311,1338432
3-Apr-17,0.64,4.35,4.472756449,29700,0,1,RES,0,0,90660,PICO RIVERA,CA,0,0,180,15,0,0,0,2.462397998,290,0.172961367,15,0,1,0,0.24,0,1.208333333,,4.406846633,25518,6.126596311,1338432
1-Nov-18,0.81,6.5,4.414973348,26000,3.15075644,1415,RES,0,0,91343,Sepulveda,CA,0,0,180,20,0,0,0,2.511883361,325,0.16664103,1,0,0,1,4.99,1,1.30260521,,4.406778551,25514,6.126246381,1337354
1-Dec-17,0.55,3.575,4.262546007,18304,0,1,RES,0,0,91706,BALDWIN PARK,CA,0,0,180,11,0,0,0,2.511883361,325,0.19411445,1,0,0,1,3.01,1,1.187707641,,4.406642355,25506,6.125890643,1336259
13-Apr-17,0.76,5.72,4.301029996,20000,0,1,RES,0,0,91706,BALDWIN PARK,CA,0,0,220,22,0,0,0,2.414973348,260,0.158854294,1,0,0,1,5.052,1,1.132224861,,4.406642355,25506,6.125890643,1336259
28-Dec-17,0.77,5.85,4.401917251,25230,0,1,RES,0,0,91706,BALDWIN PARK,CA,1,0,292,18,0,0,0,2.511883361,325,0.19411445,1,0,0,1,4.99,1,1.172344689,,4.406642355,25506,6.125890643,1336259
21-Feb-18,0.76,5.7,4.465144817,29184,0,1,RES,0,0,91706,BALDWIN PARK,CA,0,0,131,19,0,0,0,2.477121255,300,0.183284457,1,0,0,1,3.6,0,1.583333333,,4.406642355,25506,6.125890643,1336259
5-Sep-17,0.22,1.675,3.877227901,7537.51,3.052693942,1129,RES,0,0,92591,Temecula,CA,0,0,180,5,0,0,0,2.525044807,335,0.205431486,5,0,1,0,0.32,0,1.046875,,4.4066083,25504,6.125765497,1335874
1-Aug-18,0.71,5.13,4.27929613,19023.75,0,1,RES,0,0,92591,TEMECULA,CA,1,0,190,11,0,0,0,2.45484486,285,0.180379747,18,0,1,0,0.23,0,1.239130435,,4.4066083,25504,6.125765497,1335874
25-Jan-18,0.69,4.845,4.425240679,26622,0,1,RES,0,0,92591,TEMECULA,CA,0,0,180,17,0,0,0,2.447158031,280,0.166997182,1,0,0,1,3.747,1,1.293034428,,4.4066083,25504,6.125765497,1335874
25-Jul-18,1.04,11.02,4.45484486,28500,0,1,RES,0,0,92591,TEMECULA,CA,0,0,252,38,0,0,0,2.462397998,290,0.177174976,38,0,1,0,0.23,0,1.260869565,,4.4066083,25504,6.125765497,1335874
13-Oct-17,1.01,10.325,4.512057044,32513,0,1,RES,0,0,92591,TEMECULA,CA,0,0,320,35,0,0,0,2.469822016,295,0.178928419,2,0,0,1,5.052,1,1.021872526,,4.4066083,25504,6.125765497,1335874
23-Feb-18,0.87,7.475,4.582881158,38272,0,1,RES,0,0,92591,TEMECULA,CA,0,0,182,23,0,0,0,2.511883361,325,0.19411445,1,0,0,1,5.99,1,1.247913189,,4.4066083,25504,6.125765497,1335874
14-Nov-17,0.66,4.55,4.248334292,17714.72,0,1,RES,0,0,94595,WALNUT CREEK,CA,1,0,140,14,0,0,0,2.525044807,335,0.200598802,1,0,0,1,3.747,1,1.214304777,,4.406591271,25503,6.125645193,1335504
9-Oct-17,0.77,5.827027027,4.313838126,20598.62,0,1,RES,0,0,94595,WALNUT CREEK,CA,0,0,160,21,0,0,0,2.447158031,280,0.181846994,1,0,0,1,3.747,1,1.555117968,,4.406591271,25503,6.125645193,1335504
2-Feb-17,0.67,4.68,4.295558304,19749.6,0,1,RES,0,0,94928,ROHNERT PARK,CA,0,0,268,18,0,0,0,2.414973348,260,0.163846924,1,0,0,1,3.6,0,1.3,,4.406318719,25487,6.123915964,1330197
12-Apr-17,0.72,5.2,4.418798291,26230,0,1,RES,0,0,94928,ROHNERT PARK,CA,1,0,179,20,0,0,0,2.414973348,260,0.163846924,1,0,0,1,3.6,0,1.444444444,,4.406318719,25487,6.123915964,1330197
4-Dec-17,0.67,4.72,4.278273326,18979,0,1,RES,1,0,92025,ESCONDIDO,CA,0,0,180,16,0,0,0,2.469822016,295,0.178928419,1,0,0,1,4.979,1,0.947981522,,4.406182379,25479,6.123241895,1328134
14-Sep-18,0.79,6.12,4.306489363,20253,0,1,RES,0,0,92025,ESCONDIDO,CA,0,0,180,17,0,0,0,2.556302501,360,0.220723483,17,0,1,0,0.32,0,1.125,,4.406182379,25479,6.123241895,1328134
15-Nov-18,0.74,5.44,4.322219295,21000,0,1,RES,0,0,92025,ESCONDIDO,CA,0,0,270,17,0,0,0,2.505149978,320,0.197530864,17,0,1,0,0.23,0,1.391304348,,4.406182379,25479,6.123241895,1328134
21-Aug-18,0.86,7.2,4.463280665,29059,0,1,RES,0,0,92025,ESCONDIDO,CA,1,0,260,24,0,0,0,2.477121255,300,0.183486239,1,0,0,1,6.046,1,1.190869997,,4.406182379,25479,6.123241895,1328134
15-Feb-18,0.77,5.85,4.476425827,29952,0,1,RES,0,0,92025,ESCONDIDO,CA,0,0,245,18,0,0,0,2.511883361,325,0.19411445,1,0,0,1,5.2,0,1.125,,4.406182379,25479,6.123241895,1328134
2-Oct-17,1.04,11.02,4.519302849,33060,0,1,RES,0,0,92025,ESCONDIDO,CA,0,0,260,38,0,0,0,2.462397998,290,0.179012346,1,0,0,1,9.995,0,1.102551276,,4.406182379,25479,6.123241895,1328134
15-Oct-18,1.1,12.65,4.633468456,43000,0,1,RES,0,0,92025,ESCONDIDO,CA,0,0,185,46,0,0,0,2.439332694,275,0.148501833,1,0,0,0,9.994,1,1.265759456,,4.406182379,25479,6.123241895,1328134
9-Oct-17,0.58,3.835,4.140067869,13806,0,1,RES,0,0,92120,SAN DIEGO,CA,0,0,107,13,0,0,0,2.469822016,295,0.178928419,1,0,0,1,3.747,1,1.023485455,,4.406165333,25478,6.123131029,1327795
14-Feb-18,0.95,8.91,4.316410711,20721,0,1,RES,0,0,92120,SAN DIEGO,CA,0,0,53,27,0,0,0,2.51851394,330,0.200157214,1,0,0,1,7.625,1,1.16852459,,4.406165333,25478,6.123131029,1327795
23-Jun-17,0.41,2.6,3.971516593,9365.19,0,1,RES,0,0,6516,West Haven,CT,1,0,146,10,0,0,0,2.414973348,260,0.160656963,1,0,0,1,3.01,1,0.863787375,,4.406114193,25475,6.122654867,1326340
23-Mar-18,0.97,9.28,4.56363662,36613.11,0,1,RES,0,0,6516,West Haven,CT,1,0,217,24,0,0,0,2.462397998,290,0.177929829,1,0,0,1,7.616,1,1.218487395,,4.406114193,25475,6.122654867,1326340
3-Jul-18,0.51,3.2,3.879284014,7573.28,2.8876173,772,RES,0,0,93314,Shafter,CA,1,0,180,10,0,0,0,2.505149978,320,0.193939394,10,0,1,0,0.28,0,1.142857143,,4.406045996,25471,6.122472446,1325783
8-Aug-18,0.5,3.15,4.17315712,14899,0,1,RES,0,0,93314,BAKERSFIELD,CA,1,0,180,10,0,0,0,2.498310554,315,0.196875,1,0,0,1,3.81,0,0.826771654,,4.406045996,25471,6.122472446,1325783
13-Nov-18,0.65,4.496729651,4.3872118,24390,0,1,RES,0,0,93314,BAKERSFIELD,CA,1,0,148,15,0,0,0,2.477121255,300,0.189873418,1,0,0,1,3.747,1,1.200087977,,4.406045996,25471,6.122472446,1325783
14-Aug-17,0.82,6.659459459,4.478647287,30105.6,0,1,RES,0,0,93314,BAKERSFIELD,CA,1,0,180,24,0,0,0,2.447158031,280,0.181846994,24,0,1,0,0.24,0,1.156156156,,4.406045996,25471,6.122472446,1325783
3-Jan-17,0.87,7.392507205,4.516807632,32870.6,0,1,RES,1,0,93314,BAKERSFIELD,CA,1,0,195,28,0,0,0,2.423245874,265,0.172105191,28,0,1,0,0.24,0,1.100075477,,4.406045996,25471,6.122472446,1325783
13-Aug-18,1.07,11.8,4.51851394,33000,0,1,RES,0,0,93314,BAKERSFIELD,CA,0,0,270,40,0,0,0,2.469822016,295,0.190322581,40,0,1,0,0.24,0,1.229166667,,4.406045996,25471,6.122472446,1325783
16-Feb-18,0.88,7.5,4.59439255,39300,0,1,RES,0,0,93314,BAKERSFIELD,CA,0,0,250,25,0,0,0,2.477121255,300,0.157791093,25,0,1,0,0.28,0,1.071428571,,4.406045996,25471,6.122472446,1325783
5-Sep-17,1.14,13.92,4.681241237,48000,0,1,RES,0,0,93314,BAKERSFIELD,CA,0,0,180,48,0,0,0,2.462397998,290,0.177183636,48,0,1,0,0.24,0,1.208333333,,4.406045996,25471,6.122472446,1325783
10-Sep-18,0.89,7.838807649,4.301029996,20000,0,1,RES,0,0,95472,SEBASTOPOL,CA,0,0,180,27,0,0,0,2.462397998,290,0.188341529,27,0,1,0,0.23,0,1.262287866,,4.406028945,25470,6.122365643,1325457
9-Mar-18,0.97,9.425,4.383869201,24203,0,1,RES,0,0,95472,SEBASTOPOL,CA,1,0,125,29,0,0,0,2.511883361,325,0.19411445,1,0,0,1,5.2,0,1.046059933,,4.406028945,25470,6.122365643,1325457
1-Nov-18,0.53,3.42,4.112665316,12961.8,3.011147361,1026,RES,0,0,10461,Bronx,NY,1,0,-1,12,-1,0,0,2.45484486,285,0.180379747,12,-1,1,0,0.23,0,1.239130435,,4.405892514,25462,6.12166422,1323318
23-Apr-18,0.43,2.696629213,4.243261343,17509,0,1,RES,0,0,94134,SAN FRANCISCO,CA,0,0,180,10,0,0,0,2.431363764,270,0.166666667,1,0,0,1,2.962,1,0.910408242,,4.405858399,25460,6.121399621,1322512
25-Sep-17,0.97,9.28,4.735183567,54348,0,1,RES,0,0,91381,NEWHALL,CA,0,0,143,32,0,0,0,2.462397998,290,0.172961367,1,0,0,1,7.625,1,1.21704918,,4.405807223,25457,6.121195317,1321890
8-May-17,1.08,12.1,4.395989998,24888,0,1,RES,0,0,91702,AZUSA,CA,1,0,180,16,0,0,0,2.439332694,275,0.173299631,1,0,0,1,9.94,1,1.217303823,,4.405687787,25450,6.120518983,1319833
6-Nov-18,0.96,9.15,4.430575206,26951.02,0,1,RES,0,0,6082,Enfield,CT,1,0,89,15,0,0,0,2.469822016,295,0.180997585,1,0,0,1,7.616,1,1.201418067,,4.405653656,25448,6.120304717,1319182
9-Jul-18,0.95,8.85,4.444149451,27806.7,0,1,RES,0,0,6082,Enfield,CT,1,0,174,20,0,0,0,2.469822016,295,0.176646707,1,0,0,1,7.616,1,1.162027311,,4.405653656,25448,6.120304717,1319182
14-Feb-18,0.68,4.8,4.301029996,20000,0,1,RES,0,0,92106,SAN DIEGO,CA,0,0,180,16,0,0,0,2.477121255,300,0.194836065,16,0,1,0,0.23,0,1.304347826,,4.405312203,25428,6.118348732,1313254
19-Nov-18,0.92,8.235,4.431363764,27000,0,1,RES,0,0,92106,SAN DIEGO,CA,0,0,35,27,0,0,0,2.484299839,305,0.182634731,1,0,0,1,7.76,0,1.06121134,,4.405312203,25428,6.118348732,1313254
24-Oct-17,0.97,9.36,4.567872944,36972,0,1,RES,0,0,92106,SAN DIEGO,CA,0,0,193,26,0,0,0,2.556302501,360,0.215146299,1,0,0,1,7.625,1,1.227540984,,4.405312203,25428,6.118348732,1313254
13-Jul-18,0.59,3.9,4.342422681,22000,0,1,RES,0,0,85382,Peoria,AZ,0,0,-1,13,0,0,0,2.477121255,300,0.186335404,13,0,1,0,0.24,0,1.25,,4.405278043,25426,6.118086407,1312461
20-Dec-18,0.97,9.28,4.237895455,17294,0,1,RES,0,0,6074,South Windsor,CT,1,0,310,10,0,0,0,2.462397998,290,0.179012346,1,0,0,0,7.6,0,1.221052632,,4.405175546,25420,6.117303784,1310098
24-Aug-17,1.06,11.48,4.581472229,38148.04,0,1,RES,0,0,6074,South Windsor,CT,1,0,174,41,0,0,0,2.447158031,280,0.171794318,1,0,0,1,9.94,1,1.154929577,,4.405175546,25420,6.117303784,1310098
10-Mar-17,0.86,7.2,4.495821753,31320,0,1,RES,0,0,2066,Scituate,MA,0,0,154,24,0,0,0,2.477121255,300,0.181961104,24,0,1,0,0.24,0,1.25,,4.405090114,25415,6.117055089,1309348
14-Jul-17,1.12,13.2,4.624941805,42164,0,1,RES,0,0,2066,Scituate,MA,0,0,200,40,0,0,0,2.51851394,330,0.200157214,1,0,0,1,9.94,1,1.327967807,,4.405090114,25415,6.117055089,1309348
2-Mar-18,0.56,3.66,4.272751046,18739.2,0,1,RES,0,0,95219,STOCKTON,CA,1,0,120,12,0,0,0,2.484299839,305,0.18597561,1,0,0,1,2.962,1,1.235651587,,4.404867912,25402,6.115483699,1304619
2-Jan-18,0.6,4.02,4.284578256,19256.54,0,1,RES,0,0,95219,STOCKTON,CA,0,0,170,12,0,0,0,2.525044807,335,0.205395463,12,0,1,0,0.32,0,1.046875,,4.404867912,25402,6.115483699,1304619
18-Mar-18,0.76,5.795,4.297081738,19819,0,1,RES,0,0,95219,STOCKTON,CA,0,0,270,19,0,0,0,2.484299839,305,0.182634731,1,0,0,1,5.052,1,1.147070467,,4.404867912,25402,6.115483699,1304619
2-May-18,0.71,5.185,4.424018722,26547.2,0,1,RES,0,0,95219,STOCKTON,CA,0,0,270,17,0,0,0,2.484299839,305,0.18597561,1,0,0,1,5.2,0,0.997115385,,4.404867912,25402,6.115483699,1304619
27-Sep-17,0.88,7.56,4.45484486,28500,0,1,RES,0,0,95219,STOCKTON,CA,0,0,200,21,0,0,0,2.556302501,360,0.184586987,21,0,1,0,0.27,0,1.333333333,,4.404867912,25402,6.115483699,1304619
12-Mar-18,0.97,9.28,4.596600614,39500.32,0,1,RES,0,0,95219,STOCKTON,CA,0,0,82,32,0,0,0,2.462397998,290,0.179012346,1,0,0,1,7.616,1,1.218487395,,4.404867912,25402,6.115483699,1304619
10-Aug-18,0.59,3.85,4.261239071,18249,3.062581984,1155,RES,0,0,11001,Floral Park,NY,1,0,-1,11,-1,0,0,2.544068044,350,0.214723926,11,-1,1,0,0.32,0,1.09375,,4.404679805,25391,6.114316685,1301118
27-Jul-17,0.41,2.6,4.061377074,11518,0,1,RES,0,0,2144,Somerville,MA,0,0,206,8,0,0,0,2.511883361,325,0.194145759,1,0,0,1,3,0,0.866666667,,4.404662701,25390,6.114208525,1300794
27-Jun-17,0.65,4.48,4.206059115,16071.6,0,1,RES,0,0,2144,Somerville,MA,0,0,210,16,0,0,0,2.447158031,280,0.172734586,16,0,1,0,0.24,0,1.166666667,,4.404662701,25390,6.114208525,1300794
16-Aug-17,0.68,4.76,4.2115797,16277.2,0,1,RES,0,0,2144,Somerville,MA,0,0,205,17,0,0,0,2.447158031,280,0.172734586,17,0,1,0,0.24,0,1.166666667,,4.404662701,25390,6.114208525,1300794
12-Apr-18,0.64,4.32,4.334453751,21600,2.977723605,950,RES,0,0,91406,Van Nuys,CA,0,0,270,16,0,0,0,2.431363764,270,0.175352458,16,0,1,0,0.23,0,1.173913043,,4.404611383,25387,6.113908273,1299895
12-Jun-17,0.73,5.4,4.284701379,19262,0,1,RES,0,0,95682,CAMERON PARK,CA,0,0,260,18,0,0,0,2.477121255,300,0.179640719,1,0,0,1,7.625,1,0.708196721,,4.404594276,25386,6.113746539,1299411
14-Dec-18,0.81,6.4,4.290479813,19520,0,1,RES,0,0,95682,CAMERON PARK,CA,0,0,227,20,0,0,0,2.505149978,320,0.197530864,20,0,1,0,0.29,0,1.103448276,,4.404594276,25386,6.113746539,1299411
31-Jul-18,0.84,6.9,4.370328008,23460,0,1,RES,0,0,95682,CAMERON PARK,CA,1,0,223,23,0,0,0,2.477121255,300,0.185185185,23,0,1,0,0.23,0,1.304347826,,4.404594276,25386,6.113746539,1299411
16-Nov-17,1,10.08,4.536444804,34391,0,1,RES,0,0,95682,CAMERON PARK,CA,1,0,225,36,0,0,0,2.447158031,280,0.171073855,36,0,1,0,0.23,0,1.217391304,,4.404594276,25386,6.113746539,1299411
22-Sep-17,0.97,9.405,4.599883072,39800,0,1,RES,0,0,95682,CAMERON PARK,CA,0,0,145,33,0,0,0,2.45484486,285,0.170658683,1,0,0,1,7.625,1,1.233442623,,4.404594276,25386,6.113746539,1299411
15-Nov-17,0.94,8.76,4.609423646,40684,0,1,RES,0,0,95682,SHINGLE SPRINGS,CA,0,0,205,24,0,0,0,2.562292864,365,0.218134443,1,0,0,1,11.39,1,0.769095698,,4.404594276,25386,6.113746539,1299411
4-Sep-18,1.06,11.59,4.773353397,59340.8,0,1,RES,0,0,95682,SHINGLE SPRINGS,CA,1,0,93,38,0,0,0,2.484299839,305,0.18597561,1,0,0,1,6.6,0,1.113352546,,4.404594276,25386,6.113746539,1299411
3-Oct-17,0.91,8.04,4.438668901,27458,0,1,RES,0,0,92075,SOLANA BEACH,CA,0,0,225,24,0,0,0,2.525044807,335,0.203189899,24,0,1,0,0.28,0,1.196428571,,4.40452584,25382,6.113331569,1298170
18-Apr-18,0.65,4.5,3.176091259,1500,0,1,RES,0,0,90201,BELL,CA,1,0,180,15,0,0,0,2.477121255,300,0.185185185,15,0,1,0,0.23,0,1.304347826,,4.404508729,25381,6.113306143,1298094
4-May-18,0.7,5.025,4.354348772,22612.51,3.353916231,2259,RES,0,0,92504,Riverside,CA,0,0,180,15,0,0,0,2.525044807,335,0.205395463,15,0,1,0,0.32,0,1.046875,,4.404371819,25373,6.112135267,1294599
