installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,zip_code,city,state,third_party_owned,self_installed,azimuth_1,module_quantity_1,additional_modules,BIPV_module_1,bifacial_module_1,lnameplate_capacity_module_1,nameplate_capacity_module_1,efficiency_module_1,inverter_quantity_1,additional_inverters,micro_inverter_1,built_in_meter_inverter_1,output_capacity_inverter_1,DC_optimizer,inverter_loading_ratio,state_id,lzip_code_id,zip_code_id,lzip_income,zip_income
19-Jul-18,0.54,3.477385424,4.209032197,16182,0,1,RES,0,0,94591,VALLEJO,CA,1,0,134,12,0,0,0,2.462397998,290,0.188341529,1,0,0,1,3.747,1,0.928045216,,4.425892724,26662,6.280197627,1906328
21-Aug-18,0.77,5.9,4.338936343,21824.1,0,1,RES,0,0,94591,VALLEJO,CA,0,0,108,20,0,0,0,2.469822016,295,0.184490306,1,0,0,1,6.046,1,0.975851803,,4.425892724,26662,6.280197627,1906328
10-Sep-17,0.8,6.381981982,4.356660573,22733.2,0,1,RES,0,0,94591,VALLEJO,CA,1,0,147,23,0,0,0,2.447158031,280,0.181846994,23,0,1,0,0.23,0,1.206423815,,4.425892724,26662,6.280197627,1906328
26-May-17,0.72,5.2,4.428134794,26800,0,1,RES,0,0,94591,VALLEJO,CA,0,0,130,16,0,0,0,2.511883361,325,0.164974619,1,0,0,1,4.99,1,1.042084168,,4.425892724,26662,6.280197627,1906328
20-Dec-18,0.51,3.25,4.140288012,13813,0,1,RES,0,0,92122,SAN DIEGO,CA,0,0,141,10,0,0,0,2.511883361,325,0.197124529,1,0,0,1,5.052,1,0.64330958,,4.425680917,26649,6.27763259,1895102
10-Jul-17,0.47,2.925,4.175395831,14976,0,1,RES,0,0,92870,PLACENTIA,CA,0,0,111,9,0,0,0,2.511883361,325,0.19411445,1,0,0,1,3,0,0.975,,4.425632024,26646,6.277156349,1893025
14-Apr-17,0.77,5.88,4.331789159,21467.88,0,1,RES,0,0,92870,PLACENTIA,CA,1,0,224,21,0,0,0,2.447158031,280,0.172734586,1,0,0,1,5.052,1,1.163895487,,4.425632024,26646,6.277156349,1893025
28-Aug-18,0.67,4.64,4.407492879,25556,0,1,RES,0,0,92870,PLACENTIA,CA,0,0,180,16,0,0,0,2.462397998,290,0.177532905,1,0,0,1,3.747,1,1.238323993,,4.425632024,26646,6.277156349,1893025
20-Dec-17,1,10.05,4.509874285,32350,0,1,RES,0,0,92870,PLACENTIA,CA,0,0,175,30,0,0,0,2.525044807,335,0.203189899,30,0,1,0,0.28,0,1.196428571,,4.425632024,26646,6.277156349,1893025
26-Dec-18,1.06,11.52,4.670218013,46797,0,1,RES,0,0,92870,PLACENTIA,CA,0,0,270,24,0,0,0,2.505149978,320,0.185453492,1,0,0,0,9.994,1,1.152691615,,4.425632024,26646,6.277156349,1893025
19-Dec-17,0.7,4.994594595,4.371437317,23520,0,1,RES,0,0,94596,WALNUT CREEK,CA,1,0,230,18,0,0,0,2.447158031,280,0.181846994,1,0,0,1,3.747,1,1.332958258,,4.425501615,26638,6.275348677,1885162
24-Nov-18,0.52,3.3,4.091103944,12334,0,1,RES,0,0,93003,VENTURA,CA,0,0,180,15,0,0,0,2.342422681,220,0.132238081,1,0,0,1,4,0,0.825,,4.425469006,26636,6.274802344,1882792
25-Jan-17,0.7,5.035,4.347421744,22254.7,0,1,RES,0,0,93003,VENTURA,CA,1,0,260,12,0,0,0,2.423245874,265,0.172105191,1,0,0,1,3.79,1,1.328496042,,4.425469006,26636,6.274802344,1882792
12-Dec-18,0.7,5.04,4.439623179,27518.4,0,1,RES,0,0,93003,VENTURA,CA,1,0,260,16,0,0,0,2.498310554,315,0.194444444,1,0,0,1,3.747,1,1.345076061,,4.425469006,26636,6.274802344,1882792
17-Apr-17,0.88,7.54,4.096910013,12500,0,1,RES,0,0,95476,SONOMA,CA,0,0,145,26,0,0,0,2.462397998,290,0.172619048,26,0,1,0,0.24,0,1.208333333,,4.425322238,26627,6.2735545,1877390
5-May-17,0.72,5.22,4.357915799,22799,0,1,RES,0,0,95476,SONOMA,CA,0,0,225,18,0,0,0,2.462397998,290,0.172619048,18,0,1,0,0.24,0,1.208333333,,4.425322238,26627,6.2735545,1877390
1-Jul-18,0.78,6.09,4.411989877,25822,0,1,RES,0,0,95476,SONOMA,CA,0,0,185,21,0,1,0,2.462397998,290,0.172961367,21,0,1,0,0.23,0,1.260869565,,4.425322238,26627,6.2735545,1877390
27-Jul-17,0.91,8.12,4.488296834,30782,0,1,RES,0,0,95476,SONOMA,CA,0,0,181,29,0,0,0,2.447158031,280,0.171794318,1,0,0,1,6.046,1,1.343036718,,4.425322238,26627,6.2735545,1877390
22-Feb-18,0.89,7.83,4.675512553,47371,0,1,RES,0,0,95476,SONOMA,CA,0,0,135,27,0,0,0,2.462397998,290,0.172619048,1,0,0,1,7.616,1,1.028098739,,4.425322238,26627,6.2735545,1877390
23-Aug-18,0.42,2.61,3.602059991,4000,0,1,RES,0,0,91911,CHULA VISTA,CA,0,0,0,9,0,0,0,2.462397998,290,0.182752338,1,0,0,1,3.747,1,0.696557246,,4.425273305,26624,6.272533836,1872983
27-Feb-17,0.35,2.24,3.862608364,7288,0,1,RES,0,0,91911,CHULA VISTA,CA,0,0,215,8,0,0,0,2.447158031,280,0.168168168,1,0,0,1,3.79,1,0.591029024,,4.425273305,26624,6.272533836,1872983
30-Mar-18,0.66,4.56,3.931407014,8539,0,1,RES,0,0,91911,CHULA VISTA,CA,1,0,252,16,0,0,0,2.45484486,285,0.175925926,1,0,0,1,3.747,1,1.216973579,,4.425273305,26624,6.272533836,1872983
11-Jul-17,0.4,2.52,4.059260404,11462,0,1,RES,0,0,91911,CHULA VISTA,CA,0,0,160,9,0,0,0,2.447158031,280,0.171073855,9,0,1,0,0.24,0,1.166666667,,4.425273305,26624,6.272533836,1872983
24-Jul-18,0.44,2.745,4.147799949,14054,0,1,RES,0,0,91911,CHULA VISTA,CA,0,0,71,9,0,0,0,2.484299839,305,0.18597561,1,0,0,1,2.962,1,0.92673869,,4.425273305,26624,6.272533836,1872983
16-Oct-18,0.58,3.77,4.210906814,16252,0,1,RES,0,0,91911,CHULA VISTA,CA,1,0,162,13,0,0,0,2.462397998,290,0.179012346,1,0,0,1,3.747,1,1.006138244,,4.425273305,26624,6.272533836,1872983
24-May-17,0.73,5.31,4.290702243,19530,0,1,RES,0,0,91911,CHULA VISTA,CA,0,0,153,18,0,0,0,2.469822016,295,0.178928419,1,0,0,1,5.052,1,1.051068884,,4.425273305,26624,6.272533836,1872983
7-May-18,0.69,4.846842906,4.327501973,21257,0,1,RES,0,0,94521,CONCORD,CA,0,0,276,17,0,0,0,2.45484486,285,0.180379747,1,0,0,1,3.747,1,1.293526263,,4.425224365,26621,6.271897109,1870239
17-Dec-18,0.86,7.25,4.374821638,23704,3.218272854,1653,RES,0,0,11373,Elmhurst,NY,1,0,-1,25,-1,0,0,2.462397998,290,0.179012346,1,-1,0,1,6,0,1.208333333,,4.425077515,26612,6.270689781,1865047
20-Mar-17,0.63,4.25,4.337658891,21760,0,1,RES,0,0,95112,SAN JOSE,CA,0,0,149,17,0,0,0,2.397940009,250,0.154477849,1,0,0,1,3.6,0,1.180555556,,4.424963263,26605,6.269925561,1861768
26-Apr-17,0.89,7.705,4.538070787,34520,0,1,RES,0,0,90815,LONG BEACH,CA,0,0,270,12,0,0,0,2.525044807,335,0.205431486,12,0,1,0,0.32,0,2.006510417,,4.42468567,26588,6.267444896,1851164
26-Apr-18,0.35,2.24,3.690018781,4898,2.996949248,993,RES,0,0,92071,Santee,CA,0,0,0,8,0,0,0,2.447158031,280,0.171794318,8,0,1,0,0.23,0,1.217391304,,4.424505956,26577,6.264853934,1840153
10-Aug-18,0.35,2.24,3.690018781,4898,2.996949248,993,RES,0,0,92071,Santee,CA,0,0,0,8,0,0,0,2.447158031,280,0.171794318,8,0,1,0,0.23,0,1.217391304,,4.424505956,26577,6.264853934,1840153
25-Jan-17,0.32,2.08,3.767526899,5855,0,1,RES,0,0,92071,SANTEE,CA,0,0,180,8,0,0,0,2.414973348,260,0.170234387,8,0,1,0,0.215,0,1.209302326,,4.424505956,26577,6.264853934,1840153
7-Aug-17,0.32,2.08,3.767526899,5855,0,1,RES,0,0,92071,SANTEE,CA,0,0,180,8,0,0,0,2.414973348,260,0.170234387,8,0,1,0,0.215,0,1.209302326,,4.424505956,26577,6.264853934,1840153
7-Sep-17,0.3,2.01,3.956408571,9045,2.95568775,903,RES,0,0,92071,Santee,CA,0,0,182,6,0,0,0,2.525044807,335,0.205431486,6,0,1,0,0.32,0,1.046875,,4.424505956,26577,6.264853934,1840153
8-Jan-18,0.3,2.01,3.956408571,9045,2.95568775,903,RES,0,0,92071,Santee,CA,0,0,179,6,0,0,0,2.525044807,335,0.205395463,6,0,1,0,0.32,0,1.046875,,4.424505956,26577,6.264853934,1840153
10-Feb-18,0.3,2.01,3.956408571,9045,2.95568775,903,RES,0,0,92071,Santee,CA,0,0,182,6,0,0,0,2.525044807,335,0.205395463,6,0,1,0,0.32,0,1.046875,,4.424505956,26577,6.264853934,1840153
14-Jun-18,0.82,6.65,4.146065989,13998,0,1,RES,0,0,92071,SANTEE,CA,1,0,162,19,0,0,0,2.544068044,350,0.209170013,1,0,0,1,6.046,1,1.099900761,,4.424505956,26577,6.264853934,1840153
21-Sep-18,0.75,5.61,4.267218677,18502,0,1,RES,0,0,92071,SANTEE,CA,0,0,180,17,0,0,0,2.51851394,330,0.20625,1,0,0,1,5.052,1,1.110451306,,4.424505956,26577,6.264853934,1840153
20-Sep-18,0.94,8.7,4.301268792,20011,0,1,RES,0,0,92071,SANTEE,CA,0,0,180,29,0,0,0,2.477121255,300,0.178925552,29,0,1,0,0.23,0,1.304347826,,4.424505956,26577,6.264853934,1840153
28-Jun-17,0.68,4.77,4.32442651,21107,0,1,RES,0,0,92071,SANTEE,CA,1,0,166,18,0,0,0,2.423245874,265,0.161901271,1,0,0,1,3.79,1,1.258575198,,4.424505956,26577,6.264853934,1840153
1-Feb-17,0.76,5.72,4.424848982,26598,0,1,RES,0,0,92071,SANTEE,CA,1,0,66,22,0,0,0,2.414973348,260,0.160137965,1,0,0,1,7.625,1,0.750163934,,4.424505956,26577,6.264853934,1840153
23-Jan-17,0.63,4.275,4.4407517,27590,0,1,RES,0,0,92071,SANTEE,CA,0,0,180,15,0,0,0,2.45484486,285,0.179516251,15,0,1,0,0.24,0,1.1875,,4.424505956,26577,6.264853934,1840153
23-Jan-17,0.8,6.38,4.505149978,32000,0,1,RES,0,0,92071,SANTEE,CA,0,0,270,22,0,0,0,2.462397998,290,0.177183636,22,0,1,0,0.24,0,1.208333333,,4.424505956,26577,6.264853934,1840153
13-Jan-17,0.89,7.84,4.514892926,32726,0,1,RES,0,0,92071,SANTEE,CA,0,0,85,28,0,0,0,2.447158031,280,0.172734586,1,0,0,1,6.046,1,1.296725108,,4.424505956,26577,6.264853934,1840153
12-Jan-18,0.67,4.65,4.532117116,34050,0,1,RES,0,0,92071,SANTEE,CA,0,0,160,15,0,0,0,2.491361694,310,0.190184049,1,0,0,1,5.052,1,0.920427553,,4.424505956,26577,6.264853934,1840153
20-Sep-18,0.93,8.415,4.560361021,36338,0,1,RES,0,0,92071,SANTEE,CA,0,0,115,33,0,0,0,2.45484486,285,0.180379747,33,0,1,0,0.24,0,1.0625,,4.424505956,26577,6.264853934,1840153
9-Feb-17,0.95,8.96,4.590897539,38985,0,1,RES,0,0,92071,SANTEE,CA,1,0,180,32,0,0,0,2.447158031,280,0.172734586,1,0,0,1,7.625,1,1.175081967,,4.424505956,26577,6.264853934,1840153
28-Apr-17,0.91,8.12,4.56139956,36425,0,1,RES,0,0,92869,ORANGE,CA,0,0,90,6,0,0,0,2.447158031,280,0.167664671,1,0,0,1,7.625,1,1.064918033,,4.424293472,26564,6.262449191,1829992
12-Oct-18,0.69,4.95,4.25139485,17840,0,1,RES,0,0,91001,ALTADENA,CA,0,0,202,15,0,0,0,2.525044807,335,0.200598802,1,0,0,1,5.052,1,0.979809976,,4.423966369,26544,6.258928789,1815218
9-Jan-17,0.76,5.7,4.355738784,22685,0,1,RES,0,0,91001,ALTADENA,CA,0,0,180,20,0,0,0,2.45484486,285,0.179516251,20,0,1,0,0.24,0,1.1875,,4.423966369,26544,6.258928789,1815218
20-Jul-17,0.62,4.162162162,4.249589658,17766,0,1,RES,1,1,94523,PLEASANT HILL,CA,1,0,199,15,0,0,0,2.447158031,280,0.181846994,15,0,1,0,0.24,0,1.156156156,,4.423950007,26543,6.258722027,1814354
19-Nov-18,0.69,4.95,4.431360225,26999.78,0,1,RES,0,0,94952,PETALUMA,CA,0,0,239,15,0,0,0,2.51851394,330,0.200157214,1,0,0,1,7.625,1,0.649180328,,4.423851824,26537,6.258013165,1811395
8-Dec-17,1,10.075,4.712515016,51584,0,1,RES,0,0,94952,PETALUMA,CA,0,0,164,31,0,0,0,2.511883361,325,0.19411445,2,0,0,1,5.2,0,0.96875,,4.423851824,26537,6.258013165,1811395
1-May-17,0.53,3.38,4.160360469,14466.4,0,1,RES,0,0,2420,Lexington,MA,1,0,99,13,0,0,0,2.602059991,400,0.201418794,1,0,0,1,3.81,0,0.887139108,,4.423786357,26533,6.257799729,1810505
18-Jul-18,0.76,5.8,4,10000,0,1,RES,0,0,91301,AGOURA HILLS,CA,0,0,205,20,0,0,0,2.462397998,290,0.172961367,1,0,0,1,6.046,1,0.959311942,,4.423688137,26527,6.256195124,1803828
28-Feb-18,1,10.02,4.327358934,21250,0,1,RES,0,0,91301,AGOURA HILLS,CA,0,0,308,20,0,0,0,2.45484486,285,0.175925926,1,0,0,1,5.052,1,1.983372922,,4.423688137,26527,6.256195124,1803828
20-Oct-17,0.91,8.12,4.527604126,33698,0,1,RES,0,0,91301,AGOURA HILLS,CA,0,0,197,29,0,0,0,2.447158031,280,0.171794318,29,0,1,0,0.23,0,1.217391304,,4.423688137,26527,6.256195124,1803828
16-Oct-18,1.07,11.7,4.615423953,41250,3.545307116,3510,RES,0,0,10804,New Rochelle,NY,1,0,-1,39,-1,0,0,2.477121255,300,0.183486239,39,-1,1,0,0.23,0,1.304347826,,4.423589896,26521,6.255223524,1799797
20-Sep-17,0.83,6.82,4.270462217,18640.7,0,1,RES,0,0,6010,Bristol,CT,1,0,248,22,0,0,0,2.491361694,310,0.195263291,1,0,0,1,6.046,1,1.128018525,,4.423491631,26515,6.254362429,1796232
17-Aug-17,0.58,3.77,4.42143939,26390,0,1,RES,0,0,91730,RANCHO CUCAMONGA,CA,0,0,270,13,0,0,0,2.462397998,290,0.172961367,13,0,1,0,0.24,0,1.208333333,,4.423475252,26514,6.254251679,1795774
14-Nov-18,0.83,6.71,4.439718176,27524.42,0,1,RES,0,0,91730,RANCHO CUCAMONGA,CA,1,0,248,22,0,0,0,2.484299839,305,0.182634731,1,0,0,1,6.046,1,1.109824677,,4.423475252,26514,6.254251679,1795774
27-Mar-18,0.85,7.08,4.452093249,28320,0,1,RES,0,0,91730,RANCHO CUCAMONGA,CA,0,0,180,24,0,0,0,2.469822016,295,0.17594346,24,0,1,0,0.23,0,1.282608696,,4.423475252,26514,6.254251679,1795774
27-Mar-18,1.16,14.52,4.722633923,52800,0,1,RES,0,0,93108,SANTA BARBARA,CA,0,0,100,20,0,0,0,2.525044807,335,0.200598802,1,0,0,1,7.616,1,1.906512605,,4.423458872,26513,6.254131225,1795276
23-Mar-17,1.3,20.02,4.815081213,65325.27,0,1,RES,0,0,6484,Shelton,CT,1,0,171,16,1,0,0,2.414973348,260,0.160656963,1,0,0,1,11.39,1,1.757682177,,4.423393345,26509,6.253096556,1791004
12-Oct-17,0.65,4.425,4.237879131,17293.35,0,1,RES,0,0,94577,SAN LEANDRO,CA,0,0,245,15,0,0,0,2.469822016,295,0.184490306,15,0,1,0,0.24,0,1.229166667,,4.423376962,26508,6.252984998,1790544
5-May-17,0.55,3.51,4.126232092,13373.1,0,1,RES,0,1,2148,Malden,MA,1,0,100,13,0,0,0,2.431363764,270,0.165122466,1,0,0,1,3.99,1,0.879699248,,4.42327865,26502,6.252059416,1786732
25-May-18,0.81,6.4,4.457402395,28668.33,0,1,RES,0,0,2148,Malden,MA,0,0,179,20,0,0,0,2.562292864,365,0.19198401,1,0,0,1,5.052,1,1.26682502,,4.42327865,26502,6.252059416,1786732
29-Jun-18,0.89,7.8,4.361727836,23000,0,1,RES,0,0,92782,TUSTIN,CA,0,0,244,26,0,0,0,2.477121255,300,0.188964475,1,0,0,1,7.616,1,1.024159664,,4.423262262,26501,6.25161024,1784885
6-Jan-17,0.6,3.99,4.152594078,14210,3.554659937,3586.41,RES,0,0,78253,San Antonio,TX,-1,0,-1,14,0,0,0,2.45484486,285,0.179516251,1,0,0,1,3.79,1,1.052770449,,4.423180315,26496,6.251345673,1783798
3-May-18,0.97,9.36,4.53451955,34238.88,3.764647546,5816.31,RES,0,0,78253,San Antonio,TX,-1,0,-1,26,0,0,0,2.556302501,360,0.188095145,1,0,0,1,7.616,1,1.228991597,,4.423180315,26496,6.251345673,1783798
22-Oct-18,0.35,2.24,4.028766397,10684.8,3.001300933,1003,RES,0,0,93021,Camarillo,CA,1,0,180,7,0,0,0,2.505149978,320,0.2,1,0,0,1,3.81,0,0.587926509,,4.423163924,26495,6.251246084,1783389
17-Dec-18,0.89,7.8,4.342027688,21980,0,1,RES,0,0,93021,MOORPARK,CA,0,0,180,24,0,0,0,2.511883361,325,0.19411445,1,0,0,1,6.6,0,1.181818182,,4.423163924,26495,6.251246084,1783389
4-Jun-18,1.24,17.49,4.479992562,30199,0,1,RES,0,0,93021,MOORPARK,CA,0,0,132,53,0,0,0,2.51851394,330,0.200157214,1,0,0,1,7.616,1,2.296481092,,4.423163924,26495,6.251246084,1783389
23-Aug-18,0.93,8.55,4.491358051,30999.74,0,1,RES,0,0,93021,MOORPARK,CA,0,0,277,30,0,0,0,2.45484486,285,0.180379747,1,0,0,0,7.6,0,1.125,,4.423163924,26495,6.251246084,1783389
10-Nov-17,0.97,9.36,4.49762065,31450,0,1,RES,0,0,93021,MOORPARK,CA,0,0,180,26,0,0,0,2.556302501,360,0.220723483,26,0,1,0,0.32,0,1.125,,4.423163924,26495,6.251246084,1783389
26-Sep-18,0.61,4.06,4.212187604,16300,0,1,RES,0,0,92056,OCEANSIDE,CA,0,0,190,14,0,0,0,2.462397998,290,0.172961367,14,0,1,0,0.24,0,1.208333333,,4.423114746,26492,6.250880403,1781888
9-Oct-18,0.55,3.54,4.274919506,18833,0,1,RES,0,0,92056,OCEANSIDE,CA,1,0,181,12,0,0,0,2.469822016,295,0.191588797,1,0,0,1,3.747,1,0.944755805,,4.423114746,26492,6.250880403,1781888
14-May-18,0.7,5.04,4.406097144,25474,0,1,RES,0,0,92056,OCEANSIDE,CA,1,0,256,18,0,0,0,2.447158031,280,0.181846994,1,0,0,1,3.747,1,1.345076061,,4.423114746,26492,6.250880403,1781888
26-Sep-18,0.87,7.375,4.57788226,37834,0,1,RES,0,0,92056,OCEANSIDE,CA,1,0,130,25,0,0,0,2.469822016,295,0.191588797,1,0,0,1,7.616,1,0.968356092,,4.423114746,26492,6.250880403,1781888
5-Oct-18,0.96,9.145,4.687091771,48651,0,1,RES,0,0,92056,OCEANSIDE,CA,1,0,270,31,0,0,0,2.469822016,295,0.191588797,1,0,0,1,7.616,1,1.200761555,,4.423114746,26492,6.250880403,1781888
30-Jan-17,0.66,4.56,4.261024834,18240,3.515741417,3279,RES,0,0,78245,San Antonio,TX,-1,0,-1,16,0,0,0,2.45484486,285,0.179516251,1,0,0,1,3.79,1,1.203166227,,4.422967181,26483,6.249520717,1776318
22-Aug-17,0.95,8.96,4.442718957,27715.26,3.730641793,5378.26,RES,0,0,78245,San Antonio,TX,-1,0,-1,32,0,0,0,2.447158031,280,0.173969665,1,0,0,1,7.625,1,1.175081967,,4.422967181,26483,6.249520717,1776318
23-Mar-18,1.07,11.88,4.546110622,35165,3.797528593,6273.77,RES,0,0,78245,San Antonio,TX,-1,0,-1,36,0,0,0,2.51851394,330,0.170103093,1,0,0,1,11.39,1,1.043020193,,4.422967181,26483,6.249520717,1776318
2-Aug-18,1.02,10.5,4.559008394,36225,3.746265904,5575.27,RES,0,0,78245,San Antonio,TX,-1,0,-1,35,0,0,0,2.477121255,300,0.185185185,35,0,1,0,0.23,0,1.304347826,,4.422967181,26483,6.249520717,1776318
3-Nov-17,1.02,10.55,4.614116471,41126,3.742042918,5521.32,RES,0,0,78245,San Antonio,TX,-1,0,-1,37,0,0,0,2.45484486,285,0.174471993,37,0,1,0,0.23,0,1.239717979,,4.422967181,26483,6.249520717,1776318
3-May-18,0.73,5.31,4.255272505,18000,0,1,RES,0,0,91745,HACIENDA HEIGHTS,CA,0,0,197,8,0,0,0,2.469822016,295,0.184490306,1,0,0,1,5.052,1,1.051068884,,4.422950781,26482,6.249433914,1775963
20-Jan-17,0.56,3.64,4.270371345,18636.8,0,1,RES,0,0,91745,HACIENDA HEIGHTS,CA,1,0,105,14,0,0,0,2.414973348,260,0.163908279,1,0,0,1,3,0,1.213333333,,4.422950781,26482,6.249433914,1775963
7-Jun-17,0.8,6.3,4.50861051,32256,0,1,RES,0,0,91745,HACIENDA HEIGHTS,CA,1,0,193,2,0,0,0,2.498310554,315,0.182555781,1,0,0,1,6.046,1,1.042011247,,4.422950781,26482,6.249433914,1775963
8-Mar-18,1.14,13.72,4.682784941,48170.92,0,1,RES,0,0,91745,HACIENDA HEIGHTS,CA,1,0,110,13,0,0,0,2.447158031,280,0.172734586,1,0,0,1,11.39,1,1.204565408,,4.422950781,26482,6.249433914,1775963
8-Mar-18,0.78,5.985,4.892094603,78000,0,1,RES,0,0,91745,HACIENDA HEIGHTS,CA,0,0,270,21,0,0,0,2.45484486,285,0.174128745,1,0,0,1,7.625,1,0.784918033,,4.422950781,26482,6.249433914,1775963
25-Sep-17,0.67,4.64,4.268577972,18560,3.403087905,2529.81,RES,0,0,78254,San Antonio,TX,-1,0,-1,16,0,0,0,2.462397998,290,0.182752338,1,0,0,1,3.79,1,1.224274406,,4.422917981,26480,6.249381334,1775748
16-Mar-18,0.79,6.16,4.290978787,19542.44,3.605454814,4031.39,RES,0,0,78254,San Antonio,TX,-1,0,-1,22,0,0,0,2.469822016,295,0.184490306,1,0,0,1,5.052,1,1.219319082,,4.422917981,26480,6.249381334,1775748
17-Aug-17,0.86,7.28,4.331785113,21467.68,3.640464542,4369.83,RES,0,0,78254,San Antonio,TX,-1,0,-1,26,0,0,0,2.447158031,280,0.173969665,1,0,0,1,7.625,1,0.954754098,,4.422917981,26480,6.249381334,1775748
8-Oct-18,0.88,7.5,4.352182518,22500,3.663084374,4603.46,RES,0,0,78254,San Antonio,TX,-1,0,-1,25,0,0,0,2.477121255,300,0.187617261,13,0,1,0,0.55,0,1.048951049,,4.422917981,26480,6.249381334,1775748
15-Nov-17,1,10.03,4.448458964,28084,3.787880396,6135.93,RES,0,0,78254,San Antonio,TX,-1,0,-1,34,0,0,0,2.469822016,295,0.184490306,1,0,0,1,9.94,1,1.009054326,,4.422917981,26480,6.249381334,1775748
28-Sep-18,0.91,8.1,4.51054501,32400,3.705556691,5076.41,RES,0,0,78254,San Antonio,TX,-1,0,-1,27,0,0,0,2.477121255,300,0.187617261,27,0,1,0,0.23,0,1.304347826,,4.422917981,26480,6.249381334,1775748
30-Nov-18,0.3,2.01,3.956408571,9045,3.127752516,1342,RES,0,0,95765,Rocklin,CA,0,0,133,6,0,0,0,2.525044807,335,0.205395463,6,0,1,0,0.32,0,1.046875,,4.422671898,26465,6.246579819,1764330
25-Jun-18,0.24,1.74,4.079362164,12005,0,1,RES,0,0,95765,ROCKLIN,CA,0,0,240,6,0,0,0,2.462397998,290,0.172619048,6,0,1,0,0.23,0,1.260869565,,4.422671898,26465,6.246579819,1764330
8-Nov-17,0.48,3.015,4.13249983,13567.5,3.127752516,1342,RES,0,0,95765,Rocklin,CA,0,0,195,9,0,0,0,2.525044807,335,0.205395463,9,0,1,0,0.32,0,1.046875,,4.422671898,26465,6.246579819,1764330
17-Nov-17,0.48,3.015,4.13250015,13567.51,3.127752516,1342,RES,0,0,95765,Rocklin,CA,0,0,192,9,0,0,0,2.525044807,335,0.205431486,9,0,1,0,0.32,0,1.046875,,4.422671898,26465,6.246579819,1764330
13-Aug-18,0.48,3.015,4.13250015,13567.51,2.830588669,677,RES,0,0,95765,Rocklin,CA,1,0,163,9,0,0,0,2.525044807,335,0.205395463,9,0,1,0,0.32,0,1.046875,,4.422671898,26465,6.246579819,1764330
5-Jul-17,0.76,5.8,4.240549248,17400,0,1,RES,0,0,95765,ROCKLIN,CA,0,1,300,20,0,0,0,2.462397998,290,0.173652695,1,0,0,1,4.99,1,1.162324649,,4.422671898,26465,6.246579819,1764330
2-Mar-17,0.6,4.02,4.257438567,18090,3.252610341,1789,RES,0,0,95765,Rocklin,CA,0,0,251,12,0,0,0,2.525044807,335,0.205431486,12,0,1,0,0.32,0,1.046875,,4.422671898,26465,6.246579819,1764330
16-Apr-18,0.6,4.02,4.257438567,18090,3.10754913,1281,RES,0,0,95765,Rocklin,CA,1,0,213,12,0,0,0,2.525044807,335,0.205395463,12,0,1,0,0.32,0,1.046875,,4.422671898,26465,6.246579819,1764330
18-Dec-17,0.88,7.521,4.443309936,27753,0,1,RES,0,0,95765,ROCKLIN,CA,0,0,150,23,0,0,0,2.514547753,327,0.200490497,23,0,1,0,0.32,0,1.021875,,4.422671898,26465,6.246579819,1764330
13-Dec-17,1.04,10.85,4.540579717,34720,0,1,RES,0,0,95765,ROCKLIN,CA,0,0,180,31,0,0,0,2.544068044,350,0.209170013,31,0,1,0,0.28,0,1.25,,4.422671898,26465,6.246579819,1764330
9-Feb-18,1.01,10.23,4.544068044,35000,0,1,RES,0,0,95765,ROCKLIN,CA,0,0,275,31,0,0,0,2.525044807,335,0.200598802,1,0,0,1,7.616,1,1.34322479,,4.422671898,26465,6.246579819,1764330
19-Nov-18,0.99,9.8,4.602949384,40082,0,1,RES,1,1,95765,ROCKLIN,CA,0,0,106,28,0,0,0,2.544068044,350,0.214723926,28,0,1,0,0.32,0,1.09375,,4.422671898,26465,6.246579819,1764330
22-Dec-17,0.96,9.1,4.653135299,44992,0,1,RES,0,0,95765,ROCKLIN,CA,0,0,306,26,0,0,0,2.544068044,350,0.209170013,1,0,0,1,7.616,1,1.194852941,,4.422671898,26465,6.246579819,1764330
2-Jan-18,0.5,3.193588301,4.14227994,13876.5,0,1,RES,0,0,95023,HOLLISTER,CA,1,0,183,11,0,0,0,2.462397998,290,0.188341529,11,0,1,0,0.23,0,1.262287866,,4.422622665,26462,6.246386792,1763546
9-Nov-18,0.6,4.02,4.257438567,18090,3.101747074,1264,RES,0,0,95023,Hollister,CA,1,0,183,12,0,0,0,2.525044807,335,0.205395463,12,0,1,0,0.32,0,1.046875,,4.422622665,26462,6.246386792,1763546
7-Mar-17,0.69,4.924339839,4.283104394,19191.3,0,1,RES,0,0,95023,HOLLISTER,CA,1,0,185,17,0,0,0,2.462397998,290,0.149457418,17,0,1,0,0.24,0,1.206946039,,4.422622665,26462,6.246386792,1763546
19-Sep-18,0.63,4.225,4.335096674,21632,0,1,RES,0,0,95023,HOLLISTER,CA,0,0,216,13,0,0,0,2.511883361,325,0.19411445,1,0,0,1,3.3,0,1.28030303,,4.422622665,26462,6.246386792,1763546
20-Mar-18,0.74,5.516244805,4.38951161,24519.5,0,1,RES,0,0,95023,HOLLISTER,CA,1,0,182,19,0,0,0,2.462397998,290,0.188341529,1,0,0,1,6,0,0.919374134,,4.422622665,26462,6.246386792,1763546
