installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,zip_code,city,state,lzip_code_id,zip_code_id,lzip_income,zip_income
6/24/2005,0.77,5.94,4.6054774365301565,40316,4.1501052775237754,14128.8,92004,Borrego Springs,CA,4.089162999,12279,4.899360804,79316
6/29/2003,0.77,5.94,4.602629629092398,40052.5,4.292256071356476,19600,95014,Cupertino,CA,4.441302287,27625,6.799205415,6298040
10/25/2001,0.71,5.0844,4.6020599913279625,40000,4.213238762688236,16339.5,95616,Davis,CA,4.417388646,26145,6.199695951,1583784
12/3/2005,0.73,5.344,4.6020599913279625,40000,4.153345267743352,14234.6,93280,Wasco,CA,4.276024992,18881,5.516865761,328750
1/24/2003,0.72,5.28,4.598893653127057,39709.43,4.289900961728627,19494,95472,Sebastopol,CA,4.406028945,25470,6.122365643,1325457
4/9/2004,0.79,6.16,4.598790506763115,39700,4.301029995663981,20000,93611,Clovis,CA,4.418914175,26237,6.214237531,1637712
12/3/2005,0.69,4.86,4.597212368219417,39556,4.053831080486347,11319.6,95963,Orland,CA,4.280737674,19087,5.535182683,342912
2/20/2005,0.68,4.8,4.596597095626461,39500,4.111371074,12923.23,94903,San Rafael,CA,4.427210124,26743,6.291430571,1956278
8/15/2004,0.78,6.012,4.5962671263955155,39470,4.204119982655925,16000,95993,Yuba City,CA,4.386819886,24368,6.010996644,1025644
6/6/2003,0.68,4.8,4.595782717574159,39426,4.197886768401186,15772,94521,Concord,CA,4.425224365,26621,6.271897109,1870239
5/10/2001,0.76,5.723016,4.592661652404389,39143.68,4.155548577,14307,92120,San Diego,CA,4.406165333,25478,6.123131029,1327795
7/21/2004,0.78,6.012,4.590853755990372,38981.07,4.278753600952829,19000,94947,Novato,CA,4.409425869,25670,6.142535562,1388467
4/28/2004,0.68,4.8,4.5843312243675305,38400,4.184333629188071,15287.4,92346,Highland,CA,4.420549814,26336,6.228462726,1692243
3/27/2003,0.56,3.6,4.579783597,38000,4.138791990760022,13765.5,90815,Long Beach,CA,4.42468567,26588,6.267444896,1851164
12/4/2003,0.75,5.688,4.5776755892948575,37816,4.254369198919724,17962.6,93230,Hanford,CA,4.412997833,25882,6.165468688,1463756
1/13/2004,0.65,4.5,4.575995620203267,37670,4.352182518111363,22500,11733,East Setauket,NY,4.434760462,27212,6.410319423,2572287
1/13/2004,0.65,4.5,4.575995620203267,37670,4.352182518111363,22500,11768,Northport,NY,4.424244422,26561,6.261915129,1827743
5/19/2002,0.69,4.8672,4.575148687356737,37596.61,4.261310460100623,18252,92663,Newport Beach,CA,4.430735996,26961,6.335356386,2164494
6/4/2003,0.72,5.28,4.567731962548069,36960,4.421603926869831,26400,11757,Lindenhurst,NY,4.416324239,26081,6.190513223,1550648
12/8/2004,0.70,5.01,4.566732029,36875,4.353050239642589,22545,11776,Port Jefferson Station,NY,4.373371817,23625,5.947390584,885912
6/19/2002,0.68,4.8,4.566349092191664,36842.5,4.251455705428966,17842.5,92587,Canyon Lake,CA,4.334895863,21622,5.77239066,592094
9/27/2005,0.64,4.4,4.564322753117416,36671,4.2455126678141495,17600,10538,Larchmont,NY,4.438921894,27474,6.549491507,3543982
2/19/2003,0.68,4.8,4.562699602,36534.2,4.3988250669622895,25051,19350,Landenberg,PA,4.360744841,22948,5.888485583,773545
12/1/2005,0.70,5.01,4.562649672211917,36530,4.062702291575282,11553.2,95966,Oroville,CA,4.332539447,21505,5.761211188,577047
9/24/2004,0.60,4.008,4.559551147744916,36270.3,4.098692170308224,12551.4,94514,Discovery Bay,CA,3.924227581,8399,4.591554304,39044
7/19/2002,0.60,4,4.556302500767287,36000,4.380211241711606,24000,11801,Hicksville,NY,4.416390841,26085,6.190754859,1551511
2/28/2002,0.47,2.96232,4.556302500767287,36000,4.0457336037072755,11110.5,90713,Lakewood,CA,4.392169149,24670,6.041275805,1099704
5/29/2004,0.77,5.94,4.555360508529328,35922,4.269979676645324,18620,95963,Orland,CA,4.280737674,19087,5.535182683,342912
7/2/2005,0.64,4.342,4.553713157596179,35786,4.021189299069938,10500,93618,Dinuba,CA,4.309395926,20389,5.655219137,452084
1/21/2005,0.65,4.44,4.551898212253587,35636.76,4.049218022670182,11200,92831,Fullerton,CA,4.39733157,24965,6.069391303,1173252
8/9/2003,0.56,3.6,4.549003262025788,35400,4.075692918201804,11904,95648,Lincoln,CA,4.430687669,26958,6.334404488,2159755
11/3/2001,0.61,4.0968,4.547134479806693,35248,4.186476030554059,15363,91351,Santa Clarita,CA,4.381584335,24076,5.985371229,966877
8/20/2004,0.64,4.325,4.546542663478131,35200,4.133909178129823,13611.6,95762,El Dorado Hills,CA,4.439158941,27489,6.558879375,3621424
9/20/2003,0.71,5.16,4.5439687656935615,34992,4.149926959,14123,95003,Aptos,CA,4.411703863,25805,6.156522802,1433913
10/8/2003,0.64,4.32,4.542410845006884,34866.7,4.334453751150931,21600,11788,Hauppauge,NY,4.381133138,24051,5.982875206,961336
8/19/2005,0.65,4.48,4.5421457035404655,34845.42,4.033632809913616,10805.2,92029,Escondido,CA,4.385856412,24314,6.005362003,1012423
6/25/2005,0.70,5.01,4.540439473784267,34708.79,4.118357330423666,13132.8,92103,San Diego,CA,4.429316152,26873,6.315276809,2066697
3/19/2004,0.77,5.94,4.538033042545394,34517,4.269979676645324,18620,95945,Grass Valley,CA,4.350306179,22403,5.840773967,693065
4/16/2004,0.58,3.84,4.536011569092394,34356.71,3.991361217742379,9803.05,95404,Santa Rosa,CA,4.42258984,26460,6.246242951,1762962
10/9/2003,0.65,4.5,4.534406899137877,34230,4.182300499593339,15216,91387,Canyon Country,CA,4.417720739,26165,6.203964152,1599426
10/19/2003,0.62,4.2,4.523616419,33390,4.154849841520744,14284,95070,Saratoga,CA,4.441396603,27631,6.817673037,6571629
8/8/2004,0.62,4.16,4.5194341949137025,33070,4.047103452778142,11145.6,95626,El Verta,CA,4.198904399,15809,5.218435716,165362
4/15/2005,0.62,4.1292,4.514680544124982,32710,4.041826762637544,11011,94705,Berkeley,CA,4.415056858,26005,6.181048273,1517219
12/23/2004,0.65,4.48,4.513217600067939,32600,4.061452479087193,11520,95465,Occidental,CA,4.117072337,13094,4.96794091,92884
11/2/2003,0.67,4.68,4.512577676845229,32552,4.198217072244135,15784,93023,Ojai,CA,4.370550096,23472,5.933354651,857738
8/18/2005,0.66,4.59,4.512390854819099,32538,4.025109159071975,10595.2,95073,Soquel,CA,4.33651977,21703,5.780796716,603666
8/4/2002,0.46,2.8548,4.511883360978874,32500,4.029606956,10705.5,95076,La Selva Beach,CA,4.431395933,27002,6.346331455,2219890
2/11/2004,0.73,5.4,4.511430256,32466.11,4.220421922437841,16612,91350,Saugus,CA,4.420681718,26344,6.229611971,1696727
8/17/2003,0.46,2.88,4.505149978319906,32000,4.0325180315259255,10777.5,93726,Fresno,CA,4.329926441,21376,5.750376467,562829
5/22/2005,0.38,2.3808,4.504062882678692,31920,3.784374761667442,6086.6,95223,Arnold,CA,4.16262414,14542,5.100270577,125971
9/24/2004,0.63,4.25,4.503000338013029,31842,4.048845610629151,11190.4,95003,Aptos,CA,4.411703863,25805,6.156522802,1433913
8/12/2004,0.59,3.885,4.502782058442233,31826,4.078782960196963,11989,95403,Santa Rosa,CA,4.414036936,25944,6.174373271,1494078
1/22/2000,0.52,3.3012,4.500548494714297,31662.74,3.916611845109346,8253,92126,San Diego,CA,4.434457123,27193,6.404123903,2535852
8/8/2003,0.68,4.8,4.498889227402069,31542,4.210372034,16232,94560,Newark,CA,4.429445421,26881,6.316681837,2073394
1/28/2004,0.62,4.125,4.496673698529233,31381.5,4.10222783,12654,95476,Sonoma,CA,4.425322238,26627,6.2735545,1877390
7/17/2005,0.71,5.12,4.495288264201405,31281.55,4.146128035678238,14000,95070,Saratoga,CA,4.441396603,27631,6.817673037,6571629
5/9/2002,0.46,2.87364,4.494154454821471,31199.99,4.032469673,10776.3,92028,Fallbrook,CA,4.419707981,26285,6.221544376,1665499
3/25/2005,0.54,3.5,4.492243396676789,31063,3.956936413844196,9056,92675,San Juan Capistrano,CA,4.431122422,26985,6.342093677,2198334
6/24/2005,0.69,4.9,4.490543188528156,30941.63,4.113569029637191,12988.8,92081,Vista,CA,4.386802063,24367,6.010787416,1025150
11/22/2001,0.56,3.63198,4.489958479424835,30900,4.134224934731916,13621.5,92835,Fullerton,CA,4.411720693,25806,6.156622133,1434241
2/24/2004,0.57,3.7,4.488550716500444,30800,4.1702617153949575,14800,10461,Bronx,NY,4.405892514,25462,6.12166422,1323318
7/17/2005,0.57,3.675,4.488270449743784,30780.13,3.951774508081725,8949,94539,Fremont,CA,4.440594262,27580,6.691855986,4918764
6/2/2005,0.60,3.96,4.485721426,30600,4.009892614591594,10230.4,94121,San Francisco,CA,4.437607888,27391,6.488504323,3079671
