installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,zip_code,city,state,lzip_code_id,zip_code_id,lzip_income,zip_income,zip_income1
7/6/2021,1.113943352,13,4.814647,65260,0,1,93536,LANCASTER,CA,4.427193884,26742,6.291340874,1955874,1955.874
########,1.124830149,13.33,4.825225,66869,0,1,93536,LANCASTER,CA,4.427193884,26742,6.291340874,1955874,1955.874
6/7/2021,0.873611197,7.475,3.361728,2300,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
########,1.114277297,13.01,4.249687,17770,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
9/2/2022,0.693726949,4.94,4.273511,18772,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
7/21/2021,0.978636948,9.52,4.295369,19741,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
########,0.556302501,3.6,4.315055,20656.44,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
1/23/2021,0.539703239,3.465,4.318289,20810.79,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
9/1/2022,1.158362492,14.4,4.361728,23000,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
########,0.62324929,4.2,4.37046,23467.14,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
########,1.049218023,11.2,4.374748,23700,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
6/9/2022,0.684845362,4.84,4.386144,24330.08,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
7/6/2021,0.942504106,8.76,4.423246,26500,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
########,0.994537104,9.875,4.433866,27156,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
6/22/2022,0.811575006,6.48,4.435857,27280.8,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
7/15/2021,0.886490725,7.7,4.47229,29668.1,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
6/16/2021,0.959041392,9.1,4.61656,41358,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
########,0.766412847,5.84,4.660199,45729.8,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
########,1.018700499,10.44,4.870755,74260.07,0,1,92882,CORONA,CA,4.427047698,26733,6.289628189,1948176,1948.176
8/1/2022,1.235528447,17.2,4.760925,57666.67,0,1,85259,Scottsdale,AZ,4.427031452,26732,6.289506233,1947629,1947.629
########,0.434568904,2.72,3.90309,8000,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
4/20/2021,0.629409599,4.26,4.167355,14701.26,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
5/3/2021,0.910624405,8.14,4.308564,20350,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
########,0.79518459,6.24,4.444544,27832,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
3/3/2022,1.023663918,10.56,4.454433,28473,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
########,0.748188027,5.6,4.521792,33250,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
9/7/2021,1.008600172,10.2,4.626648,42330,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
########,0.783903579,6.08,4.679482,47806,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
7/29/2021,1.286568734,19.345,4.694158,49449,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
4/18/2022,0.987666265,9.72,4.69897,50000,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
12/9/2022,0.919078092,8.3,4.740363,55000,0,1,92867,ORANGE,CA,4.427015206,26731,6.289398071,1947144,1947.144
2/1/2021,0.962842681,9.18,4.360783,22950,0,1,91789,WALNUT,CA,4.426950214,26727,6.28886579,1944759,1944.759
7/12/2022,0.886490725,7.7,4.52492,33490.38,0,1,91789,WALNUT,CA,4.426950214,26727,6.28886579,1944759,1944.759
1/24/2022,0.857332496,7.2,4.540955,34750,0,1,91789,WALNUT,CA,4.426950214,26727,6.28886579,1944759,1944.759
6/30/2021,0.840733235,6.93,4.560767,36372,0,1,91789,WALNUT,CA,4.426950214,26727,6.28886579,1944759,1944.759
########,0.811575006,6.48,4.599324,39748.78,0,1,91789,WALNUT,CA,4.426950214,26727,6.28886579,1944759,1944.759
########,0.982271233,9.6,4.60501,40272.62,0,1,91789,WALNUT,CA,4.426950214,26727,6.28886579,1944759,1944.759
4/29/2022,0.58546073,3.85,4.075547,11900,3,1000,21234,-1,MD,4.42686896,26722,6.288420718,1942767,1942.767
########,0.81756537,6.57,4.255273,18000,0,1,90505,TORRANCE,CA,4.426836454,26720,6.288158421,1941594,1941.594
########,0.742725131,5.53,4.267758,18525,0,1,90505,TORRANCE,CA,4.426836454,26720,6.288158421,1941594,1941.594
########,0.857332496,7.2,4.445417,27888,0,1,90505,TORRANCE,CA,4.426836454,26720,6.288158421,1941594,1941.594
7/21/2022,0.483587297,3.045,4.455606,28550,0,1,90505,TORRANCE,CA,4.426836454,26720,6.288158421,1941594,1941.594
########,0.857332496,7.2,4.798213,62836.59,0,1,90505,TORRANCE,CA,4.426836454,26720,6.288158421,1941594,1941.594
4/30/2021,1.087781418,12.24,4.390935,24600,0,1,1845,North Andover,MA,4.42678769,26717,6.287715982,1939617,1939.617
7/8/2022,0.597695186,3.96,4.217487,16500.13,0,1,90630,CYPRESS,CA,4.426738922,26714,6.28759192,1939063,1939.063
########,0.806179974,6.4,4.236759,17248.82,0,1,90630,CYPRESS,CA,4.426738922,26714,6.28759192,1939063,1939.063
########,0.806179974,6.4,4.254838,17982,0,1,90630,CYPRESS,CA,4.426738922,26714,6.28759192,1939063,1939.063
########,0.982271233,9.6,4.414158,25951.21,0,1,90630,CYPRESS,CA,4.426738922,26714,6.28759192,1939063,1939.063
########,0.822821645,6.65,4.414976,26000.17,0,1,90630,CYPRESS,CA,4.426738922,26714,6.28759192,1939063,1939.063
########,0.77815125,6,4.431364,27000,0,1,90630,CYPRESS,CA,4.426738922,26714,6.28759192,1939063,1939.063
########,1.008600172,10.2,4.454845,28500,0,1,90630,CYPRESS,CA,4.426738922,26714,6.28759192,1939063,1939.063
6/30/2021,0.709269961,5.12,4.802226,63420,0,1,90630,CYPRESS,CA,4.426738922,26714,6.28759192,1939063,1939.063
########,1.015778756,10.37,4.70478,50673.4,0,1,85248,Sun Lakes,AZ,4.426673888,26710,6.287056298,1936673,1936.673
7/28/2021,0.799340549,6.3,4.390405,24570,3.046495,1113,32828,-1,FL,4.426641368,26708,6.286881574,1935894,1935.894
########,1.051152522,11.25,4.50515,32000,3.597037,3954,32828,-1,FL,4.426641368,26708,6.286881574,1935894,1935.894
8/2/2022,1.164947373,14.62,4.70786,51034,0,1,32828,-1,FL,4.426641368,26708,6.286881574,1935894,1935.894
6/7/2021,1.056904851,11.4,4.621066,41789.42,3.658965,4560,11710,Bellmore,NY,4.426592582,26705,6.286617448,1934717,1934.717
########,1.204119983,16,4.743823,55440,0,1,11710,Bellmore,NY,4.426592582,26705,6.286617448,1934717,1934.717
10/4/2022,0.857332496,7.2,4.388811,24480,3.39794,2500,78230,San Antonio,TX,4.426560056,26703,6.286191411,1932820,1932.82
########,1.283301229,19.2,4.885361,76800,3.39794,2500,78230,San Antonio,TX,4.426560056,26703,6.286191411,1932820,1932.82
########,0.544333751,3.502142,4.109916,12880,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
########,0.681241237,4.8,4.120574,13200,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
6/16/2022,0.742332282,5.525,4.137353,13719.95,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
########,0.786751422,6.12,4.255273,18000,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
8/3/2022,0.748188027,5.6,4.272306,18720,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
1/18/2022,0.845363747,7.004284,4.317401,20768.3,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
4/24/2022,0.81756537,6.57,4.322219,21000,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
########,0.811575006,6.48,4.38917,24500.23,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
########,0.806179974,6.4,4.396088,24893.62,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
4/20/2021,0.694605199,4.95,4.39794,25000,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
########,0.982271233,9.6,4.454845,28500,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
4/30/2022,1.033423755,10.8,4.498311,31500,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
7/15/2021,0.974511693,9.43,4.677325,47569.11,0,1,95132,SAN JOSE,CA,4.426478729,26698,6.285384007,1929230,1929.23
9/7/2022,0.716003344,5.2,4.221649,16659,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
3/8/2022,0.597695186,3.96,4.353878,22588,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
7/20/2022,0.832508913,6.8,4.422217,26437.27,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
7/19/2022,0.681241237,4.8,4.432095,27045.49,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
7/6/2022,0.994537104,9.875,4.509874,32350,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
########,0.707570176,5.1,4.51829,32983,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
4/19/2022,0.670245853,4.68,4.611309,40860.98,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
1/5/2021,1.07114529,11.78,4.620651,41749.5,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
########,0.965201701,9.23,4.662754,45999.55,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
########,1.125968963,13.365,4.69897,50000,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
########,0.869818208,7.41,4.807596,64209.07,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
6/29/2021,0.854306042,7.15,4.81301,65014.44,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
3/3/2022,1.225309282,16.8,4.865157,73309,0,1,91360,THOUSAND OAKS,CA,4.426381116,26692,6.284773071,1926518,1926.518
7/23/2021,0.610660163,4.08,3.705008,5070,0,1,95138,SAN JOSE,CA,4.426299756,26687,6.283467224,1920734,1920.734
########,0.610660163,4.08,3.928037,8473,0,1,95138,SAN JOSE,CA,4.426299756,26687,6.283467224,1920734,1920.734
8/9/2021,0.610660163,4.08,3.928429,8480.65,0,1,95138,SAN JOSE,CA,4.426299756,26687,6.283467224,1920734,1920.734
7/17/2022,0.748188027,5.6,4.283301,19200,0,1,95138,SAN JOSE,CA,4.426299756,26687,6.283467224,1920734,1920.734
########,0.714965142,5.187584,4.288361,19425,0,1,95138,SAN JOSE,CA,4.426299756,26687,6.283467224,1920734,1920.734
4/19/2021,1.122543524,13.26,4.440679,27585.36,0,1,95138,SAN JOSE,CA,4.426299756,26687,6.283467224,1920734,1920.734
########,1.115277591,13.04,4.625537,42221.82,0,1,95138,SAN JOSE,CA,4.426299756,26687,6.283467224,1920734,1920.734
7/24/2022,0.880813592,7.6,4.737125,54591.49,0,1,95138,SAN JOSE,CA,4.426299756,26687,6.283467224,1920734,1920.734
12/5/2022,1.204119983,16,4.837727,68822,0,1,95138,SAN JOSE,CA,4.426299756,26687,6.283467224,1920734,1920.734
8/5/2021,0.357934847,2.28,4.15293,14221,3,1000,20744,-1,MD,4.426267207,26685,6.283331312,1920133,1920.133
########,1.203576775,15.98,4.764027,58080,3,1000,20744,-1,MD,4.426267207,26685,6.283331312,1920133,1920.133
4/16/2021,0.610660163,4.08,3.928447,8481,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
7/7/2022,0.505149978,3.2,4.097951,12530,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.498310554,3.15,4.126716,13388,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
3/9/2021,0.498310554,3.15,4.126716,13388,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.4474238,2.801714,4.166489,14672,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
4/8/2021,0.544068044,3.5,4.172457,14875,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
2/9/2022,0.621176282,4.18,4.20096,15884,0,1,94533,fairfield,CA,4.426153268,26678,6.28242837,1916145,1916.145
9/2/2021,0.610660163,4.08,4.211628,16279,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.58546073,3.85,4.213863,16363,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
7/20/2021,0.544333751,3.502142,4.2236,16734,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.645422269,4.42,4.225206,16796,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.643452676,4.4,4.244426,17556,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.62324929,4.2,4.251638,17850,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.637989781,4.345,4.273474,18770.4,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.658011397,4.55,4.286412,19338,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
2/5/2022,0.658011397,4.55,4.286412,19338,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.658011397,4.55,4.286412,19338,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.658011397,4.55,4.286412,19338,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.643452676,4.4,4.289856,19492,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.58546073,3.85,4.291324,19558,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
6/1/2022,0.58546073,3.85,4.291324,19558,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
9/2/2021,0.58546073,3.85,4.291324,19558,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
4/29/2021,0.7084209,5.11,4.305136,20190,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.635483747,4.32,4.309239,20381.64,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
7/28/2021,0.62324929,4.2,4.329113,21336,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.77815125,6,4.344785,22120,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.821513528,6.63,4.346939,22230,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.598209454,3.964692,4.356978,22749.8,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.86923172,7.4,4.380211,24000,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
1/26/2022,0.748188027,5.6,4.407153,25536,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
6/14/2021,0.71432976,5.18,4.4133,25900,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.857332496,7.2,4.50515,32000,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,1.124117361,13.30814,4.57101,37240,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.59439255,3.93,4.574272,37520.78,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.860338007,7.25,4.588733,38791.2,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,0.883661435,7.65,4.634296,43081.98,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
########,1.026941628,10.64,4.637602,43411.2,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
5/9/2022,0.944482672,8.8,4.756183,57040.41,0,1,94533,FAIRFIELD,CA,4.426153268,26678,6.28242837,1916145,1916.145
4/15/2022,0.544333751,3.502142,4.138737,13763.75,0,1,94541,HAYWARD,CA,4.426136989,26677,6.282350169,1915800,1915.8
4/8/2021,0.635483747,4.32,4.146128,14000,0,1,94541,HAYWARD,CA,4.426136989,26677,6.282350169,1915800,1915.8
########,0.654176542,4.51,4.296531,19793.89,0,1,94541,HAYWARD,CA,4.426136989,26677,6.282350169,1915800,1915.8
########,0.930963134,8.530277,4.486247,30637.07,0,1,94541,HAYWARD,CA,4.426136989,26677,6.282350169,1915800,1915.8
1/13/2021,0.948412966,8.88,4.491222,30990,0,1,94541,HAYWARD,CA,4.426136989,26677,6.282350169,1915800,1915.8
########,0.936513742,8.64,4.511692,32485.72,0,1,94541,HAYWARD,CA,4.426136989,26677,6.282350169,1915800,1915.8
########,0.893761762,7.83,4.56586,36801,0,1,94541,HAYWARD,CA,4.426136989,26677,6.282350169,1915800,1915.8
6/15/2022,0.701136066,5.025,4.634091,43061.65,0,1,94541,HAYWARD,CA,4.426136989,26677,6.282350169,1915800,1915.8
1/25/2022,1.113943352,13,4.751318,56405,0,1,94541,HAYWARD,CA,4.426136989,26677,6.282350169,1915800,1915.8
########,0.610660163,4.08,3.926702,8447,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
8/2/2021,0.525044807,3.35,4.079181,12000,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.584331224,3.84,4.130257,13497.6,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
8/5/2021,0.562292864,3.65,4.166963,14688,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.612783857,4.1,4.225568,16810,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.664695272,4.620567,4.227653,16890.9,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
6/22/2022,0.45384193,2.843426,4.234137,17145,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
8/8/2022,0.641474111,4.38,4.255273,18000,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.911690159,8.16,4.270702,18651,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.693726949,4.94,4.272366,18722.6,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
6/11/2021,0.658011397,4.55,4.283324,19201,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.643452676,4.4,4.31999,20892.5,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.69019608,4.9,4.352009,22491,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.823087365,6.65407,4.399163,25070.5,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
6/16/2022,0.823087365,6.65407,4.427663,26770.91,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.748188027,5.6,4.455758,28560,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
10/3/2022,0.772688355,5.925,4.502263,31788,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.958324932,9.085,4.507733,32190.88,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.77815125,6,4.546351,35184.43,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
12/4/2021,0.857332496,7.2,4.594614,39320,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.760799312,5.765,4.750133,56251.37,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
########,0.916453949,8.25,4.785216,60984,0,1,94591,VALLEJO,CA,4.425892724,26662,6.280197627,1906328,1906.328
7/29/2021,0.434568904,2.72,4.045229,11097.6,0,1,1915,Beverly,MA,4.425876435,26661,6.280030149,1905593,1905.593
4/30/2021,1.017033339,10.4,4.73012,53718,0,1,1915,Beverly,MA,4.425876435,26661,6.280030149,1905593,1905.593
2/4/2022,0.866287339,7.35,4.488099,30768,3.711385,5145,19711,Newark,DE,4.425697213,26650,6.277644048,1895152,1895.152
########,1.030599722,10.73,4.642909,43945,3.90309,8000,19711,Newark,DE,4.425697213,26650,6.277644048,1895152,1895.152
########,0.880241776,7.59,4.69897,50000,3.72534,5313,19711,Newark,DE,4.425697213,26650,6.277644048,1895152,1895.152
11/9/2022,1.289365952,19.47,4.905936,80526,3.783332,6072,19711,Newark,DE,4.425697213,26650,6.277644048,1895152,1895.152
7/19/2021,0.340444115,2.19,3.892095,7800,0,1,92122,SAN DIEGO,CA,4.425680917,26649,6.27763259,1895102,1895.102
########,0.635483747,4.32,4.092018,12360,0,1,92122,SAN DIEGO,CA,4.425680917,26649,6.27763259,1895102,1895.102
1/25/2021,0.853698212,7.14,4.30103,20000,0,1,92122,SAN DIEGO,CA,4.425680917,26649,6.27763259,1895102,1895.102
########,0.852784869,7.125,4.406523,25499,0,1,92122,SAN DIEGO,CA,4.425680917,26649,6.27763259,1895102,1895.102
########,0.720159303,5.25,4.474944,29850,0,1,92122,SAN DIEGO,CA,4.425680917,26649,6.27763259,1895102,1895.102
8/2/2022,0.682145076,4.81,4.498173,31490,0,1,92122,SAN DIEGO,CA,4.425680917,26649,6.27763259,1895102,1895.102
10/4/2021,0.681241237,4.8,4.532805,34104,0,1,92122,SAN DIEGO,CA,4.425680917,26649,6.27763259,1895102,1895.102
9/1/2021,0.790636962,6.175,4.62798,42460,0,1,92122,SAN DIEGO,CA,4.425680917,26649,6.27763259,1895102,1895.102
4/16/2021,0.635483747,4.32,4.191786,15552,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
########,0.77815125,6,4.269513,18600,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
########,0.911690159,8.16,4.271351,18678.9,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
2/2/2022,1.170848204,14.82,4.297454,19836,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
1/6/2021,0.938519725,8.68,4.315605,20682.57,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
########,0.911690159,8.16,4.322219,21000,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
9/2/2021,1.075546961,11.9,4.332938,21524.75,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
10/6/2022,0.903089987,8,4.365488,23200,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
########,0.843232778,6.97,4.50576,32045,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
6/3/2021,0.843232778,6.97,4.599953,39806.44,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
8/2/2022,0.939519253,8.7,4.708022,51053.11,0,1,92870,PLACENTIA,CA,4.425632024,26646,6.277156349,1893025,1893.025
########,0.610660163,4.08,3.928242,8477,0,1,94596,WALNUT CREEK,CA,4.425501615,26638,6.275348677,1885162,1885.162
2/4/2021,0.911690159,8.16,4.229291,16954.73,0,1,94596,WALNUT CREEK,CA,4.425501615,26638,6.275348677,1885162,1885.162
7/25/2022,0.835056102,6.84,4.365993,23227,0,1,94596,WALNUT CREEK,CA,4.425501615,26638,6.275348677,1885162,1885.162
7/23/2022,0.832508913,6.8,4.390264,24562,0,1,94596,WALNUT CREEK,CA,4.425501615,26638,6.275348677,1885162,1885.162
2/3/2022,0.629409599,4.26,4.246575,17643.12,0,1,93003,VENTURA,CA,4.425469006,26636,6.274802344,1882792,1882.792
########,0.716003344,5.2,4.300182,19961,0,1,93003,VENTURA,CA,4.425469006,26636,6.274802344,1882792,1882.792
11/8/2022,0.875350697,7.505,4.553437,35763.28,0,1,93003,VENTURA,CA,4.425469006,26636,6.274802344,1882792,1882.792
12/7/2022,0.832508913,6.8,4.578135,37856,0,1,93003,VENTURA,CA,4.425469006,26636,6.274802344,1882792,1882.792
########,0.757396029,5.72,4.69897,50000,0,1,93003,VENTURA,CA,4.425469006,26636,6.274802344,1882792,1882.792
########,0.982271233,9.6,4.725716,53176,0,1,93003,VENTURA,CA,4.425469006,26636,6.274802344,1882792,1882.792
########,0.922725458,8.37,4.904716,80300,0,1,93003,VENTURA,CA,4.425469006,26636,6.274802344,1882792,1882.792
2/1/2022,0.7355989,5.44,4.182757,15232,3.39794,2500,78735,-1,TX,4.425436395,26634,6.274544615,1881675,1881.675
7/20/2022,0.331427297,2.145,3.988113,9730,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
########,0.57921178,3.795,4.113943,13000,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
7/29/2021,0.609594409,4.07,4.1231,13277,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
6/1/2021,0.51054501,3.24,4.123329,13284,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
########,0.58546073,3.85,4.125628,13354.5,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
########,0.64738297,4.44,4.296302,19783.47,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
6/14/2022,0.7355989,5.44,4.347317,22249.34,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
########,0.784617293,6.09,4.353312,22558.6,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
4/28/2022,0.906061609,8.054927,4.404189,25362.33,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
10/4/2022,0.822168079,6.64,4.420619,26340.18,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
4/12/2022,0.912753304,8.18,4.442166,27680,0,1,95476,SONOMA,CA,4.425322238,26627,6.2735545,1877390,1877.39
