installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,zip_code,city,state,lzip_code_id,zip_code_id,lzip_income,zip_income,zip_income1
########,0.623514956,4.20257,4.079181,12000,0,1,94025,MENLO PARK,CA,4.441600884,27644,6.910014471,8128576,8128.576
########,0.670760113,4.685545,4.423246,26500.03,0,1,94025,MENLO PARK,CA,4.441600884,27644,6.910014471,8128576,8128.576
4/15/2022,0.846955325,7.03,4.553581,35775.11,0,1,94025,MENLO PARK,CA,4.441600884,27644,6.910014471,8128576,8128.576
2/9/2021,0.760422483,5.76,4.372175,23560,0,1,94010,BURLINGAME,CA,4.441553751,27641,6.899265958,7929868,7929.868
1/11/2021,0.978220246,9.51087,4.462398,29000,0,1,94010,BURLINGAME,CA,4.441553751,27641,6.899265958,7929868,7929.868
1/21/2022,1.008600172,10.2,4.477121,30000,0,1,94010,HILLSBOROUGH,CA,4.441553751,27641,6.899265958,7929868,7929.868
########,0.79518459,6.24,4.529965,33881.7,0,1,94010,BURLINGAME,CA,4.441553751,27641,6.899265958,7929868,7929.868
11/6/2021,0.664641976,4.62,4.567732,36960,0,1,94010,BURLINGAME,CA,4.441553751,27641,6.899265958,7929868,7929.868
########,1.084933575,12.16,4.652246,44900,3.385964,2432,10583,Scarsdale,NY,4.441538039,27640,6.883099555,7640109,7640.109
12/5/2022,1.120573931,13.2,4.555295,35916.58,3.39794,2500,78746,-1,TX,4.441428037,27633,6.832090255,6793448,6793.448
5/4/2022,1.087781418,12.24,4.434138,27173,3,1000,20854,-1,MD,4.44141232,27632,6.819268861,6595821,6595.821
########,1.212720154,16.32,4.515874,32800,3,1000,20854,-1,MD,4.44141232,27632,6.819268861,6595821,6595.821
7/19/2022,0.306425028,2.025,3.908485,8100,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
########,0.64738297,4.44,4.103804,12700,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
########,0.574031268,3.75,4.143015,13900,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
7/12/2021,0.786751422,6.12,4.145332,13974.35,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
9/1/2021,0.707570176,5.1,4.322219,21000,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
########,0.760936773,5.766825,4.342418,21999.74,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
########,0.786751422,6.12,4.351216,22450,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
7/26/2021,0.879036038,7.568957,4.487753,30743.5,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
########,0.936513742,8.64,4.547346,35265.16,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
7/15/2021,0.912837924,8.181594,4.620897,41773.1,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
7/18/2022,0.881954971,7.62,4.638509,43502,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
7/22/2021,1.07114529,11.78,4.662663,45990,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
10/4/2022,0.656098202,4.53,4.685616,48485.99,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
########,0.53568443,3.433084,4.694623,49502,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
########,1.247482261,17.68,4.786055,61101.89,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
########,1.237543738,17.28,4.807265,64160.05,0,1,95070,SARATOGA,CA,4.441396603,27631,6.817673037,6571629,6571.629
########,0.658011397,4.55,4.068186,11700,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
1/11/2021,0.720159303,5.25,4.164353,14600,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
7/31/2021,0.760422483,5.76,4.186956,15380,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
########,0.414829005,2.599136,4.261261,18249.92,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
12/1/2022,0.832508913,6.8,4.268672,18564,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
8/4/2022,0.702944836,5.045972,4.295573,19750.25,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
########,0.827369273,6.72,4.30103,20000,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
8/9/2021,0.803457116,6.36,4.377299,23839.59,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
9/1/2022,0.982271233,9.6,4.378434,23901.98,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
########,0.702430536,5.04,4.391559,24635.34,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
########,0.702430536,5.04,4.407865,25577.93,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
6/2/2022,0.868938178,7.395,4.505426,32020.35,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
########,0.7355989,5.44,4.582633,38250.16,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
1/20/2022,1.00397466,10.09194,4.585456,38499.55,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
########,0.953276337,8.98,4.595945,39440.72,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
7/15/2022,1.158362492,14.4,4.685742,48500,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
4/28/2022,0.937028006,8.650237,4.701138,50250.24,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
1/25/2021,1.161417419,14.50165,4.937214,86539.45,0,1,95014,CUPERTINO,CA,4.441302287,27625,6.799205415,6298040,6298.04
6/28/2022,0.77815125,6,4.223755,16740,0,1,94022,LOS ALTOS,CA,4.441255121,27622,6.790314163,6170412,6170.412
1/21/2021,0.911690159,8.16,4.230581,17005.16,0,1,94022,LOS ALTOS HILLS,CA,4.441255121,27622,6.790314163,6170412,6170.412
2/4/2022,0.702944836,5.045972,4.261259,18249.84,0,1,94022,LOS ALTOS,CA,4.441255121,27622,6.790314163,6170412,6170.412
########,0.737192643,5.46,4.463161,29051,0,1,94022,LOS ALTOS,CA,4.441255121,27622,6.790314163,6170412,6170.412
8/9/2022,1.080806804,12.045,4.518514,33000,0,1,94022,LOS ALTOS HILLS,CA,4.441255121,27622,6.790314163,6170412,6170.412
1/6/2022,0.924279286,8.4,4.560717,36367.78,0,1,94022,LOS ALTOS,CA,4.441255121,27622,6.790314163,6170412,6170.412
########,0.851869601,7.11,4.681241,48000,0,1,94022,LOS ALTOS,CA,4.441255121,27622,6.790314163,6170412,6170.412
########,1.170261715,14.8,4.726564,53280,0,1,94022,LOS ALTOS HILLS,CA,4.441255121,27622,6.790314163,6170412,6170.412
########,1.244277121,17.55,4.876949,75326.7,0,1,94022,LOS ALTOS HILLS,CA,4.441255121,27622,6.790314163,6170412,6170.412
########,0.925518358,8.424,4.743956,55456.92,0,1,90266,MANHATTAN BEACH,CA,4.441239398,27621,6.789557164,6159666,6159.666
12/2/2022,0.939519253,8.7,4.788953,61511,0,1,90266,MANHATTAN BEACH,CA,4.441239398,27621,6.789557164,6159666,6159.666
4/29/2022,0.86923172,7.4,4.820037,66075,0,1,90266,MANHATTAN BEACH,CA,4.441239398,27621,6.789557164,6159666,6159.666
5/7/2021,0.978636948,9.52,4.446491,27957,0,1,92660,NEWPORT BEACH,CA,4.4411765,27617,6.773668058,5938381,5938.381
7/15/2021,0.610660163,4.08,3.909998,8128.27,0,1,94062,REDWOOD CITY,CA,4.441082136,27611,6.749563027,5617758,5617.758
1/31/2022,0.653212514,4.5,4.209515,16200,0,1,94062,REDWOOD CITY,CA,4.441082136,27611,6.749563027,5617758,5617.758
########,0.786751422,6.12,4.241596,17442,0,1,94062,REDWOOD CITY,CA,4.441082136,27611,6.749563027,5617758,5617.758
########,0.635483747,4.32,4.242425,17475.33,0,1,94062,REDWOOD CITY,CA,4.441082136,27611,6.749563027,5617758,5617.758
1/25/2021,0.658964843,4.56,4.382181,24109.08,0,1,94062,REDWOOD CITY,CA,4.441082136,27611,6.749563027,5617758,5617.758
4/8/2022,0.85784677,7.208531,4.435364,27249.84,0,1,94062,REDWOOD CITY,CA,4.441082136,27611,6.749563027,5617758,5617.758
9/3/2021,0.936513742,8.64,4.485011,30550,0,1,94062,WOODSIDE,CA,4.441082136,27611,6.749563027,5617758,5617.758
12/7/2022,0.811575006,6.48,4.487902,30754,0,1,94062,REDWOOD CITY,CA,4.441082136,27611,6.749563027,5617758,5617.758
1/11/2022,0.798650645,6.29,4.565151,36741,0,1,94062,REDWOOD CITY,CA,4.441082136,27611,6.749563027,5617758,5617.758
########,0.695910506,4.9649,4.599946,39805.76,0,1,94062,WOODSIDE,CA,4.441082136,27611,6.749563027,5617758,5617.758
3/2/2021,0.945022638,8.810948,4.671723,46959.44,0,1,94062,REDWOOD CITY,CA,4.441082136,27611,6.749563027,5617758,5617.758
########,0.499687083,3.16,4.065953,11640,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
########,0.681241237,4.8,4.093602,12405.15,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
########,0.77815125,6,4.285805,19311,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
7/18/2022,0.701136066,5.025,4.30428,20150.25,0,1,94024,LOS ALTOS HILLS,CA,4.441066407,27610,6.749344114,5614927,5614.927
########,0.702430536,5.04,4.333874,21571.2,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
9/7/2022,0.602059991,4,4.39794,25000,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
########,0.936513742,8.64,4.439806,27530,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
5/9/2022,0.610660163,4.08,4.440535,27576.24,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
3/2/2022,0.7355989,5.44,4.45454,28480,0,1,94024,LOS ALTOS HILLS,CA,4.441066407,27610,6.749344114,5614927,5614.927
########,0.670245853,4.68,4.461544,28943,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
########,0.929418926,8.5,4.524006,33420,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
7/6/2022,0.954242509,9,4.552851,35715,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
7/8/2022,1.011147361,10.26,4.556303,36000,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
11/1/2021,1,10,4.588272,38750,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
########,1.170261715,14.8,4.616729,41374.12,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
7/22/2022,0.903089987,8,4.78729,61276,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
1/30/2022,0.977266212,9.49,4.982271,96000,0,1,94024,LOS ALTOS,CA,4.441066407,27610,6.749344114,5614927,5614.927
2/2/2022,1,10,4.591065,39000,0,1,94027,ATHERTON,CA,4.441050677,27609,6.748695777,5606551,5606.551
4/16/2021,0.840733235,6.93,4.33646,21700,3.434249,2718,6880,Westport,CT,4.440956285,27603,6.735434491,5437941,5437.941
########,1.096214585,12.48,4.560108,36316.8,2.819544,660,6880,WESTPORT,CT,4.440956285,27603,6.735434491,5437941,5437.941
4/7/2022,0.716003344,5.2,4.009323,10217,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
11/2/2022,0.504470862,3.195,4.097951,12530,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
6/25/2021,0.786751422,6.12,4.10185,12643,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
10/5/2021,0.786751422,6.12,4.102194,12653,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.566437492,3.685,4.135196,13652,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
4/19/2022,0.744292983,5.55,4.167258,14698,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
12/6/2022,0.903089987,8,4.217694,16508,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
4/14/2022,0.944482672,8.8,4.224041,16751,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.681241237,4.8,4.227321,16878,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.911690159,8.16,4.228426,16921,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
8/4/2021,0.693726949,4.94,4.24279,17490,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.742332282,5.525,4.243038,17500,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.722633923,5.28,4.243559,17521,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
9/9/2021,0.62324929,4.2,4.251638,17850,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.903089987,8,4.259498,18176,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.835056102,6.84,4.262427,18299,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.963787827,9.2,4.301659,20029,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.697229343,4.98,4.311754,20500,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
1/11/2021,0.731991449,5.395,4.317457,20771,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
1/11/2022,0.720159303,5.25,4.367319,23298,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
10/3/2022,0.772321707,5.92,4.371843,23542,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.780677274,6.035,4.384712,24250,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
1/18/2022,0.755874856,5.7,4.390352,24567,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.750122527,5.625,4.423229,26499,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.903089987,8,4.428264,26808,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
7/9/2021,0.991226076,9.8,4.445604,27900,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.860936621,7.26,4.461469,28938,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
4/4/2022,0.835056102,6.84,4.468879,29436,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,1.118099312,13.125,4.52781,33714,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
4/21/2021,1.028367884,10.675,4.588272,38750,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.891537458,7.79,4.615656,41272,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
6/17/2022,0.918030337,8.28,4.625024,42172,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
9/8/2021,1.095169351,12.45,4.69063,49049,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
9/6/2022,1.237543738,17.28,4.758685,57370,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,1.022428371,10.53,4.777753,59945,0,1,92130,SAN DIEGO,CA,4.440861874,27597,6.719965441,5247657,5247.657
########,0.64738297,4.44,4.24346,17517,0,1,94110,SAN FRANCISCO,CA,4.440830398,27595,6.71701249,5212097,5212.097
2/3/2021,0.64738297,4.44,4.227167,16872,0,1,94087,SUNNYVALE,CA,4.440767441,27591,6.709265805,5119951,5119.951
1/12/2022,0.989004616,9.75,4.361728,23000,0,1,94087,SUNNYVALE,CA,4.440767441,27591,6.709265805,5119951,5119.951
########,0.898725182,7.92,4.448954,28116,0,1,94087,SUNNYVALE,CA,4.440767441,27591,6.709265805,5119951,5119.951
########,0.858837851,7.225,4.496885,31396.8,0,1,94087,SUNNYVALE,CA,4.440767441,27591,6.709265805,5119951,5119.951
7/26/2021,0.799606284,6.303856,4.55931,36250.2,0,1,94087,SUNNYVALE,CA,4.440767441,27591,6.709265805,5119951,5119.951
4/9/2022,0.941511433,8.74,4.595945,39440.72,0,1,94087,SUNNYVALE,CA,4.440767441,27591,6.709265805,5119951,5119.951
5/6/2022,1.017323885,10.40696,4.759837,57522.4,0,1,94087,SUNNYVALE,CA,4.440767441,27591,6.709265805,5119951,5119.951
########,1.021189299,10.5,4.735367,54371,0,1,94118,SAN FRANCISCO,CA,4.440720217,27588,6.706638339,5089069,5089.069
6/2/2021,0.396199347,2.49,4.155366,14301,2.697229,498,11215,Brooklyn,NY,4.440641499,27583,6.697249313,4980229,4980.229
7/9/2021,0.596597096,3.95,4.470602,29553,2.897627,790,11215,Brooklyn,NY,4.440641499,27583,6.697249313,4980229,4980.229
4/12/2022,0.757396029,5.72,4.562414,36510.17,3.058426,1144,11215,Brooklyn,NY,4.440641499,27583,6.697249313,4980229,4980.229
10/7/2021,0.596597096,3.95,4.57428,37521.46,2.897627,790,11215,Brooklyn,NY,4.440641499,27583,6.697249313,4980229,4980.229
########,0.498310554,3.15,4.126748,13389,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
1/27/2022,0.498310554,3.15,4.126748,13389,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
########,0.77815125,6,4.135037,13646.98,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
########,0.322219295,2.1,4.151523,14175,2.909021,811,94539,Fremont,CA,4.440594262,27580,6.691855986,4918764,4918.764
7/19/2021,0.62324929,4.2,4.251638,17850,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
########,0.593728999,3.924,4.335618,21658,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
10/8/2021,0.709269961,5.12,4.455758,28560,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
3/3/2022,0.878521796,7.56,4.505096,31996,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
########,0.960232873,9.125,4.506681,32113,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
########,0.77815125,6,4.519802,33098,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
########,0.847572659,7.04,4.521814,33251.71,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
4/14/2022,0.924279286,8.4,4.547983,35316.97,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
########,1.079181246,12,4.624567,42127.66,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
1/10/2022,1.087781418,12.24,4.668181,46577.98,0,1,94539,FREMONT,CA,4.440594262,27580,6.691855986,4918764,4918.764
########,0.681241237,4.8,4.255273,18000,0,1,94114,SAN FRANCISCO,CA,4.440578515,27579,6.690416539,4902488,4902.488
12/8/2021,0.710963119,5.14,4.742206,55234,0,1,94114,SAN FRANCISCO,CA,4.440578515,27579,6.690416539,4902488,4902.488
########,0.897627091,7.9,4.800944,63233,0,1,94114,SAN FRANCISCO,CA,4.440578515,27579,6.690416539,4902488,4902.488
6/13/2022,0.327358934,2.125,4.184975,15310,0,1,94115,SAN FRANCISCO,CA,4.440547019,27577,6.682949446,4818917,4818.917
7/27/2022,1.015359755,10.36,4.590898,38985,0,1,94115,SAN FRANCISCO,CA,4.440547019,27577,6.682949446,4818917,4818.917
########,1.049218023,11.2,4.875061,75000,0,1,94115,SAN FRANCISCO,CA,4.440547019,27577,6.682949446,4818917,4818.917
9/3/2021,0.43055877,2.695,4.069039,11723,0,1,94123,SAN FRANCISCO,CA,4.44053127,27576,6.678538045,4770216,4770.216
########,0.579783597,3.8,4.106938,12792,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
########,0.755874856,5.7,4.199344,15825,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
########,0.679881942,4.785,4.235099,17183,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
7/22/2021,0.758911892,5.74,4.245907,17616,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
########,0.939519253,8.7,4.401917,25230,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
########,0.750122527,5.625,4.499481,31585,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
11/8/2022,0.643452676,4.4,4.534026,34200,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
########,1.079181246,12,4.784246,60848,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
5/4/2022,0.977723605,9.5,4.84748,70385,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
7/13/2022,1.230959556,17.02,4.876512,75251,0,1,92037,LA JOLLA,CA,4.440484021,27573,6.668212444,4658139,4658.139
7/19/2022,0.898725182,7.92,4.448954,28116,0,1,91302,CALABASAS,CA,4.44046827,27572,6.667560999,4651157,4651.157
########,0.346352974,2.22,3.885361,7680,0,1,94611,OAKLAND,CA,4.440452518,27571,6.666356869,4638279,4638.279
########,0.670245853,4.68,4.226548,16848,0,1,94611,OAKLAND,CA,4.440452518,27571,6.666356869,4638279,4638.279
9/7/2021,0.853698212,7.14,4.379867,23981,0,1,94611,OAKLAND,CA,4.440452518,27571,6.666356869,4638279,4638.279
########,0.702430536,5.04,4.410299,25721.69,0,1,94611,OAKLAND,CA,4.440452518,27571,6.666356869,4638279,4638.279
7/25/2022,0.924279286,8.4,4.498311,31500,0,1,94611,OAKLAND,CA,4.440452518,27571,6.666356869,4638279,4638.279
########,0.983175072,9.62,4.530328,33910,0,1,94611,OAKLAND,CA,4.440452518,27571,6.666356869,4638279,4638.279
########,0.942008053,8.75,4.535826,34342,0,1,94611,OAKLAND,CA,4.440452518,27571,6.666356869,4638279,4638.279
1/21/2022,0.893206753,7.82,4.591788,39065,0,1,94611,OAKLAND,CA,4.440452518,27571,6.666356869,4638279,4638.279
########,0.970811611,9.35,4.605844,40350,0,1,94611,PIEDMONT,CA,4.440452518,27571,6.666356869,4638279,4638.279
6/17/2021,1.104487111,12.72,4.61299,41019.46,0,1,94611,PIEDMONT,CA,4.440452518,27571,6.666356869,4638279,4638.279
########,0.68797462,4.875,4.758124,57296,0,1,94611,PIEDMONT,CA,4.440452518,27571,6.666356869,4638279,4638.279
4/15/2021,1.136086097,13.68,4.763495,58009,0,1,94611,PIEDMONT,CA,4.440452518,27571,6.666356869,4638279,4638.279
1/13/2022,0.610660163,4.08,4.292436,19608.13,0,1,95032,LOS GATOS,CA,4.440421013,27569,6.660474722,4575881,4575.881
########,0.798650645,6.29,4.449694,28164,0,1,95032,LOS GATOS,CA,4.440421013,27569,6.660474722,4575881,4575.881
6/22/2021,0.941511433,8.74,4.460315,28861.21,0,1,95032,LOS GATOS,CA,4.440421013,27569,6.660474722,4575881,4575.881
########,0.544333751,3.502142,4,10000,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
########,0.570092301,3.716142,4.079181,12000,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
6/21/2022,0.346352974,2.22,4.11952,13168,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
########,0.643452676,4.4,4.189378,15466,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
7/17/2021,0.853698212,7.14,4.198657,15800,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
11/1/2022,0.556302501,3.6,4.217481,16499.88,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
7/15/2022,0.766412847,5.84,4.223297,16722.34,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
12/2/2022,0.516535374,3.285,4.256108,18034.65,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
1/14/2021,0.983175072,9.62,4.4133,25900,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
########,0.840733235,6.93,4.440616,27581.4,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
7/18/2022,0.944482672,8.8,4.469527,29480,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
########,0.890421019,7.77,4.491824,31033,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
########,0.945468585,8.82,4.565598,36778.8,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
2/2/2022,0.799340549,6.3,4.590485,38948,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
6/4/2021,0.924279286,8.4,4.629715,42630,0,1,95125,SAN JOSE,CA,4.440389506,27567,6.655450784,4523252,4523.252
12/9/2022,0.903089987,8,4.34733,22250,0,1,94941,MILL VALLEY,CA,4.440357997,27565,6.65359896,4504006,4504.006
4/23/2021,0.742332282,5.525,4.385785,24310,0,1,94941,MILL VALLEY,CA,4.440357997,27565,6.65359896,4504006,4504.006
5/3/2022,0.556816715,3.604265,4.427326,26750.16,0,1,94941,MILL VALLEY,CA,4.440357997,27565,6.65359896,4504006,4504.006
7/8/2022,0.890421019,7.77,4.551426,35598,0,1,94941,MILL VALLEY,CA,4.440357997,27565,6.65359896,4504006,4504.006
########,0.919078092,8.3,4.552547,35690,0,1,94941,MILL VALLEY,CA,4.440357997,27565,6.65359896,4504006,4504.006
########,0.983175072,9.62,4.802377,63442,0,1,94941,MILL VALLEY,CA,4.440357997,27565,6.65359896,4504006,4504.006
9/7/2021,1.021189299,10.5,4.732394,54000,0,1,90274,ROLLING HILLS,CA,4.440231936,27557,6.640200297,4367172,4367.172
########,0.936513742,8.64,4.76103,57680.64,0,1,90274,PALOS VERDES PENINSULA,CA,4.440231936,27557,6.640200297,4367172,4367.172
5/7/2021,0.786751422,6.12,4.104521,12720.98,0,1,94566,PLEASANTON,CA,4.440216176,27556,6.639661168,4361754,4361.754
9/7/2022,0.505149978,3.2,4.274135,18799,0,1,94566,PLEASANTON,CA,4.440216176,27556,6.639661168,4361754,4361.754
