installation_date,lPV_system_size_DC,PV_system_size_DC,ltotal_installed_price,total_installed_price,lrebate_or_grant,rebate_or_grant,zip_code,city,state,lzip_code_id,zip_code_id,lzip_income,zip_income
########,0.77,5.92,4.455369,28534.4,3.195346,1568,94539,Fremont,CA,4.440594262,27580,6.691855986,4918764
########,0.99,9.675,4.692142,49220,3.701827,5033,92037,La Jolla,CA,4.440484021,27573,6.668212444,4658139
########,1.02,10.464,4.799341,63000,4.130527,13506,91302,Woodland Hills,CA,4.44046827,27572,6.667560999,4651157
6/23/2012 0:00,0.61,4.05,4.534343,34225,2.931458,854,95032,Los Gatos,CA,4.440421013,27569,6.660474722,4575881
9/3/2011 0:00,0.77,5.92,4.726564,53280,3.222976,1671,95032,Los Gatos,CA,4.440421013,27569,6.660474722,4575881
7/29/2011 0:00,0.52,3.33,4.231724,17050,2.986772,970,95125,San Jose,CA,4.440389506,27567,6.655450784,4523252
7/7/2012 0:00,0.76,5.76,4.485721,30600,3.091315,1234,95125,San Jose,CA,4.440389506,27567,6.655450784,4523252
########,0.36,2.3,4.224015,16750,2.736397,545,94941,Mill Valley,CA,4.440357997,27565,6.65359896,4504006
########,0.43,2.7,4.378234,23891,3.807129,6414,94566,Pleasanton,CA,4.440216176,27556,6.639661168,4361754
12/7/2012 0:00,0.43,2.704,4.255875,18025,3.482159,3035,94566,Pleasanton,CA,4.440216176,27556,6.639661168,4361754
########,0.51,3.22,4.221258,16644,2.969416,932,94566,Pleasanton,CA,4.440216176,27556,6.639661168,4361754
########,0.57,3.72,4.442281,27687.31,2.962369,917,94566,Pleasanton,CA,4.440216176,27556,6.639661168,4361754
########,0.60,3.99,4.489152,30842.7,2.850646,709,94566,Pleasanton,CA,4.440216176,27556,6.639661168,4361754
1/22/2011 0:00,0.80,6.3,4.505001,31989,3.5168,3287,94566,Pleasanton,CA,4.440216176,27556,6.639661168,4361754
########,0.64,4.32,4.332277,21492,2.850033,708,92677,Laguna Niguel,CA,4.44015313,27552,6.636305715,4328184
########,0.80,6.3,4.701343,50274,3.449324,2814,92677,Laguna Niguel,CA,4.44015313,27552,6.636305715,4328184
########,1.11,12.76,4.802644,63481,3.402433,2526,92677,Laguna Niguel,CA,4.44015313,27552,6.636305715,4328184
########,0.47,2.96,4.2854,19293,2.928396,848,94583,San Ramon,CA,4.440074309,27547,6.626678123,4233291
########,0.74,5.52,4.531479,34000,3.192846,1559,94568,Dublin,CA,4.439900853,27536,6.613241849,4104326
12/7/2011 0:00,0.41,2.59,4.130848,13516,2.693727,494,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
4/27/2012 0:00,0.47,2.96,4.171869,14854.86,2.854306,715,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
########,0.49,3.12,4.300335,19968,2.727541,534,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
1/26/2011 0:00,0.50,3.192,4.218588,16542,3.237041,1726,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
7/1/2011 0:00,0.51,3.24,4.236466,17237.19,2.939519,870,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
1/1/2012 0:00,0.54,3.5,4.223626,16735,2.982723,961,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
7/1/2011 0:00,0.57,3.7,4.276462,18900,3.024486,1058,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
5/5/2012 0:00,0.62,4.14,4.286721,19351.8,2.89487,785,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
########,0.64,4.32,4.334454,21600,3.104487,1272,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
3/1/2012 0:00,0.72,5.28,4.515026,32736,3.197281,1575,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
########,0.77,5.92,4.452538,28348.99,3.20167,1591,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
8/2/2012 0:00,0.81,6.44,4.593286,39200,3.054613,1134,95120,San Jose,CA,4.43977466,27528,6.603664132,4014802
########,1.00,10.08,4.869232,74000,4.243038,17500,11743,Huntington,NY,4.439727328,27525,6.60153472,3995165
11/2/2012 0:00,0.97,9.31,4.857129,71966.3,3.260548,1822,95035,Milpitas,CA,4.43966421,27521,6.593667348,3923443
9/8/2011 0:00,0.60,4,4.44481,27849,3.016616,1039,92024,Encinitas,CA,4.439506377,27511,6.582265456,3821778
########,1.21,16.215,4.914169,82067.15,3.502837,3183,92024,Encinitas,CA,4.439506377,27511,6.582265456,3821778
########,0.30,2,4.049296,11202,3.268578,1856,92651,Laguna Beach,CA,4.439427439,27506,6.575330007,3761231
1/18/2012 0:00,0.68,4.8,4.487633,30735,3.080987,1205,94070,San Carlos,CA,4.439411649,27505,6.574703845,3755812
########,0.72,5.29,4.625459,42214.2,3.162266,1453,94536,Fremont,CA,4.439332694,27500,6.569919303,3714662
6/22/2011 0:00,0.73,5.4,4.600308,39839,3.108903,1285,94403,San Mateo,CA,4.439269519,27496,6.566120347,3682310
1/30/2011 0:00,0.79,6.21,4.605305,40300,3.507991,3221,94403,San Mateo,CA,4.439269519,27496,6.566120347,3682310
########,0.36,2.28,4.157336,14366,3.620864,4177,95762,El Dorado Hills,CA,4.439158941,27489,6.558879375,3621424
6/23/2012 0:00,0.40,2.5,3.973682,9412,3.619198,4161,95762,El Dorado Hills,CA,4.439158941,27489,6.558879375,3621424
########,0.44,2.76,4.206245,16078.49,2.885361,768,95762,El Dorado Hills,CA,4.439158941,27489,6.558879375,3621424
########,0.77,5.886,4.561757,36455,3.089905,1230,95762,El Dorado Hills,CA,4.439158941,27489,6.558879375,3621424
########,0.96,9.165,4.751279,56400,3.67385,4719,95762,El Dorado Hills,CA,4.439158941,27489,6.558879375,3621424
########,1.15,14.235,4.180556,15155,3.73496,5432,95762,El Dorado Hills,CA,4.439158941,27489,6.558879375,3621424
########,0.72,5.232,4.517499,32923,3.468347,2940,90275,Rancho Palos Verdes,CA,4.439048335,27482,6.555046661,3589605
########,0.60,3.96,4.472756,29700,3.062958,1156,94526,Danville,CA,4.438937701,27475,6.549543831,3544409
7/8/2012 0:00,0.75,5.64,4.441569,27642,3.040207,1097,94526,Danville,CA,4.438937701,27475,6.549543831,3544409
12/7/2012 0:00,0.85,7,4.45393,28440,3.0306,1073,94526,Danville,CA,4.438937701,27475,6.549543831,3544409
6/16/2011 0:00,0.07,1.175,4.056142,11380,2.783189,607,94107,San Francisco,CA,4.438906086,27473,6.548629043,3536951
########,0.37,2.35,4.373004,23605,3.322839,2103,94107,San Francisco,CA,4.438906086,27473,6.548629043,3536951
########,0.47,2.96,4.170262,14800,3.152288,1420,95124,San Jose,CA,4.438874469,27471,6.54661175,3520560
########,0.72,5.28,4.544068,35000,3.666986,4645,90064,Los Angeles,CA,4.438732163,27462,6.538741588,3457336
8/2/2012 0:00,0.58,3.84,4.415799,26049.5,2.879096,757,94582,San Ramon,CA,4.438700533,27460,6.537050785,3443902
6/18/2011 0:00,0.38,2.4,4.365757,23214.4,2.837588,688,94086,Sunnyvale,CA,4.438668901,27458,6.535969347,3435337
########,0.39,2.464,4.324591,21115,2.719331,524,92127,San Diego,CA,4.438526527,27449,6.525852491,3356236
########,0.70,5.06,4.270614,18647.2,3.828338,6735,6824,Fairfield,CT,4.438463235,27445,6.523206644,3335851
########,0.46,2.88,4.156186,14328,2.767898,586,94040,Mountain View,CA,4.438431586,27443,6.522664976,3331693
4/3/2012 0:00,0.48,3.01,4.18568,15334.85,3.854549,7154,94040,Mountain View,CA,4.438431586,27443,6.522664976,3331693
########,0.68,4.8,4.378034,23880,2.874482,749,94040,Mountain View,CA,4.438431586,27443,6.522664976,3331693
########,0.28,1.92,4.010427,10243,2.592177,391,94558,Napa,CA,4.43841576,27442,6.522444886,3330005
1/19/2012 0:00,0.65,4.5,4.415082,26006.49,3.026942,1064,94558,Napa,CA,4.43841576,27442,6.522444886,3330005
########,0.98,9.6,4.561101,36400,3.183839,1527,94558,Napa,CA,4.43841576,27442,6.522444886,3330005
########,0.41,2.58,4.128457,13441.8,2.826723,671,94122,San Francisco,CA,4.438399934,27441,6.52195776,3326272
7/28/2012 0:00,0.87,7.36,4.632457,42900,3.158965,1442,94506,Danville,CA,4.438273303,27433,6.515373587,3276224
1/12/2011 0:00,0.53,3.375,4.376843,23814.59,3.222716,1670,95030,Los Gatos,CA,4.438257472,27432,6.515365501,3276163
7/11/2012 0:00,0.81,6.45,4.506353,32088.75,3.104146,1271,95030,Los Gatos,CA,4.438257472,27432,6.515365501,3276163
4/16/2012 0:00,0.34,2.205,4.322922,21034,3.685742,4850,94550,Livermore,CA,4.438099127,27422,6.508248582,3222913
2/3/2012 0:00,0.34,2.205,4.322922,21034,3.682686,4816,94550,Livermore,CA,4.438099127,27422,6.508248582,3222913
########,0.59,3.92,4.330457,21402.12,2.872739,746,94550,Livermore,CA,4.438099127,27422,6.508248582,3222913
1/12/2011 0:00,0.71,5.18,4.421657,26403.2,3.169674,1478,94550,Livermore,CA,4.438099127,27422,6.508248582,3222913
12/7/2012 0:00,0.80,6.24,4.454845,28500,3.0187,1044,94550,Livermore,CA,4.438099127,27422,6.508248582,3222913
4/19/2012 0:00,0.90,7.99,4.715681,51961.36,3.209515,1620,94550,Livermore,CA,4.438099127,27422,6.508248582,3222913
########,1.10,12.54,4.818885,65900,3.802568,6347,94550,Livermore,CA,4.438099127,27422,6.508248582,3222913
4/15/2012 0:00,0.57,3.68,4.306211,20240,3.31471,2064,91709,Chino Hills,CA,4.438035772,27418,6.505671768,3203847
4/1/2012 0:00,0.62,4.16,4.404536,25382.6,3.545183,3509,91709,Chino Hills,CA,4.438035772,27418,6.505671768,3203847
########,0.63,4.3,4.611681,40896,3.698014,4989,91709,Chino Hills,CA,4.438035772,27418,6.505671768,3203847
6/25/2011 0:00,0.74,5.52,4.688092,48763.2,3.682416,4813,91709,Chino Hills,CA,4.438035772,27418,6.505671768,3203847
5/3/2012 0:00,0.79,6.11,4.541916,34827,3.523486,3338,91709,Chino Hills,CA,4.438035772,27418,6.505671768,3203847
########,0.74,5.46,4.568143,36995,3.834103,6825,19067,Morrisville,PA,4.438019932,27417,6.505660653,3203765
########,1.06,11.52,4.783332,60720,3.875061,7500,19067,Yardley,PA,4.438019932,27417,6.505660653,3203765
7/9/2011 0:00,0.65,4.5,4.490436,30934,3.049606,1121,94563,Orinda,CA,4.437972408,27414,6.502474644,3180348
########,0.57,3.68,4.193403,15610,2.849419,707,95008,Campbell,CA,4.43792488,27411,6.501969914,3176654
########,0.68,4.8,4.378034,23880,2.889862,776,95008,Campbell,CA,4.43792488,27411,6.501969914,3176654
6/18/2011 0:00,0.41,2.59,4.139347,13783.1,3.115611,1305,95123,San Jose,CA,4.437893191,27409,6.501446119,3172825
12/8/2011 0:00,0.41,2.59,4.113877,12998,2.721811,527,95123,San Jose,CA,4.437893191,27409,6.501446119,3172825
5/9/2012 0:00,0.52,3.29,4.407788,25573.35,2.843855,698,95123,San Jose,CA,4.437893191,27409,6.501446119,3172825
########,0.52,3.33,4.211548,16276,2.827369,672,95123,San Jose,CA,4.437893191,27409,6.501446119,3172825
11/9/2011 0:00,0.83,6.72,4.635252,43177,3.255755,1802,95123,San Jose,CA,4.437893191,27409,6.501446119,3172825
9/9/2012 0:00,0.89,7.848,4.643453,44000,3.214579,1639,95123,San Jose,CA,4.437893191,27409,6.501446119,3172825
1/11/2012 0:00,0.70,5.06,4.680934,47966,3.410946,2576,92886,Yorba Linda,CA,4.437798111,27403,6.49439506,3121728
########,0.72,5.28,4.631533,42808.79,3.410777,2575,92886,Yorba Linda,CA,4.437798111,27403,6.49439506,3121728
11/2/2011 0:00,0.57,3.7,4.387746,24420,3.544936,3507,91362,Thousand Oaks,CA,4.437782262,27402,6.494384904,3121655
1/12/2012 0:00,0.92,8.28,4.624412,42112.6,3.872622,7458,91362,Thousand Oaks,CA,4.437782262,27402,6.494384904,3121655
########,0.93,8.58,4.63028,42685.5,3.392521,2469,91362,Thousand Oaks,CA,4.437782262,27402,6.494384904,3121655
1/24/2011 0:00,0.48,3.01,4.379306,23950,2.949878,891,92009,Carlsbad,CA,4.43770301,27397,6.491895828,3103815
########,0.69,4.9,4.482874,30400,2.939519,870,92009,Carlsbad,CA,4.43770301,27397,6.491895828,3103815
1/20/2012 0:00,0.79,6.21,4.52763,33700,3.129045,1346,92009,Carlsbad,CA,4.43770301,27397,6.491895828,3103815
########,0.84,6.867,4.614897,41200,3.047275,1115,92009,Carlsbad,CA,4.43770301,27397,6.491895828,3103815
6/29/2012 0:00,0.51,3.27,4.3934,24740,3.16776,1471.5,2138,Cambridge,MA,4.437592032,27390,6.488256622,3077915
1/20/2012 0:00,0.51,3.24,4.219825,16589.18,2.959041,910,95037,Morgan Hill,CA,4.437544462,27387,6.485727103,3060040
########,0.52,3.33,4.211548,16276,2.810904,647,95037,Morgan Hill,CA,4.437544462,27387,6.485727103,3060040
4/13/2012 0:00,0.58,3.8,4.357935,22800,2.899821,794,95037,Morgan Hill,CA,4.437544462,27387,6.485727103,3060040
########,0.59,3.885,4.354108,22600,3.020361,1048,95037,Morgan Hill,CA,4.437544462,27387,6.485727103,3060040
########,0.62,4.14,4.493109,31125,2.848805,706,95037,Morgan Hill,CA,4.437544462,27387,6.485727103,3060040
4/6/2012 0:00,0.63,4.23,4.547159,35250,2.928396,848,95037,Morgan Hill,CA,4.437544462,27387,6.485727103,3060040
########,0.93,8.568,4.838818,68995,3.89878,7921,90402,Santa Monica,CA,4.437496886,27384,6.484900886,3054224
########,0.85,7.095,4.752955,56618.1,3.273233,1876,95747,Roseville,CA,4.437481026,27383,6.482186598,3035195
########,0.67,4.73,4.391699,24643.3,3.383456,2418,90066,Los Angeles,CA,4.437433444,27380,6.481206354,3028352
########,0.63,4.3,4.535471,34314,3.567732,3696,92648,Huntington Beach,CA,4.437274797,27370,6.478365173,3008605
4/10/2011 0:00,0.53,3.36,4.428342,26812.8,3.180126,1514,94404,Foster City,CA,4.43725893,27369,6.47793884,3005653
12/7/2011 0:00,0.47,2.96,4.359471,22880.8,2.883661,765,95129,San Jose,CA,4.437147839,27362,6.475091112,2986009
########,0.83,6.72,4.614106,41125,3.158061,1439,95129,San Jose,CA,4.437147839,27362,6.475091112,2986009
########,0.62,4.18,4.391292,24620.2,3.357172,2276,93065,Simi Valley,CA,4.437004965,27353,6.470119884,2952024
7/11/2012 0:00,0.71,5.1,4.423171,26495.42,3.427648,2677,93065,Simi Valley,CA,4.437004965,27353,6.470119884,2952024
########,0.83,6.72,4.537492,34474,3.274389,1881,93065,Simi Valley,CA,4.437004965,27353,6.470119884,2952024
7/21/2012 0:00,0.95,8.93,4.649821,44650,3.685204,4844,93065,Simi Valley,CA,4.437004965,27353,6.470119884,2952024
1/22/2012 0:00,0.49,3.08,4.298052,19863.32,3.2403,1739,91011,La Canada Flintridge,CA,4.436925571,27348,6.469019818,2944556
########,0.52,3.29,4.085398,12173,2.988559,974,91011,La Canada,CA,4.436925571,27348,6.469019818,2944556
########,0.63,4.3,4.413132,25890,3.557146,3607,91011,La Canada Flintridge,CA,4.436925571,27348,6.469019818,2944556
6/28/2012 0:00,0.64,4.32,4.332277,21492,3.371437,2352,92620,Irvine,CA,4.436877928,27345,6.468371703,2940165
1/26/2012 0:00,0.36,2.28,4.156882,14351,3.638789,4353,92592,Temecula,CA,4.43670319,27334,6.463669516,2908503
########,0.36,2.3,4.007705,10179,3.718086,5225,92592,Temecula,CA,4.43670319,27334,6.463669516,2908503
########,0.36,2.3,3.985067,9662,3.672836,4708,92592,Temecula,CA,4.43670319,27334,6.463669516,2908503
9/2/2012 0:00,0.50,3.145,4.222282,16683.3,3.242293,1747,92592,Temecula,CA,4.43670319,27334,6.463669516,2908503
2/8/2012 0:00,0.55,3.525,4.518027,32963,3.275542,1886,92592,Temecula,CA,4.43670319,27334,6.463669516,2908503
7/5/2012 0:00,0.58,3.84,4.281124,19104,3.268344,1855,92592,Temecula,CA,4.43670319,27334,6.463669516,2908503
11/2/2012 0:00,0.65,4.5,4.381566,24075,3.101747,1264,92592,Temecula,CA,4.43670319,27334,6.463669516,2908503
1/25/2012 0:00,0.72,5.28,4.588944,38810,3.461499,2894,92592,Temecula,CA,4.43670319,27334,6.463669516,2908503
########,1.23,16.92,4.970003,93326,3.693287,4935,92592,Temecula,CA,4.43670319,27334,6.463669516,2908503
11/7/2011 0:00,0.15,1.41,4.060962,11507,2.879096,757,94112,San Francisco,CA,4.436655522,27331,6.462263945,2899105
6/1/2012 0:00,0.15,1.41,4.047547,11157,2.609594,407,94112,San Francisco,CA,4.436655522,27331,6.462263945,2899105
########,0.15,1.41,4.043126,11044,2.454845,285,94112,San Francisco,CA,4.436655522,27331,6.462263945,2899105
10/7/2012 0:00,0.51,3.25,4.087292,12226.21,2.817565,657,94112,San Francisco,CA,4.436655522,27331,6.462263945,2899105
########,0.56,3.6,4.253096,17910,2.825426,669,94043,Mountain View,CA,4.436528382,27323,6.459651329,2881717
########,0.95,8.88,4.761326,57720,3.878292,7556,92679,Trabuco Canyon,CA,4.436512487,27322,6.459551097,2881052
########,0.87,7.392,4.651675,44841,3.172603,1488,94507,Alamo,CA,4.436464798,27319,6.457555978,2867847
12/6/2012 0:00,0.36,2.3,4.019864,10468,3.741309,5512,92618,Lake Forest,CA,4.436401205,27315,6.456929188,2863711
8/2/2012 0:00,0.97,9.36,4.604593,40234,0,1,1742,Concord,MA,4.436385305,27314,6.455795761,2856247
8/5/2011 0:00,0.49,3.12,4.30103,20000,2.879669,758,94513,Brentwood,CA,4.436146739,27299,6.44719541,2800241
4/20/2011 0:00,0.75,5.67,4.655586,45246.6,3.481443,3030,94513,Brentwood,CA,4.436146739,27299,6.44719541,2800241
1/5/2012 0:00,0.77,5.92,4.660501,45761.6,3.083503,1212,94513,Brentwood,CA,4.436146739,27299,6.44719541,2800241
12/6/2011 0:00,0.69,4.935,4.59529,39381.3,4.115191,13037.4,91423,Sherman Oaks,CA,4.435908041,27284,6.437461518,2738177
########,0.70,5.04,4.462038,28976,3.645815,4424,91423,Sherman Oaks,CA,4.435908041,27284,6.437461518,2738177
########,0.55,3.52,4.451909,28308,3.514946,3273,91361,Westlake Village,CA,4.435796604,27277,6.435131526,2723526
10/4/2012 0:00,0.54,3.43,4.193592,15616.8,3.604766,4025,90291,Venice,CA,4.435748836,27274,6.433825337,2715347
1/25/2012 0:00,0.86,7.2,4.653213,45000,3.732394,5400,19335,Downingtown,PA,4.435685138,27270,6.432097263,2704564
8/4/2011 0:00,0.16,1.44,4.003461,10080,3.130655,1351,92705,Santa Ana,CA,4.435525851,27260,6.427854357,2678270
7/14/2012 0:00,0.73,5.4,4.646404,44300,3.177248,1504,92705,Santa Ana,CA,4.435525851,27260,6.427854357,2678270
########,0.78,6,4.474944,29850,3.44917,2813,92705,Santa Ana,CA,4.435525851,27260,6.427854357,2678270
########,0.89,7.79,4.716504,52060,3.846461,7022,92705,Santa Ana,CA,4.435525851,27260,6.427854357,2678270
########,0.79,6.11,4.539641,34645.04,3.493597,3116,92625,Corona del Mar,CA,4.435462121,27256,6.425893213,2666203
9/6/2012 0:00,0.95,9,4.707144,50950,3.662663,4599,92625,Corona del Mar,CA,4.435462121,27256,6.425893213,2666203
9/8/2012 0:00,0.95,8.82,4.720715,52567.2,3.585122,3847,92656,Aliso Viejo,CA,4.435302752,27246,6.421597182,2639959
########,0.45,2.8,4.401401,25200,2.908485,810,92064,Poway,CA,4.435286812,27245,6.421453707,2639087
########,0.60,4,4.439333,27500,2.920123,832,92064,Poway,CA,4.435286812,27245,6.421453707,2639087
12/8/2011 0:00,0.69,4.9,4.309615,20399.29,3.167908,1472,92064,Poway,CA,4.435286812,27245,6.421453707,2639087
6/21/2012 0:00,0.84,6.86,4.461501,28940.17,3.146128,1400,92064,Poway,CA,4.435286812,27245,6.421453707,2639087
########,0.87,7.35,4.501964,31766.12,3.068928,1172,92064,Poway,CA,4.435286812,27245,6.421453707,2639087
########,0.55,3.57,4.155313,14299.25,3.154728,1428,2459,Newton,MA,4.435159271,27237,6.417508229,2615220
4/12/2011 0:00,1.08,11.96,4.826155,67012.31,4.477121,30000,78258,San Antonio,TX,4.43512738,27235,6.41728116,2613853
########,0.71,5.13,4.438527,27449,3.128399,1344,95020,Gilroy,CA,4.43506359,27231,6.416213991,2607438
7/2/2012 0:00,0.73,5.4,4.381963,24097,3.607455,4050,19446,Lansdale,PA,4.435015742,27228,6.41504283,2600416
7/16/2012 0:00,0.33,2.16,4.243356,17512.8,2.561101,364,92129,San Diego,CA,4.434999791,27227,6.414525627,2597321
10/7/2012 0:00,0.47,2.94,4.158604,14408,2.774517,595,92129,San Diego,CA,4.434999791,27227,6.414525627,2597321
11/4/2011 0:00,0.64,4.32,4.50974,32340,3.090963,1233,92129,San Diego,CA,4.434999791,27227,6.414525627,2597321
10/4/2012 0:00,0.64,4.335,4.27568,18866,2.943989,879,92129,San Diego,CA,4.434999791,27227,6.414525627,2597321
4/9/2011 0:00,0.88,7.56,4.780525,60328.8,3.581381,3814,92129,San Diego,CA,4.434999791,27227,6.414525627,2597321
10/6/2011 0:00,0.53,3.36,4.428342,26812.8,3.448397,2808,94116,San Francisco,CA,4.434872166,27219,6.412943631,2587877
########,0.69,4.905,4.532984,34118,2.928908,849,94588,Pleasanton,CA,4.434840253,27217,6.412301081,2584051
########,0.76,5.76,4.457216,28656,2.951338,894,94588,Pleasanton,CA,4.434840253,27217,6.412301081,2584051
4/18/2012 0:00,1.09,12.32,4.873693,74764,3.415641,2604,94588,Pleasanton,CA,4.434840253,27217,6.412301081,2584051
1/13/2011 0:00,0.79,6.11,4.518514,33000,4.183981,15275,11733,East Setauket,NY,4.434760462,27212,6.410319423,2572287
6/29/2012 0:00,0.26,1.8,3.90827,8096,3.588832,3880,92336,Fontana,CA,4.434632766,27204,6.407328688,2554634
8/5/2011 0:00,0.36,2.3,4.263731,18354,3.454235,2846,92336,Fontana,CA,4.434632766,27204,6.407328688,2554634
########,0.36,2.3,3.987219,9710,3.686189,4855,92336,Fontana,CA,4.434632766,27204,6.407328688,2554634
########,0.50,3.192,4.350674,22422,3.460296,2886,92336,Fontana,CA,4.434632766,27204,6.407328688,2554634
########,0.70,5,4.574031,37500,3.665581,4630,92336,Fontana,CA,4.434632766,27204,6.407328688,2554634
########,0.92,8.28,4.307196,20286,4.201332,15897.6,78738,-1,TX,4.434616802,27203,6.407274454,2554315
########,0.33,2.16,4.243356,17512.8,2.564666,367,92692,Mission Viejo,CA,4.434600836,27202,6.407262722,2554246
11/4/2011 0:00,0.37,2.35,4.262641,18308,2.701568,503,92692,Mission Viejo,CA,4.434600836,27202,6.407262722,2554246
8/9/2012 0:00,0.52,3.29,4.352183,22500,2.850033,708,92692,Mission Viejo,CA,4.434600836,27202,6.407262722,2554246
4/4/2012 0:00,0.94,8.64,4.729165,53600,3.689042,4887,92692,Mission Viejo,CA,4.434600836,27202,6.407262722,2554246
########,0.58,3.84,4.334896,21622,2.780317,603,92126,San Diego,CA,4.434457123,27193,6.404123903,2535852
########,0.73,5.355,4.506911,32130,3.055378,1136,92126,San Diego,CA,4.434457123,27193,6.404123903,2535852
########,0.73,5.355,4.440531,27576,3.30103,2000,2360,Plymouth,MA,4.434313362,27184,6.400482382,2514678
8/5/2012 0:00,0.47,2.94,4.012415,10290,2.931966,855,91320,Newbury Park,CA,4.434169553,27175,6.397780333,2499081
