parcel,sprice,abstrprd,livearea,finbsmnt,basement,yrbuilt,totunits,stories,nocars,numbdrm,numbaths,deduct,netprice,tasp,smonth,syear,condition_AVG,condition_Excel,condition_Fair,condition_Good,condition_VGood,quality_A,quality_B,quality_C,quality_D,quality_X,gartype_Att,gartype_Att/Det,gartype_CP,gartype_Det,gartype_None,gartype_att/CP,gartype_det/CP,arcstyle_BI-LEVEL,arcstyle_CONVERSIONS,arcstyle_END UNIT,arcstyle_MIDDLE UNIT,arcstyle_ONE AND HALF-STORY,arcstyle_ONE-STORY,arcstyle_SPLIT LEVEL,arcstyle_THREE-STORY,arcstyle_TRI-LEVEL,arcstyle_TRI-LEVEL WITH BASEMENT,arcstyle_TWO AND HALF-STORY,arcstyle_TWO-STORY,qualified_Q,qualified_U,status_I,status_V,before1980
06332-21-017-000,389900,1112,2940,1548,1629,1985,1,2,2,3,4,0,389900,389900,5,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
06332-21-055-000,427000,1112,2575,1055,1111,1979,1,2,3,3,4,0,427000,427000,6,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
06332-22-016-000,447900,1112,2296,0,652,1981,1,2,3,2,2,0,447900,447900,9,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
06333-04-004-004,43000,1130,714,0,0,1978,1,1,0,1,1,0,43000,43000,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-008-008,45800,1130,714,0,0,1978,1,1,0,1,1,0,45800,45800,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-024-024,64000,1130,914,0,0,1978,1,1,0,2,2,0,64000,64000,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-025-025,59089,1130,914,0,0,1978,1,1,0,2,1,0,59089,59089,2,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-032-032,63000,1130,914,0,0,1978,1,1,0,2,1,2000,61000,61000,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-050-050,70000,1130,914,0,0,1978,1,1,0,2,2,1680,68320,68320,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-057-057,66000,1130,728,0,0,1978,1,1,0,1,1,0,66000,66000,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-080-080,37302,1130,728,0,0,1978,1,1,0,1,1,0,37302,37302,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-088-088,72000,1130,924,0,0,1978,1,1,0,2,2,0,72000,72000,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-103-103,68000,1130,924,0,0,1978,1,1,0,2,2,0,68000,68000,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-114-114,73500,1130,891,0,0,1978,1,1,0,2,1,0,73500,73500,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-114-114,47500,1130,891,0,0,1978,1,1,0,2,1,0,47500,47500,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-146-146,105000,1130,1247,0,0,1978,1,1,0,2,2,0,105000,105000,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-148-148,45000,1130,728,0,0,1978,1,1,0,1,1,0,45000,45000,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-157-157,43775,1130,714,0,0,1978,1,1,0,1,1,0,43775,43775,1,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-170-170,48000,1130,888,0,0,1978,1,2,0,1,2,0,48000,48000,2,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-174-174,79900,1130,888,0,0,1978,1,2,0,1,2,3533,76367,76367,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-175-175,91500,1130,888,0,0,1978,1,2,0,1,2,0,91500,91500,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-208-208,35000,1130,728,0,0,1978,1,1,0,1,1,0,35000,35000,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-231-231,56000,1130,914,0,0,1978,1,1,0,2,2,0,56000,56000,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-232-232,45000,1130,914,0,0,1978,1,1,0,2,2,0,45000,45000,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-251-251,75100,1130,1247,0,0,1978,1,1,0,2,2,0,75100,75100,1,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-264-264,54000,1130,728,0,0,1978,1,1,0,1,1,0,54000,54000,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-279-279,77000,1130,728,0,0,1978,1,1,0,1,1,0,77000,77000,1,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-291-291,33237,1130,728,0,0,1978,1,1,0,1,1,0,33237,33237,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-306-306,85900,1130,914,0,0,1978,1,1,0,2,2,2368,83532,83532,2,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-04-306-306,54600,1130,914,0,0,1978,1,1,0,2,2,0,54600,54600,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-04-307-307,70000,1130,914,0,0,1978,1,1,0,2,2,0,70000,70000,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-008-008,64000,1130,808,0,0,1974,1,1,0,1,1,0,64000,64000,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-011-011,80000,1130,1050,0,0,1974,1,1,0,2,2,0,80000,80000,1,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-023-023,50400,1130,1050,0,0,1974,1,1,0,2,2,0,50400,50400,1,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-05-025-025,86000,1130,1050,0,0,1974,1,1,0,2,2,3500,82500,82500,2,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-036-036,89000,1130,1050,0,0,1974,1,1,0,2,2,0,89000,89000,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-040-040,64000,1130,740,0,0,1974,1,1,0,1,1,0,64000,64000,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-05-054-054,77000,1130,1050,0,0,1974,1,1,0,2,2,0,77000,77000,11,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-099-099,70000,1130,735,0,0,1974,1,1,0,1,1,0,70000,70000,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-103-103,100000,1130,1050,0,0,1974,1,1,0,2,2,0,100000,100000,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-120-120,69500,1130,740,0,0,1974,1,1,0,1,1,0,69500,69500,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-138-138,61000,1130,754,0,0,1974,1,1,0,1,1,0,61000,61000,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06333-05-145-145,69900,1130,1050,0,0,1974,1,1,0,2,2,0,69900,69900,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-05-174-174,80000,1130,1050,0,0,1974,1,1,0,2,2,0,80000,80000,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06333-06-008-000,304000,1112,2389,0,1808,1983,1,2,2,3,3,0,304000,304000,1,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
06333-06-027-000,315000,1112,2242,997,1050,1984,1,2,2,3,4,0,315000,315000,12,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
06333-06-052-000,290000,1112,1374,681,1362,1991,1,1,2,2,3,0,290000,290000,4,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
06333-06-054-000,417500,1112,1536,1480,1536,1991,1,1,2,2,3,0,417500,417500,4,2012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
06333-06-054-000,290000,1112,1536,1480,1536,1991,1,1,2,2,3,0,290000,290000,4,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
06333-07-014-000,305000,1112,1818,935,935,1986,1,2,2,2,4,4597,300403,300403,10,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
06333-07-020-000,309900,1112,1707,1180,1432,1985,1,1,2,2,3,385,309515,309515,6,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
06333-07-024-000,283500,1112,1410,987,1410,1993,1,1,2,2,3,5350,278150,278150,2,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
06333-08-001-000,364900,1112,1716,752,894,1987,1,1,3,3,3,0,364900,364900,4,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
06333-09-008-000,400000,1112,2383,750,777,1986,1,2,2,3,4,0,400000,400000,5,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
06333-09-008-000,355000,1112,2383,750,777,1986,1,2,2,3,4,0,355000,355000,6,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
06333-09-014-000,358000,1112,2347,700,777,1987,1,2,2,3,3,0,358000,358000,7,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
06333-10-004-000,310000,1112,1536,1100,1536,1988,1,1,2,3,3,0,310000,310000,3,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
06333-10-007-000,232500,1112,1388,540,1362,1989,1,1,2,2,3,800,231700,231700,11,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
06333-10-015-000,225000,1112,1374,522,1362,1987,1,1,2,2,2,3000,222000,222000,11,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
06333-10-022-000,297500,1112,1535,628,1523,1987,1,1,2,3,2,0,297500,297500,9,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
06333-10-045-000,308000,1112,1531,1377,1523,1986,1,1,2,3,3,3000,305000,305000,3,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
06333-10-047-000,209000,1112,1294,688,1110,1990,1,1,2,3,3,0,209000,209000,10,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
06333-10-051-000,289000,1112,1410,1057,1410,1990,1,1,2,2,3,0,289000,289000,5,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
06334-03-006-000,220000,1112,2333,0,0,1968,1,1,2,4,3,0,220000,220000,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06334-04-014-000,225000,1112,1694,1275,1416,1962,1,1,2,3,3,0,225000,225000,5,2012,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
06334-07-019-000,224000,1112,2314,0,0,1963,1,1,2,3,2,0,224000,224000,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06334-10-001-000,270000,1112,1448,1120,1414,1963,1,1,2,3,3,0,270000,270000,6,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
06334-10-003-000,225000,1112,2174,210,701,1964,1,1,2,3,3,0,225000,225000,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
06334-10-004-000,225500,1112,2312,0,0,1964,1,1,2,4,2,0,225500,225500,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
06334-12-003-000,238000,1112,1756,288,687,1968,1,2,2,4,3,2380,235620,235620,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
06334-12-004-000,292000,1112,1972,628,659,1968,1,1,2,3,3,0,292000,292000,6,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
06334-14-005-000,196500,1112,1923,0,0,1969,1,1,2,3,3,0,196500,196500,4,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
06334-15-001-000,219000,1112,1908,300,648,1969,1,1,2,3,3,2500,216500,216500,7,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
06334-16-004-000,280500,1112,1972,527,659,1968,1,1,2,3,3,5500,275000,275000,10,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
06334-16-010-000,219900,1112,1758,554,768,1967,1,1,2,4,3,6000,213900,213900,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
06334-16-011-000,227500,1112,1972,494,659,1968,1,1,2,3,3,5622,221878,221878,5,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
06334-17-009-000,226500,1112,1908,0,0,1967,1,1,2,3,3,0,226500,226500,5,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
06334-17-021-000,232000,1112,1753,0,0,1968,1,1,2,4,3,5899,226101,226101,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
06334-18-034-000,283000,1112,2204,557,696,1976,1,1,2,4,3,3000,280000,280000,9,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
06334-18-042-000,201000,1112,1907,0,1033,1976,1,2,2,4,3,0,201000,201000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
06334-18-047-000,287500,1112,2085,725,850,1975,1,2,2,4,3,0,287500,287500,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
06334-19-004-000,230000,1112,1809,0,1053,1975,1,1,2,3,2,0,230000,230000,10,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
06334-19-006-000,248100,1112,2204,696,696,1975,1,1,2,4,3,2945,245155,245155,5,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
06334-19-008-000,260000,1112,2175,593,624,1975,1,1,2,3,3,0,260000,260000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
06334-19-033-000,288000,1112,1764,0,0,1976,1,1,3,3,3,4434,283566,283566,5,2012,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
06334-19-033-000,161500,1112,1764,0,0,1976,1,1,3,3,3,0,161500,161500,10,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
06334-19-037-000,243000,1112,1681,1596,1681,1976,1,1,3,3,3,0,243000,243000,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
06334-21-004-000,229000,1112,2175,0,624,1974,1,1,2,3,3,6000,223000,223000,4,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
06334-21-012-000,253000,1112,1776,700,993,1976,1,2,2,3,4,4200,248800,248800,5,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
06334-21-030-000,247900,1112,2204,0,696,1974,1,1,2,4,3,6900,241000,241000,11,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
06334-23-024-000,229500,1112,1660,728,868,1976,1,1,3,3,3,6700,222800,222800,3,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
06341-01-001-001,133000,1130,1820,0,0,1974,1,2,2,3,3,0,133000,133000,6,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06341-01-005-005,213500,1130,2477,0,0,1974,1,2,2,3,3,0,213500,213500,4,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06341-02-002-002,210000,1130,2203,0,0,1974,1,2,2,3,3,0,210000,210000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06341-03-005-005,184000,1130,2267,0,0,1974,1,2,2,3,3,3250,180750,180750,2,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06341-03-008-008,143000,1130,2203,0,0,1974,1,2,2,3,3,0,143000,143000,2,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
06341-03-010-010,151000,1130,1820,0,0,1974,1,2,2,3,3,0,151000,151000,8,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06341-05-001-001,131000,1130,1979,0,0,1976,1,2,2,2,2,0,131000,131000,9,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06341-05-007-007,130000,1130,1979,0,0,1976,1,2,2,2,2,0,130000,130000,10,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
06341-06-002-002,180000,1130,2496,0,0,1979,1,2,2,3,3,0,180000,180000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
06341-09-005-005,75000,1130,782,0,0,1981,1,1,0,1,1,0,75000,75000,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-09-008-008,42000,1130,782,0,0,1981,1,1,0,1,1,0,42000,42000,3,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
06341-15-008-008,141500,1130,1217,0,764,1981,1,2,0,3,2,1500,140000,140000,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-16-008-008,45000,1130,782,0,0,1982,1,1,0,1,1,0,45000,45000,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
06341-19-002-002,197000,1130,1133,687,723,1983,1,2,0,2,2,2000,195000,195000,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-22-003-003,178000,1130,1133,687,723,1982,1,2,0,2,2,4000,174000,174000,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-22-006-006,150200,1130,1133,578,723,1982,1,2,0,2,2,2500,147700,147700,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-24-005-005,147325,1130,1238,764,764,1982,1,2,0,3,3,5360,141965,141965,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-27-006-006,150000,1130,1133,687,723,1981,1,2,0,2,3,1522,148478,148478,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-30-005-005,78732,1130,958,0,764,1983,1,2,0,1,1,2361,76371,76371,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
06341-32-008-008,122900,1130,958,0,764,1983,1,2,0,1,1,3687,119213,119213,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-35-008-008,162000,1130,1238,0,764,1983,1,2,0,2,2,0,162000,162000,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-35-008-008,125000,1130,1238,0,764,1983,1,2,0,2,2,0,125000,125000,2,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
06341-37-002-002,139900,1130,1217,0,764,1983,1,2,0,2,2,0,139900,139900,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
06341-40-001-001,65000,1130,958,0,764,1982,1,2,0,1,1,0,65000,65000,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
06341-43-007-007,172500,1130,1133,651,723,1983,1,2,0,2,3,855,171645,171645,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
