parcel,sprice,abstrprd,livearea,finbsmnt,basement,yrbuilt,totunits,stories,nocars,numbdrm,numbaths,deduct,netprice,tasp,smonth,syear,condition_AVG,condition_Excel,condition_Fair,condition_Good,condition_VGood,quality_A,quality_B,quality_C,quality_D,quality_X,gartype_Att,gartype_Att/Det,gartype_CP,gartype_Det,gartype_None,gartype_att/CP,gartype_det/CP,arcstyle_BI-LEVEL,arcstyle_CONVERSIONS,arcstyle_END UNIT,arcstyle_MIDDLE UNIT,arcstyle_ONE AND HALF-STORY,arcstyle_ONE-STORY,arcstyle_SPLIT LEVEL,arcstyle_THREE-STORY,arcstyle_TRI-LEVEL,arcstyle_TRI-LEVEL WITH BASEMENT,arcstyle_TWO AND HALF-STORY,arcstyle_TWO-STORY,qualified_Q,qualified_U,status_I,status_V,before1980
01321-33-013-000,85000,1112,749,712,749,1950,1,1,2,2,2,0,85000,85000,6,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01321-33-013-000,181000,1112,749,712,749,1950,1,1,2,2,2,4459,176541,176541,3,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-34-002-000,111000,1112,746,596,746,1950,1,1,0,2,1,0,111000,111000,12,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01321-34-002-000,192000,1112,746,596,746,1950,1,1,0,2,1,3000,189000,189000,5,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-34-007-000,103000,1112,745,708,745,1950,1,1,0,2,2,0,103000,103000,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01321-36-002-000,189000,1112,969,683,759,1948,1,1,0,3,2,4812,184188,184188,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-36-003-000,140000,1112,1029,531,759,1948,1,1,0,2,2,0,140000,140000,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-36-004-000,163500,1112,759,680,759,1948,1,1,4,2,2,0,163500,163500,1,2012,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-36-006-000,118500,1112,1147,0,0,1948,1,1,0,3,1,0,118500,118500,6,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-36-010-000,210000,1112,973,686,762,1948,1,1,2,2,2,0,210000,210000,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-36-011-000,321000,1112,1321,762,762,1948,1,1,2,3,2,3000,318000,318000,9,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-37-005-000,191000,1112,1005,0,0,1948,1,1,0,3,1,5000,186000,186000,11,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-38-011-000,219800,1112,1014,659,732,1949,1,1,1,2,2,1000,218800,218800,4,2012,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-38-013-000,195000,1112,814,381,423,1949,1,1,1,2,2,0,195000,195000,8,2011,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-39-006-000,135000,1112,1087,0,0,1949,1,1,2,3,1,0,135000,135000,3,2012,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01321-44-009-000,190700,1112,719,719,719,1946,1,1,1,2,2,5700,185000,185000,5,2012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-01-002-000,299000,1112,1037,512,640,1943,1,1,1,2,2,9000,290000,294099,7,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-01-003-000,330000,1112,1069,437,460,1943,1,1,2,2,2,0,330000,333392,10,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-01-004-000,375000,1112,1143,972,1143,1942,1,1,2,2,2,800,374200,374200,6,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-01-015-000,247500,1112,1669,612,765,1949,1,1,2,3,3,0,247500,247500,11,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-02-014-000,345000,1112,1209,1027,1141,1946,1,1,1,3,2,1000,344000,351514,1,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-03-001-000,240000,1112,1515,763,848,1949,1,1,2,3,3,0,240000,240000,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-03-009-000,307000,1112,1093,984,1093,1941,1,1,2,2,2,0,307000,309367,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-03-011-000,395000,1112,1485,907,1008,1942,1,1,2,3,2,5000,390000,395512,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-03-014-000,215000,1112,1207,656,690,1941,1,1,2,2,3,0,215000,215000,3,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-03-014-000,345500,1112,1207,656,690,1941,1,1,2,2,3,10365,335135,338580,10,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-03-018-000,250000,1112,1215,624,780,1942,1,1,2,2,2,0,250000,250000,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-04-001-000,235410,1112,971,814,958,1941,1,1,1,2,2,0,235410,235410,7,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-04-001-000,278000,1112,971,814,958,1941,1,1,1,2,2,3600,274400,274400,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-04-005-000,246100,1112,907,227,907,1940,1,1,2,2,1,0,246100,246100,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-04-015-000,260000,1112,924,832,924,1941,1,1,1,2,2,0,260000,260000,9,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-04-017-000,369000,1112,914,868,914,1941,1,1,1,2,2,0,369000,369948,4,2012,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-05-003-000,288500,1112,1102,1047,1102,1924,1,1,1,2,2,2500,286000,287470,2,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-06-001-000,380600,1112,1136,391,489,1925,1,2,2,2,2,2700,377900,383241,7,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01322-06-002-000,270000,1112,953,260,747,1922,1,1,2,2,1,2000,268000,272132,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-06-006-000,415000,1112,1485,952,1002,1917,1,1,2,3,2,2500,412500,420450,3,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-06-007-000,475000,1112,3004,1509,1588,1999,1,2,2,3,4,0,475000,475000,4,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
01322-07-002-000,107000,1112,973,829,873,1925,1,1,2,2,2,0,107000,107000,3,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-07-009-000,285000,1112,1151,658,731,1910,1,1,1,2,3,0,285000,285000,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-08-023-000,319000,1112,1058,999,1052,1948,1,1,2,2,2,4200,314800,320463,4,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-09-007-000,410000,1112,1554,788,1051,1942,1,1,2,2,2,0,410000,421063,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-10-013-000,323000,1112,1380,1058,1114,1941,1,1,2,2,2,0,323000,324245,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-12-002-000,477000,1112,1131,948,948,1942,1,1,2,2,2,0,477000,479452,2,2012,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-12-011-000,850000,1112,3303,744,783,1942,1,2,3,3,5,0,850000,869659,12,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01322-12-014-000,668000,1112,2850,716,797,1942,1,2,2,3,4,0,668000,680875,3,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01322-12-015-000,430000,1112,1782,1693,1782,1950,1,1,2,3,3,0,430000,438288,3,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-12-020-000,495000,1112,2066,702,780,1942,1,2,4,4,4,0,495000,498816,12,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01322-13-002-000,260000,1112,1732,1583,1666,1938,1,1,2,2,3,0,260000,260000,8,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-13-002-000,475000,1112,1732,1583,1666,1938,1,1,2,2,3,4000,471000,472210,4,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-14-012-000,395000,1112,1205,1132,1171,1937,1,1,2,2,2,0,395000,399568,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-14-018-000,425000,1112,1147,834,1112,1939,1,1,2,2,2,5000,420000,420540,5,2012,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-15-006-000,407000,1112,1081,964,1015,1932,1,1,2,2,2,0,407000,407523,5,2012,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-15-017-000,450000,1112,1582,1377,1450,1937,1,1,2,3,2,7500,442500,451597,2,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-16-007-000,368000,1112,990,990,990,1932,1,1,2,2,2,7805,360195,362972,12,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-16-014-000,401000,1112,1084,918,1020,1932,1,1,2,2,2,5000,396000,397018,4,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-17-001-000,360000,1112,1486,1096,1154,1937,1,1,1,3,3,3000,357000,357917,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-17-005-000,415000,1112,1114,919,999,1932,1,1,2,2,2,0,415000,418733,11,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-17-027-027,183000,1130,1118,0,0,1938,1,1,0,2,1,0,183000,183000,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
01322-17-028-028,190000,1130,1118,0,0,1933,1,1,1,2,1,0,190000,190000,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
01322-17-032-032,100000,1130,785,0,0,1938,1,1,0,1,1,0,100000,100000,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
01322-17-034-034,146000,1130,816,0,0,1938,1,1,0,1,1,0,146000,146000,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
01322-17-037-037,122000,1130,801,0,0,1938,1,1,0,1,1,0,122000,122000,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
01322-17-038-038,125000,1130,785,0,0,1938,1,1,0,1,1,3750,121250,121250,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
01322-17-044-044,95000,1130,785,0,0,1938,1,1,0,1,1,0,95000,95000,1,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
01322-18-005-000,297500,1112,1001,951,1001,1924,1,1,0,2,2,5500,292000,299129,11,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-18-020-000,230000,1112,960,912,960,1925,1,1,3,2,2,0,230000,230000,3,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-19-025-000,255000,1112,2391,1395,1495,2012,0,1,2,2,3,0,255000,255000,12,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
01322-20-013-000,307500,1112,3246,1500,1580,2012,1,2,2,4,4,0,307500,307500,7,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
01322-20-013-000,307500,1112,3246,1500,1580,2012,1,2,2,4,4,0,307500,311451,8,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
01322-20-014-000,415400,1112,1172,1055,1172,1924,1,1,1,2,2,5400,410000,415795,7,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-21-008-000,392000,1112,1327,489,489,1921,1,1,1,2,2,0,392000,398044,6,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-21-011-000,850000,1112,4207,0,340,1954,1,2,2,5,4,0,850000,864198,5,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01322-21-017-000,415000,1112,1387,1025,1139,1925,1,1,1,2,2,0,415000,424598,12,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-23-001-000,223000,1112,1746,0,0,1949,1,1,2,3,2,0,223000,223000,8,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
01322-23-001-000,415000,1112,1746,0,0,1949,1,1,2,3,2,0,415000,415533,5,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
01322-23-013-000,389000,1112,1092,764,1092,1932,1,1,2,2,2,0,389000,398997,10,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-23-017-000,397000,1112,1138,935,1039,1932,1,1,1,2,2,6398,390602,391606,4,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-24-001-000,414500,1112,1074,1020,1074,1925,1,1,1,2,2,150,414350,414882,5,2012,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-24-003-000,322000,1112,1016,1016,1016,1927,1,1,2,2,2,0,322000,329447,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-24-010-000,350000,1112,1095,500,646,1922,1,1,2,2,2,192,349808,358797,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-24-020-000,460000,1112,1268,523,523,1936,1,1,2,2,2,1000,459000,471385,9,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-25-004-000,410000,1112,1046,1004,1046,1931,1,1,2,2,2,0,410000,417375,4,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-26-005-000,465000,1112,1273,1093,1093,1933,1,1,2,2,2,0,465000,465000,12,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-26-005-000,481500,1112,1273,1093,1093,1933,1,1,2,2,2,1500,480000,480617,5,2012,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-27-007-000,455000,1112,1657,1358,1430,1934,1,1,2,2,2,5000,450000,457517,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-27-009-000,532000,1112,1800,1252,1663,1934,1,1,2,2,3,0,532000,532000,6,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-27-011-000,590000,1112,2974,0,0,1952,1,1,3,4,4,0,590000,604404,11,2010,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-27-016-000,287000,1112,1211,1031,1085,1942,1,1,2,2,2,0,287000,287000,8,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-27-016-000,390000,1112,1211,1031,1085,1942,1,1,2,2,2,0,390000,398519,1,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01322-27-018-000,360000,1112,1203,1049,1104,1948,1,1,2,2,2,0,360000,360000,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01322-28-002-000,369900,1112,1278,581,774,1937,1,1,2,2,2,9925,359975,368301,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-01-001-000,300000,1112,2708,1041,1041,1942,1,2,2,4,4,0,300000,300000,5,2011,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
01323-01-001-000,300000,1112,2708,1041,1041,1942,1,2,2,4,4,0,300000,300000,6,2011,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
01323-01-007-000,560000,1112,1894,900,947,1933,1,2,4,3,4,0,560000,566476,9,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01323-02-013-000,514000,1112,1754,778,864,1931,1,2,2,3,2,0,514000,527209,10,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01323-03-004-000,522129,1112,1925,608,1013,1937,1,2,1,3,3,0,522129,522129,12,2011,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
01323-04-005-000,358000,1112,942,842,942,1929,1,1,1,2,2,0,358000,366740,11,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-04-016-000,375000,1112,1610,941,941,1937,1,1,2,3,2,0,375000,381264,5,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-05-008-000,362000,1112,912,912,912,1925,1,1,2,2,2,3000,359000,362690,10,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-05-009-000,225000,1112,1152,421,468,1924,1,1,1,2,3,0,225000,225000,11,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
01323-05-009-000,387500,1112,1152,421,468,1924,1,1,1,2,3,5000,382500,387415,8,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-05-014-000,345000,1112,3089,1263,1329,1929,1,2,3,4,5,0,345000,346773,2,2012,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01323-06-005-000,1400,1112,1761,1011,1123,1927,1,2,4,3,2,0,1400,1400,12,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
01323-06-005-000,482000,1112,1761,1011,1123,1927,1,2,4,3,2,0,482000,486955,10,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
01323-06-018-000,370000,1112,1115,646,646,1928,1,1,1,2,2,0,370000,378082,1,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-06-021-000,495000,1112,1530,1254,1320,1929,1,1,2,3,2,5000,490000,498814,4,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-07-012-000,505000,1112,1816,750,789,1925,1,1,1,3,2,0,505000,505000,6,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-07-014-000,343500,1112,3006,1131,1191,1928,1,2,2,4,5,0,343500,346590,11,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01323-07-015-000,425000,1112,1450,833,833,1928,1,1,2,3,2,0,425000,430461,8,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-08-012-000,533000,1112,2303,979,1224,1925,1,2,1,3,3,8000,525000,534444,4,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01323-08-016-000,294500,1112,1044,992,1044,1925,1,1,2,2,1,0,294500,302068,10,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-08-017-000,839000,1112,2468,943,1048,1935,1,2,2,4,3,0,839000,849780,8,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01323-08-018-000,949000,1112,2931,1191,1324,1928,1,2,2,4,6,0,949000,956316,12,2011,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
01323-08-019-000,339000,1112,2282,1347,1418,1928,1,2,2,4,4,0,339000,339000,6,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
01323-09-001-000,443000,1112,1557,941,1176,1925,1,1,2,3,2,1195,441805,448049,7,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
01323-09-008-000,340000,1112,1234,0,559,1923,1,1,1,2,1,0,340000,340437,5,2012,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
